k,n,x,y,K,MK,Ry,S_K,absS_K,E,SM_K,boundary_MK_Ry,identity_resid,sqrt_sumR2_all,sqrt_sumR2_sf,sqrt_Diag,sqrt_sumDelta2,c_all_K,c_sf_K,c_M_K,c_M_all_K,tri_absR,tri_absMDelta,absS_over_sqrtx,absS_over_x34,absE_over_sqrtx
9,31169,971568899,80435,12078,20,-40.688243146,-1461.289404829,1461.289404829,-647.524541916,-647.524541916,-813.764862913,0.000e+00,8546.633382682,6812.178635403,3000.802940195,1193.845724720,0.170978365,0.214511316,0.215783760,0.542385443,740756.513979,164889.647826,0.046881277,0.000265541,0.020773967
9,31170,971631240,80435,12079,21,-40.688243146,-1455.207362288,1455.207362288,-600.754256230,-600.754256230,-854.453106058,0.000e+00,8541.383614850,6804.488424497,2994.985232091,1190.578157219,0.170371386,0.213859922,0.200586717,0.504590356,740836.984962,163796.936781,0.046684654,0.000264423,0.019272858
9,31171,971693583,80435,12080,21,-40.688243146,-1404.544468194,1404.544468194,-550.091362136,-550.091362136,-854.453106058,0.000e+00,8533.045954535,6796.000762474,2994.868143431,1187.450115353,0.164600598,0.206672206,0.183677990,0.463254292,740939.634180,163992.193186,0.045057887,0.000255205,0.017646970
9,31172,971755928,80435,12081,22,-40.688243146,-1405.237591700,1405.237591700,-510.096242497,-510.096242497,-895.141349204,0.000e+00,8534.262330366,6797.735187777,3019.014000210,1198.841308166,0.164658354,0.206721438,0.168961205,0.425491046,740951.489050,165354.233655,0.045078677,0.000255318,0.016363399
9,31173,971818275,80435,12081,22,-40.688243146,-1495.278053061,1495.278053061,-600.136703857,-600.136703857,-895.141349204,0.000e+00,8542.000103968,6809.083897598,2993.835987446,1197.453396073,0.175050109,0.219600474,0.200457442,0.501177504,740950.553658,164884.787711,0.047965550,0.000271665,0.019251193
9,31174,971880624,80435,12082,21,-40.688243146,-1733.499715220,1733.499715220,-879.046609162,-879.046609162,-854.453106058,0.000e+00,8533.355020395,6800.812596338,3002.692364511,1178.712852746,0.203143982,0.254895969,0.292752804,0.745768240,741055.476282,163528.963280,0.055605444,0.000314930,0.028197165
9,31175,971942975,80435,12083,22,-40.688243146,-1833.209967455,1833.209967455,-938.068618251,-938.068618251,-895.141349204,0.000e+00,8528.512218080,6798.025754467,2953.015138054,1142.104012611,0.214950735,0.269667994,0.317664683,0.821351302,741152.106574,163760.959038,0.058801962,0.000333029,0.030089448
9,31176,972005328,80435,12084,22,-40.688243146,-1994.335168189,1994.335168189,-1099.193818986,-1099.193818986,-895.141349204,0.000e+00,8534.078370031,6803.417346748,2939.252523551,1203.583263400,0.233690749,0.293137267,0.373970528,0.913267783,741168.223422,161971.303173,0.063968155,0.000362282,0.035256562
9,31177,972067683,80435,12084,22,-40.688243146,-2241.249414938,2241.249414938,-1346.108065734,-1346.108065734,-895.141349204,0.000e+00,8527.556020835,6791.556300436,2933.031392286,1204.590177189,0.262824355,0.330005277,0.458947718,1.117482187,741176.794597,162226.591930,0.071885606,0.000407116,0.043174933
9,31178,972130040,80435,12085,23,-40.688243146,-2266.196284276,2266.196284276,-1330.366691927,-1330.366691927,-935.829592350,0.000e+00,8527.839505794,6788.249971314,2957.940550963,1191.008918302,0.265740963,0.333841019,0.449761132,1.117008170,741229.986638,162808.465051,0.072683418,0.000411627,0.042668677
9,31179,972192399,80435,12086,24,-40.688243146,-2320.667427985,2320.667427985,-1344.149592489,-1344.149592489,-976.517835495,0.000e+00,8532.244848141,6795.331315507,2997.402023157,1207.567951836,0.271987908,0.341509092,0.448438208,1.113104725,741321.876264,163065.290859,0.074428077,0.000421501,0.043109352
9,31180,972254760,80435,12087,24,-40.688243146,-2453.476662370,2453.476662370,-1476.958826875,-1476.958826875,-976.517835495,0.000e+00,8541.811204815,6808.073168857,3035.271866122,1258.460664469,0.287231432,0.360377540,0.486598530,1.173623355,741369.050515,163570.794812,0.078684990,0.000445602,0.047367269
9,31181,972317123,80435,12088,24,-40.688243146,-2309.725032938,2309.725032938,-1333.207197443,-1333.207197443,-976.517835495,0.000e+00,8547.890446013,6818.407443116,3038.867588143,1298.953105572,0.270209948,0.338748462,0.438718423,1.026370538,741383.056187,164508.796273,0.074072383,0.000419473,0.042755667
9,31182,972379488,80435,12088,24,-40.688243146,-2155.408734472,2155.408734472,-1178.890898977,-1178.890898977,-976.517835495,0.000e+00,8541.721024434,6816.822555780,3049.814480189,1262.257429331,0.252338929,0.316189649,0.386545118,0.933954415,741380.260269,165373.985702,0.069121276,0.000391429,0.037805564
9,31183,972441855,80435,12089,23,-40.688243146,-2039.313630821,2039.313630821,-1103.484038471,-1103.484038471,-935.829592350,0.000e+00,8539.899593662,6809.571100675,2989.517982612,1241.749699173,0.238798315,0.299477544,0.369117712,0.888652551,741458.872256,163878.732821,0.065396153,0.000370328,0.035386225
9,31184,972504224,80435,12090,22,-40.688243146,-1842.645164515,1842.645164515,-947.503815311,-947.503815311,-895.141349204,0.000e+00,8530.712701454,6797.675211668,2930.384250154,1158.650163443,0.216001315,0.271069904,0.323337738,0.817765228,741535.113684,162447.768062,0.059087547,0.000334598,0.030383319
9,31185,972566595,80435,12091,23,-40.688243146,-1841.666075659,1841.666075659,-905.836483309,-905.836483309,-935.829592350,0.000e+00,8536.755006697,6807.737752251,2940.069719669,1152.942012727,0.215733739,0.270525414,0.308100341,0.785673931,741586.889388,162895.222612,0.059054258,0.000334404,0.029046254
9,31186,972628968,80435,12091,23,-40.688243146,-2063.415671915,2063.415671915,-1127.586079565,-1127.586079565,-935.829592350,0.000e+00,8538.911153341,6808.923192595,2930.984638873,1163.725356189,0.241648570,0.303045814,0.384712381,0.968945184,741561.990130,162660.654660,0.066162686,0.000374651,0.036155644
9,31187,972691343,80435,12092,23,-40.688243146,-2120.124877619,2120.124877619,-1184.295285270,-1184.295285270,-935.829592350,0.000e+00,8534.363201724,6804.738936925,2926.549195886,1167.638894170,0.248422153,0.311565939,0.404672946,1.014265019,741674.161024,162787.461157,0.067978866,0.000384929,0.037972787
9,31188,972753720,80435,12093,22,-40.688243146,-1980.871339438,1980.871339438,-1085.729990234,-1085.729990234,-895.141349204,0.000e+00,8544.900838705,6817.711898246,2942.659368558,1164.315494722,0.231819114,0.290547821,0.368962171,0.932504974,741701.445579,162908.621131,0.063511858,0.000359628,0.034811311
9,31189,972816099,80435,12094,23,-40.688243146,-2166.215526233,2166.215526233,-1230.385933883,-1230.385933883,-935.829592350,0.000e+00,8545.084886189,6815.731480388,2956.662465619,1180.276611973,0.253504272,0.317825832,0.416140141,1.042455575,741764.003876,162908.869339,0.069452245,0.000393259,0.039448090
9,31190,972878480,80435,12095,22,-40.688243146,-2260.780794916,2260.780794916,-1365.639445712,-1365.639445712,-895.141349204,0.000e+00,8550.615042455,6824.190884040,2967.345838943,1242.849721016,0.264399787,0.331289208,0.460222542,1.098796920,741860.082127,163277.220318,0.072481831,0.000410407,0.043783125
9,31191,972940863,80435,12095,22,-40.688243146,-2207.417035809,2207.417035809,-1312.275686606,-1312.275686606,-895.141349204,0.000e+00,8556.155200219,6831.680670286,3013.251256045,1269.246606098,0.257991701,0.323114786,0.435501581,1.033901277,741823.857708,162595.952686,0.070768692,0.000400700,0.042070906
9,31192,973003248,80435,12096,22,-40.688243146,-2242.392242287,2242.392242287,-1347.250893083,-1347.250893083,-895.141349204,0.000e+00,8562.484517057,6840.605751078,3033.985418734,1299.761908432,0.261885699,0.327806093,0.444053187,1.036536680,741897.166922,164358.757276,0.071887675,0.000407029,0.043190809
9,31193,973065635,80435,12097,21,-40.688243146,-2180.089128465,2180.089128465,-1325.636022407,-1325.636022407,-854.453106058,0.000e+00,8566.183897370,6843.926286107,3054.805528102,1331.541601213,0.254499454,0.318543631,0.433951036,0.995564856,741932.035270,164291.781153,0.069888092,0.000395701,0.042496506
9,31194,973128024,80435,12098,20,-40.688243146,-2244.885089090,2244.885089090,-1431.120226178,-1431.120226178,-813.764862913,0.000e+00,8576.433271735,6859.133353007,3097.860632003,1368.692019179,0.261750429,0.327284071,0.461970500,1.045611581,741969.696594,165460.142156,0.071962978,0.000407443,0.045876590
9,31195,973190415,80435,12098,20,-40.688243146,-2383.797077474,2383.797077474,-1570.032214561,-1570.032214561,-813.764862913,0.000e+00,8589.781633855,6879.289582317,3075.592971239,1444.148089571,0.277515446,0.346517914,0.510481143,1.087168432,741936.811224,164566.643420,0.076413549,0.000432634,0.050327998
9,31196,973252808,80435,12099,19,-40.688243146,-2288.537194998,2288.537194998,-1515.460575231,-1515.460575231,-773.076619767,0.000e+00,8591.044842001,6878.640473456,3093.959172556,1454.691910401,0.266386364,0.332701964,0.489812726,1.041774251,742025.080192,164621.502002,0.073357605,0.000415326,0.048577125
9,31197,973315203,80435,12100,19,-40.688243146,-2279.593895896,2279.593895896,-1506.517276129,-1506.517276129,-773.076619767,0.000e+00,8594.876239938,6879.615535238,3078.253644780,1454.000686112,0.265227076,0.331354839,0.489406478,1.036118683,742064.279836,164241.284026,0.073068591,0.000413683,0.048288906
9,31198,973377600,80435,12101,18,-40.688243146,-2280.007702303,2280.007702303,-1547.619325681,-1547.619325681,-732.388376621,0.000e+00,8593.386270652,6875.200127188,3071.141812614,1442.134401576,0.265321217,0.331627830,0.503923107,1.073145002,742124.356912,163838.588671,0.073079512,0.000413738,0.049604773
9,31199,973439999,80435,12102,17,-40.688243146,-2341.511993769,2341.511993769,-1649.811860293,-1649.811860293,-691.700133476,0.000e+00,8587.717700152,6864.476712125,3087.617777279,1470.827276605,0.272658240,0.341105680,0.534331637,1.121689736,742177.421433,164043.879830,0.075048461,0.000424878,0.052878585
9,31200,973502400,80435,12102,17,-40.688243146,-2214.939992396,2214.939992396,-1523.239858920,-1523.239858920,-691.700133476,0.000e+00,8572.921241518,6848.968660543,3133.317512967,1457.955264598,0.258364673,0.323397595,0.486142835,1.044778188,742247.127626,166516.274966,0.070989391,0.000401892,0.048820226
9,31201,973564803,80435,12103,17,-40.688243146,-2117.089916820,2117.089916820,-1425.389783344,-1425.389783344,-691.700133476,0.000e+00,8572.549767383,6846.161349982,3108.179701766,1448.606880298,0.246961520,0.309237514,0.458593106,0.983972811,742316.485408,165877.153435,0.067851097,0.000384119,0.045682642
9,31202,973627208,80435,12104,17,-40.688243146,-2198.658751095,2198.658751095,-1506.958617619,-1506.958617619,-691.700133476,0.000e+00,8577.011605934,6854.432620889,3051.169392529,1398.943807294,0.256343217,0.320764514,0.493895430,1.077211686,742367.757624,163280.309177,0.070463057,0.000398899,0.048295312
9,31203,973689615,80435,12105,17,-40.688243146,-2302.245292593,2302.245292593,-1610.545159117,-1610.545159117,-691.700133476,0.000e+00,8572.374921262,6847.894290069,3062.781354793,1355.198446571,0.268565632,0.336197551,0.525843987,1.188420163,742412.237709,165468.481315,0.073780454,0.000417673,0.051613420
9,31204,973752024,80435,12105,17,-40.688243146,-2473.641932268,2473.641932268,-1781.941798792,-1781.941798792,-691.700133476,0.000e+00,8575.381195805,6853.574727866,3108.859543238,1368.002203833,0.288458539,0.360927258,0.573181829,1.302586936,742446.903802,166417.343724,0.079270692,0.000448746,0.057104368
9,31205,973814435,80435,12106,18,-40.688243146,-2510.881345637,2510.881345637,-1778.492969016,-1778.492969016,-732.388376621,0.000e+00,8580.911744534,6859.285375810,3098.294714413,1372.461665758,0.292612419,0.366055822,0.574023175,1.295841635,742427.052707,166128.572696,0.080461493,0.000455480,0.056992020
9,31206,973876848,80435,12107,17,-40.688243146,-2488.090517937,2488.090517937,-1796.390384461,-1796.390384461,-691.700133476,0.000e+00,8580.654018398,6857.777639914,3084.083968453,1361.028533205,0.289965137,0.362812947,0.582471295,1.319877093,742495.841312,165514.073382,0.079728603,0.000451324,0.057563700
9,31207,973939263,80435,12108,17,-40.688243146,-2274.433501773,2274.433501773,-1582.733368297,-1582.733368297,-691.700133476,0.000e+00,8577.363203697,6851.414289898,3102.078801809,1360.939750910,0.265166981,0.331965548,0.510217009,1.162970930,742596.673367,166303.519966,0.072879823,0.000412548,0.050715630
9,31208,974001680,80435,12109,16,-40.688243146,-2308.731420881,2308.731420881,-1657.719530551,-1657.719530551,-651.011890330,0.000e+00,8580.230107227,6856.417001824,3088.885533788,1345.417252768,0.269075700,0.336725643,0.536672373,1.232122992,742642.951580,164557.000125,0.073976463,0.000418749,0.053116714
9,31209,974064099,80435,12109,16,-40.688243146,-2161.826390115,2161.826390115,-1510.814499785,-1510.814499785,-651.011890330,0.000e+00,8578.895111544,6854.613397644,3025.185533419,1314.813889005,0.251993568,0.315382687,0.499412179,1.149070992,742644.155913,163566.989348,0.069267106,0.000392085,0.048408026
9,31210,974126520,80435,12110,17,-40.688243146,-2075.917401227,2075.917401227,-1384.217267752,-1384.217267752,-691.700133476,0.000e+00,8578.582937118,6852.624146581,3005.512760338,1247.710133032,0.241988382,0.302937584,0.460559438,1.109406128,742694.976970,164785.604277,0.066512364,0.000376486,0.044350302
9,31211,974188943,80435,12111,16,-40.688243146,-1667.898330281,1667.898330281,-1016.886439951,-1016.886439951,-651.011890330,0.000e+00,8582.647463770,6858.313871866,3015.423584080,1232.228400233,0.194333781,0.243193642,0.337228390,0.825241846,742774.172595,164804.374651,0.053437727,0.000302473,0.032579983
9,31212,974251368,80435,12112,16,-40.688243146,-1863.577317306,1863.577317306,-1212.565426976,-1212.565426976,-651.011890330,0.000e+00,8595.423622852,6873.409011422,3027.403926045,1276.461468959,0.216810410,0.271128535,0.400529780,0.949942835,742803.926525,165265.442331,0.059705165,0.000337944,0.038848090
9,31213,974313795,80435,12112,16,-40.688243146,-1757.142106839,1757.142106839,-1106.130216509,-1106.130216509,-651.011890330,0.000e+00,8588.820304221,6868.539856051,3033.230780926,1258.651996745,0.204584803,0.255824694,0.364670642,0.878821326,742799.643371,163516.763389,0.056293397,0.000318627,0.035436990
9,31214,974376224,80435,12113,15,-40.688243146,-1920.824860591,1920.824860591,-1310.501213406,-1310.501213406,-610.323647184,0.000e+00,8591.995632045,6871.265544423,3019.578669962,1282.746490548,0.223559804,0.279544554,0.434001348,1.021636951,742863.961465,163670.077538,0.061535315,0.000348291,0.041983060
9,31215,974438655,80435,12114,15,-40.688243146,-1977.314922989,1977.314922989,-1366.991275804,-1366.991275804,-610.323647184,0.000e+00,8596.988886276,6874.837739211,3017.566303421,1294.082094604,0.230000870,0.287616232,0.453011181,1.056340461,742890.961175,163315.448160,0.063342995,0.000358517,0.043791366
9,31216,974501088,80435,12115,16,-40.688243146,-2168.564934325,2168.564934325,-1517.553043995,-1517.553043995,-651.011890330,0.000e+00,8599.073082921,6876.421873525,3050.184894778,1344.155761571,0.252185894,0.315362404,0.497528214,1.129000885,742969.196023,164010.709238,0.069467436,0.000393175,0.048613033
9,31217,974563523,80435,12116,16,-40.688243146,-2209.947323864,2209.947323864,-1558.935433534,-1558.935433534,-651.011890330,0.000e+00,8591.465410401,6870.471789505,3076.850936333,1343.872190540,0.257225889,0.321658744,0.506665895,1.160032512,742998.722712,165587.828672,0.070790804,0.000400658,0.049937069
9,31218,974625960,80435,12116,16,-40.688243146,-1916.932658865,1916.932658865,-1265.920768535,-1265.920768535,-651.011890330,0.000e+00,8595.155609434,6872.533204832,3030.749875647,1315.425877971,0.223024777,0.278926649,0.417692261,0.962365717,743057.918388,164546.293695,0.061402757,0.000347519,0.040549690
9,31219,974688399,80435,12117,15,-40.688243146,-1862.744363505,1862.744363505,-1252.420716321,-1252.420716321,-610.323647184,0.000e+00,8591.842051119,6869.013887327,3049.970943886,1353.225713904,0.216803842,0.271180754,0.410633655,0.925507625,743093.310952,164220.877896,0.059665098,0.000337679,0.040115974
9,31220,974750840,80435,12118,14,-40.688243146,-1693.327571990,1693.327571990,-1123.692167951,-1123.692167951,-569.635404039,0.000e+00,8588.479696380,6864.422697985,3027.493871169,1295.172429739,0.197162668,0.246681716,0.371162491,0.867600438,743174.071654,164674.089015,0.054236814,0.000306952,0.035991550
9,31221,974813283,80435,12119,13,-40.688243146,-1674.441894546,1674.441894546,-1145.494733653,-1145.494733653,-528.947160893,0.000e+00,8584.608739122,6859.788305343,3045.107755895,1347.311277118,0.195051626,0.244095272,0.376175435,0.850207931,743260.642104,164777.154621,0.053630193,0.000303514,0.036688705
9,31222,974875728,80435,12119,13,-40.688243146,-1832.295013670,1832.295013670,-1303.347852777,-1303.347852777,-528.947160893,0.000e+00,8578.059174876,6850.583498165,3018.211234115,1331.858317852,0.213602515,0.267465540,0.431827911,0.978593470,743254.369470,163557.182290,0.058684144,0.000332111,0.041743197
9,31223,974938175,80435,12120,13,-40.688243146,-2079.395120407,2079.395120407,-1550.447959514,-1550.447959514,-528.947160893,0.000e+00,8572.382229250,6843.537128753,3038.488657243,1326.896322871,0.242569109,0.303848007,0.510269458,1.168477094,743354.504599,163188.491138,0.066596052,0.000376881,0.049655648
9,31224,975000624,80435,12121,12,-40.688243146,-1990.508782213,1990.508782213,-1502.249864465,-1502.249864465,-488.258917748,0.000e+00,8566.762119916,6835.772612335,3052.264470379,1327.497213995,0.232352522,0.291190023,0.492175524,1.131640691,743405.670643,163436.158464,0.063747279,0.000360753,0.048110484
9,31225,975063075,80435,12122,13,-40.688243146,-2166.148889516,2166.148889516,-1637.201728623,-1637.201728623,-528.947160893,0.000e+00,8582.491667037,6851.569032200,3105.557345888,1394.140304533,0.252391610,0.316153698,0.527184510,1.174345023,743463.644628,163615.928245,0.069370041,0.000392567,0.052430722
9,31226,975125528,80435,12122,13,-40.688243146,-2009.326693514,2009.326693514,-1480.379532621,-1480.379532621,-528.947160893,0.000e+00,8579.122779379,6843.219226942,3155.407908330,1361.336039032,0.234211206,0.293623020,0.469156311,1.087446075,743466.562897,165573.640073,0.064345813,0.000364129,0.047407037
9,31227,975187983,80435,12123,13,-40.688243146,-1948.208373842,1948.208373842,-1419.261212948,-1419.261212948,-528.947160893,0.000e+00,8573.129686311,6835.684856716,3196.586642931,1362.588852581,0.227245877,0.285005587,0.443992725,1.041591681,743541.545011,166962.610116,0.062386588,0.000353036,0.045448354
9,31228,975250440,80435,12124,13,-40.688243146,-1923.160193673,1923.160193673,-1394.213032780,-1394.213032780,-528.947160893,0.000e+00,8585.079084715,6851.049281732,3228.938040310,1404.673450838,0.224011937,0.280710314,0.431786865,0.992553132,743571.497167,167723.635521,0.061582510,0.000348480,0.044644818
9,31229,975312899,80435,12125,13,-40.688243146,-1837.021585294,1837.021585294,-1308.074424401,-1308.074424401,-528.947160893,0.000e+00,8595.032824433,6860.986419426,3232.990875621,1462.251118356,0.213730607,0.267748903,0.404601954,0.894562095,743626.637523,165823.766675,0.058822337,0.000332856,0.041885188
9,31230,975375360,80435,12126,14,-40.688243146,-1712.194708998,1712.194708998,-1142.559304959,-1142.559304959,-569.635404039,0.000e+00,8593.740364042,6860.629833204,3230.238388650,1432.830338386,0.199237426,0.249568152,0.353707426,0.797414233,743668.381152,165962.400409,0.054823563,0.000310223,0.036584141
9,31231,975437823,80435,12126,14,-40.688243146,-1664.207040078,1664.207040078,-1094.571636039,-1094.571636039,-569.635404039,0.000e+00,8592.206719730,6864.042869740,3252.053156111,1440.066729962,0.193687966,0.242452891,0.336578642,0.760083969,743733.559446,165896.651891,0.053285318,0.000301514,0.035046479
9,31232,975500288,80435,12127,15,-40.688243146,-1806.410381077,1806.410381077,-1196.086733892,-1196.086733892,-610.323647184,0.000e+00,8583.931016023,6854.608920406,3211.790905330,1418.888127553,0.210440925,0.263532231,0.372404920,0.842974658,743748.900822,165812.131598,0.057836595,0.000327262,0.038295608
9,31233,975562755,80435,12128,15,-40.688243146,-1690.489669453,1690.489669453,-1080.166022269,-1080.166022269,-610.323647184,0.000e+00,8584.137240645,6857.784164773,3210.105927256,1434.040091293,0.196931808,0.246506689,0.336489215,0.753232792,743836.145535,166702.425431,0.054123381,0.000306246,0.034583019
9,31234,975625224,80435,12129,14,-40.688243146,-1943.183522968,1943.183522968,-1373.548118930,-1373.548118930,-569.635404039,0.000e+00,8592.451407326,6867.070986117,3239.797531384,1527.702390615,0.226150074,0.282971230,0.423961098,0.899094043,743855.351212,165099.110045,0.062211734,0.000352007,0.043974648
9,31235,975687695,80435,12129,14,-40.688243146,-1845.948860835,1845.948860835,-1276.313456796,-1276.313456796,-569.635404039,0.000e+00,8593.360021459,6863.758289446,3248.887855731,1529.538337376,0.214811070,0.268941414,0.392846264,0.834443587,743869.549531,164331.374993,0.059096839,0.000334377,0.040860336
9,31236,975750168,80435,12130,13,-40.688243146,-1928.902506923,1928.902506923,-1399.955346030,-1399.955346030,-528.947160893,0.000e+00,8593.330950622,6865.547283081,3236.796308726,1519.626089592,0.224465055,0.280953932,0.432512649,0.921249876,743957.559627,164691.758707,0.061750568,0.000349387,0.044817215
9,31237,975812643,80435,12131,14,-40.688243146,-1952.409867499,1952.409867499,-1382.774463461,-1382.774463461,-569.635404039,0.000e+00,8588.135977029,6857.231600269,3215.729850270,1502.929384059,0.227338025,0.284722754,0.430003305,0.920052850,743997.411000,165230.782262,0.062501116,0.000353628,0.044265781
9,31238,975875120,80435,12132,14,-40.688243146,-2232.954198056,2232.954198056,-1663.318794017,-1663.318794017,-569.635404039,0.000e+00,8590.975367985,6862.334433464,3283.888966351,1564.728317392,0.259918589,0.325392797,0.506508841,1.063008048,744072.244537,166285.716846,0.071479695,0.000404421,0.053244944
9,31239,975937599,80435,12133,15,-40.688243146,-2656.494816142,2656.494816142,-2046.171168958,-2046.171168958,-610.323647184,0.000e+00,8594.260241188,6862.131462812,3256.704050275,1571.215337561,0.309101044,0.387123859,0.628295091,1.302285638,744162.448660,166568.552921,0.085035045,0.000481108,0.065498437
9,31240,976000080,80435,12133,15,-40.688243146,-2583.480824187,2583.480824187,-1973.157177002,-1973.157177002,-610.323647184,0.000e+00,8603.715323652,6874.972788535,3236.260666659,1548.037480632,0.300275024,0.375780516,0.609702796,1.274618478,744176.229781,165310.550432,0.082695203,0.000467862,0.063159220
9,31241,976062563,80435,12134,16,-40.688243146,-2553.549481769,2553.549481769,-1902.537591439,-1902.537591439,-651.011890330,0.000e+00,8604.110227221,6872.076499674,3177.304495048,1509.163899195,0.296782516,0.371583390,0.598789821,1.260656707,744180.967429,163985.519967,0.081734507,0.000462419,0.060896793
9,31242,976125048,80435,12135,15,-40.688243146,-2416.171477577,2416.171477577,-1805.847830392,-1805.847830392,-610.323647184,0.000e+00,8607.351171881,6878.049281781,3170.291151711,1517.903943795,0.280710224,0.351287317,0.569615768,1.189698359,744191.264497,165399.795186,0.077334810,0.000437521,0.057800078
9,31243,976187535,80435,12136,15,-40.688243146,-2501.807548691,2501.807548691,-1891.483901507,-1891.483901507,-610.323647184,0.000e+00,8606.600940802,6876.628159002,3186.305053414,1531.745472570,0.290684739,0.363813120,0.593629257,1.234855226,744294.048566,164162.085526,0.080073216,0.000453006,0.060539108
9,31244,976250024,80435,12136,15,-40.688243146,-2681.586330327,2681.586330327,-2071.262683143,-2071.262683143,-610.323647184,0.000e+00,8615.659812796,6888.761990660,3148.684858269,1503.596133864,0.311245614,0.389269702,0.657818352,1.377539245,744274.216418,163592.084211,0.085824495,0.000485536,0.066291012
9,31245,976312515,80435,12137,16,-40.688243146,-2625.763778031,2625.763778031,-1974.751887701,-1974.751887701,-651.011890330,0.000e+00,8613.984634025,6885.483677686,3140.140275615,1487.380208373,0.304825686,0.381347760,0.628873781,1.327671215,744391.235148,164441.061749,0.084035197,0.000475405,0.063200150
9,31246,976375008,80435,12138,16,-40.688243146,-2668.494523708,2668.494523708,-2017.482633378,-2017.482633378,-651.011890330,0.000e+00,8611.358419064,6881.767279365,3166.299876480,1496.957396171,0.309880787,0.387762971,0.637173582,1.347722145,744429.273601,165428.087893,0.085400023,0.000483119,0.064565643
9,31247,976437503,80435,12139,17,-40.688243146,-2665.399567688,2665.399567688,-1973.699434213,-1973.699434213,-691.700133476,0.000e+00,8620.108780452,6891.616155034,3156.228040915,1496.189566682,0.309207185,0.386759725,0.625334864,1.319150647,744381.783146,164282.112917,0.085298245,0.000482535,0.063162424
9,31248,976500000,80435,12140,17,-40.688243146,-2612.574440444,2612.574440444,-1920.874306968,-1920.874306968,-691.700133476,0.000e+00,8620.011758488,6897.029958941,3188.901002128,1520.518155157,0.303082468,0.378797027,0.602362477,1.263302448,744476.640968,165535.437651,0.083605057,0.000472949,0.061469945
9,31249,976562499,80435,12140,17,-40.688243146,-2437.497635887,2437.497635887,-1745.797502412,-1745.797502412,-691.700133476,0.000e+00,8612.050343314,6889.301799795,3188.865838064,1502.260484598,0.283033371,0.353809095,0.547466589,1.162113708,744543.341855,166162.829406,0.077999924,0.000441234,0.055865520
9,31250,976625000,80435,12141,17,-40.688243146,-2365.187883047,2365.187883047,-1673.487749571,-1673.487749571,-691.700133476,0.000e+00,8610.075955014,6885.258858695,3243.193773068,1530.106875239,0.274700002,0.343514737,0.515999927,1.093706444,744664.590256,165451.509949,0.075683590,0.000428124,0.053549894
9,31251,976687503,80435,12142,16,-40.688243146,-2120.886097140,2120.886097140,-1469.874206810,-1469.874206810,-651.011890330,0.000e+00,8621.240797506,6897.748203430,3216.342863540,1498.198035609,0.246007059,0.307475140,0.457001716,0.981094736,744650.319472,165616.782055,0.067864012,0.000383885,0.047032965
9,31252,976750008,80435,12143,15,-40.688243146,-1977.672005219,1977.672005219,-1367.348358034,-1367.348358034,-610.323647184,0.000e+00,8616.758355493,6894.253513504,3186.771694615,1448.305916542,0.229514618,0.286858033,0.429070071,0.944101893,744709.997143,165436.115238,0.063279429,0.000357945,0.043750947
9,31253,976812515,80435,12143,15,-40.688243146,-2014.052194867,2014.052194867,-1403.728547683,-1403.728547683,-610.323647184,0.000e+00,8611.860268881,6893.947545216,3141.803428232,1398.777765544,0.233869586,0.292147885,0.446790698,1.003539363,744704.443702,164800.201602,0.064441422,0.000364512,0.044913565
9,31254,976875024,80435,12144,15,-40.688243146,-2014.172323735,2014.172323735,-1403.848676551,-1403.848676551,-610.323647184,0.000e+00,8608.181907811,6891.402809308,3202.450805039,1464.383604377,0.233983476,0.292273196,0.438366976,0.958661837,744761.163221,165609.054612,0.064443203,0.000364517,0.044915971
9,31255,976937535,80435,12145,14,-40.688243146,-1683.097104876,1683.097104876,-1113.461700837,-1113.461700837,-569.635404039,0.000e+00,8610.300105150,6886.779991786,3227.423986627,1419.073878073,0.195474848,0.244395364,0.345000132,0.784639699,744829.491537,165973.509607,0.053848768,0.000304585,0.035623935
9,31256,977000048,80435,12146,15,-40.688243146,-1869.114939630,1869.114939630,-1258.791292446,-1258.791292446,-610.323647184,0.000e+00,8605.584712355,6880.951462034,3220.806827325,1423.273526946,0.217197901,0.271636117,0.390831043,0.884433855,744919.067302,165327.229773,0.059798283,0.000338232,0.040272300
9,31257,977062563,80435,12147,16,-40.688243146,-1895.981114895,1895.981114895,-1244.969224565,-1244.969224565,-651.011890330,0.000e+00,8609.610279921,6887.639623148,3188.460630073,1406.683866698,0.220216834,0.275272984,0.390460905,0.885038390,744935.424540,165304.267860,0.060655868,0.000343077,0.039828819
9,31258,977125080,80435,12147,16,-40.688243146,-1722.146105552,1722.146105552,-1071.134215222,-1071.134215222,-651.011890330,0.000e+00,8609.922436364,6885.152285447,3243.161906878,1430.210688099,0.200018771,0.250124621,0.330274666,0.748934562,745000.164608,166896.040563,0.055092809,0.000311607,0.034266426
9,31259,977187599,80435,12148,16,-40.688243146,-1720.638534401,1720.638534401,-1069.626644071,-1069.626644071,-651.011890330,0.000e+00,8608.360491369,6883.220078581,3287.514307520,1415.191712233,0.199879935,0.249975813,0.325360301,0.755817487,744986.286551,166992.358905,0.055042819,0.000311319,0.034217103
