k,n,x,K,Kext,Kprime,Kprime_over_K,S,sqrt_sumR2_all,sqrt_sumR2_sf,c_all,c_sf
8,8180,66928760,4480,739962,27209,6.073437,-226.180059896,3439.680347206,2717.516421911,0.065756128,0.083230430
8,8180,66928760,4480,739962,28858,6.441518,23.133720218,3465.853263157,2737.671030746,0.006674755,0.008450146
8,8180,66928760,4480,739962,30608,6.832143,-672.666945134,3502.033641692,2765.687887745,0.192078950,0.243218676
8,8180,66928760,4480,739962,32464,7.246429,-741.303391345,3530.460580154,2787.368954763,0.209973564,0.265950939
8,8180,66928760,4480,739962,34432,7.685714,-109.429919848,3565.944269675,2814.804049490,0.030687501,0.038876568
8,8180,66928760,4480,739962,36519,8.151563,-360.967125982,3597.980160734,2839.517900386,0.100324935,0.127122680
8,8180,66928760,4480,739962,38734,8.645982,-93.228988380,3622.784635115,2858.531505689,0.025734069,0.032614295
8,8180,66928760,4480,739962,41082,9.170089,-252.782129405,3644.309996153,2875.132253686,0.069363509,0.087920174
8,8180,66928760,4480,739962,43573,9.726116,0.246574610,3671.038828994,2895.887344556,0.000067168,0.000085146
8,8180,66928760,4480,739962,46214,10.315625,-686.366611860,3702.742436722,2920.378844095,0.185367096,0.235026566
8,8180,66928760,4480,739962,49016,10.941071,-1146.846061678,3748.626103300,2955.728825843,0.305937704,0.388007875
8,8180,66928760,4480,739962,51988,11.604464,-527.729452371,3773.541806147,2974.982359860,0.139849902,0.177389103
8,8180,66928760,4480,739962,55140,12.308036,-572.725634860,3806.426217032,3000.334024226,0.150462823,0.190887291
8,8180,66928760,4480,739962,58483,13.054241,110.561247482,3838.939730882,3025.288070427,0.028799944,0.036545692
8,8180,66928760,4480,739962,62029,13.845759,117.552572107,3862.965551331,3043.870404539,0.030430655,0.038619441
8,8180,66928760,4480,739962,65790,14.685268,-385.430532340,3891.973282675,3066.210916397,0.099032163,0.125702550
8,8180,66928760,4480,739962,69779,15.575670,-1135.063195808,3931.708764564,3096.892696200,0.288694627,0.366516798
8,8180,66928760,4480,739962,74010,16.520089,-936.028276190,3969.340525245,3125.898585328,0.235814557,0.299442944
8,8180,66928760,4480,739962,78497,17.521652,-699.862770601,4000.595629918,3150.031203640,0.174939643,0.222176456
8,8180,66928760,4480,739962,83256,18.583929,-318.063717998,4038.840129524,3179.539622546,0.078751252,0.100034519
8,8180,66928760,4480,739962,88304,19.710714,-946.175329423,4072.390191045,3205.474984825,0.232339065,0.295174766
8,8180,66928760,4480,739962,93657,20.905580,-215.224883600,4107.650705180,3232.733823502,0.052396102,0.066576741
8,8180,66928760,4480,739962,99336,22.173214,-172.682140277,4135.331494285,3254.119247907,0.041757750,0.053065708
8,8180,66928760,4480,739962,105359,23.517634,-313.591936157,4165.168572182,3277.187892950,0.075289134,0.095689337
8,8180,66928760,4480,739962,111746,24.943304,-678.398754281,4200.616297284,3304.590083669,0.161499815,0.205289835
8,8180,66928760,4480,739962,118522,26.455804,-1344.170702621,4249.725793590,3342.437171255,0.316295867,0.402152870
8,8180,66928760,4480,739962,125707,28.059598,-517.068955778,4301.498547661,3382.545482776,0.120206702,0.152863859
8,8180,66928760,4480,739962,133329,29.760938,-248.707343925,4333.445149966,3407.234086576,0.057392521,0.072993912
8,8180,66928760,4480,739962,141413,31.565402,72.881583417,4365.440889994,3431.976778652,0.016695125,0.021236036
8,8180,66928760,4480,739962,149986,33.479018,-140.630505303,4396.431642158,3455.939732863,0.031987420,0.040692407
8,8180,66928760,4480,739962,159080,35.508929,-45.680553430,4437.888437902,3488.001187240,0.010293308,0.013096484
8,8180,66928760,4480,739962,168725,37.661830,-1075.731334736,4481.844584007,3521.948307070,0.240019776,0.305436435
8,8180,66928760,4480,739962,178955,39.945312,-998.740120296,4524.386779595,3554.901513111,0.220745964,0.280947339
8,8180,66928760,4480,739962,189805,42.367188,-699.836036980,4568.176443790,3588.790466900,0.153198119,0.195006101
8,8180,66928760,4480,739962,201312,44.935714,-549.533935006,4618.661942113,3627.823823514,0.118981199,0.151477569
8,8180,66928760,4480,739962,213518,47.660268,-417.960685955,4656.028661644,3656.770323427,0.089767636,0.114297768
8,8180,66928760,4480,739962,226463,50.549777,-139.873097416,4697.580162597,3688.942519205,0.029775564,0.037916855
8,8180,66928760,4480,739962,240194,53.614732,-177.739993588,4723.208126804,3708.785809975,0.037631201,0.047924038
8,8180,66928760,4480,739962,254756,56.865179,-129.156394422,4759.554626545,3736.906640297,0.027136235,0.034562382
8,8180,66928760,4480,739962,270202,60.312946,-39.169327144,4801.200362232,3769.148722233,0.008158236,0.010392089
8,8180,66928760,4480,739962,286584,63.969643,-750.003269875,4835.893776438,3796.052175043,0.155090931,0.197574542
8,8180,66928760,4480,739962,303960,67.848214,-1062.308578977,4888.923350759,3837.114234267,0.217288859,0.276850913
8,8180,66928760,4480,739962,322389,71.961830,-315.155682419,4934.615251262,3872.524554461,0.063866313,0.081382488
8,8180,66928760,4480,739962,341935,76.324777,417.224939596,4962.692000239,3894.291776970,0.084072302,0.107137565
8,8180,66928760,4480,739962,362666,80.952232,255.913797475,5005.462782827,3927.413168824,0.051126900,0.065160905
8,8180,66928760,4480,739962,384655,85.860491,-369.087458096,5045.248007815,3958.222391468,0.073155464,0.093245761
8,8180,66928760,4480,739962,407976,91.066071,-718.752546782,5088.076676621,3991.375968263,0.141262130,0.180076383
8,8180,66928760,4480,739962,432712,96.587500,-384.722531508,5134.027099423,4026.993126116,0.074935820,0.095535930
8,8180,66928760,4480,739962,458947,102.443527,-918.833834008,5182.861212803,4064.850583917,0.177283125,0.226043692
8,8180,66928760,4480,739962,486772,108.654464,-582.281303103,5222.905262825,4095.910615385,0.111486093,0.142161624
8,8180,66928760,4480,739962,516285,115.242188,-387.806182801,5271.465278342,4133.555260196,0.073567056,0.093819039
8,8180,66928760,4480,739962,547587,122.229241,-529.154695093,5321.556246429,4172.400381046,0.099436080,0.126822607
8,9869,97416899,6521,980564,7,0.001073,328.621537839,1149.483707813,1099.934827705,0.285886208,0.298764554
8,9869,97416899,6521,980564,7,0.001073,328.621537839,1149.483707813,1099.934827705,0.285886208,0.298764554
8,9869,97416899,6521,980564,7,0.001073,328.621537839,1149.483707813,1099.934827705,0.285886208,0.298764554
8,9869,97416899,6521,980564,8,0.001227,328.621537839,1175.401775407,1099.934827705,0.279582305,0.298764554
8,9869,97416899,6521,980564,8,0.001227,328.621537839,1175.401775407,1099.934827705,0.279582305,0.298764554
8,9869,97416899,6521,980564,9,0.001380,328.621537839,1209.537126332,1099.934827705,0.271691981,0.298764554
8,9869,97416899,6521,980564,9,0.001380,328.621537839,1209.537126332,1099.934827705,0.271691981,0.298764554
8,9869,97416899,6521,980564,10,0.001534,101.379322352,1230.698616427,1123.163233772,0.082375426,0.090262323
8,9869,97416899,6521,980564,10,0.001534,101.379322352,1230.698616427,1123.163233772,0.082375426,0.090262323
8,9869,97416899,6521,980564,11,0.001687,291.288421062,1245.264851446,1139.105401388,0.233916842,0.255716829
8,9869,97416899,6521,980564,12,0.001840,291.288421062,1274.117029990,1139.105401388,0.228619832,0.255716829
8,9869,97416899,6521,980564,12,0.001840,291.288421062,1274.117029990,1139.105401388,0.228619832,0.255716829
8,9869,97416899,6521,980564,13,0.001994,499.205545232,1290.970075809,1157.925146974,0.386690253,0.431120739
8,9869,97416899,6521,980564,14,0.002147,324.531031698,1302.733634444,1171.025973953,0.249115416,0.277133931
8,9869,97416899,6521,980564,15,0.002300,47.906243325,1331.779334520,1203.255212004,0.035971607,0.039813867
8,9869,97416899,6521,980564,16,0.002454,47.906243325,1353.021621653,1203.255212004,0.035406857,0.039813867
8,9869,97416899,6521,980564,17,0.002607,254.387950488,1368.686305935,1220.843069607,0.185862859,0.208370721
8,9869,97416899,6521,980564,18,0.002760,254.387950488,1376.663146282,1220.843069607,0.184785909,0.208370721
8,9869,97416899,6521,980564,19,0.002914,396.425394259,1383.971117388,1229.077880380,0.286440511,0.322538873
8,9869,97416899,6521,980564,20,0.003067,396.425394259,1398.034703759,1229.077880380,0.283559051,0.322538873
8,9869,97416899,6521,980564,21,0.003220,204.902428721,1411.092512645,1243.910560438,0.145208359,0.164724406
8,9869,97416899,6521,980564,22,0.003374,-9.171048769,1427.238428928,1262.196869008,0.006425730,0.007265942
8,9869,97416899,6521,980564,24,0.003680,160.380393572,1445.811311031,1273.533913068,0.110927610,0.125933351
8,9869,97416899,6521,980564,25,0.003834,160.380393572,1453.830277086,1273.533913068,0.110315761,0.125933351
8,9869,97416899,6521,980564,27,0.004140,6.425205382,1475.796637080,1282.805841780,0.004353720,0.005008712
8,9869,97416899,6521,980564,28,0.004294,6.425205382,1482.605770543,1282.805841780,0.004333725,0.005008712
8,9869,97416899,6521,980564,30,0.004601,273.059300904,1495.011656188,1297.124053048,0.182646938,0.210511323
8,9869,97416899,6521,980564,32,0.004907,451.993846830,1515.351935369,1309.407644976,0.298276484,0.345189558
8,9869,97416899,6521,980564,34,0.005214,171.438680758,1528.408636971,1324.496075593,0.112168092,0.129436911
8,9869,97416899,6521,980564,36,0.005521,1.330236963,1544.113101565,1335.375129659,0.000861489,0.000996152
8,9869,97416899,6521,980564,38,0.005827,-20.706309340,1560.796777307,1354.632070541,0.013266499,0.015285560
8,9869,97416899,6521,980564,40,0.006134,-195.992206487,1579.094266490,1365.925763824,0.124116850,0.143486719
8,9869,97416899,6521,980564,43,0.006594,225.994773219,1598.111448264,1387.866957201,0.141413650,0.162836050
8,9869,97416899,6521,980564,45,0.006901,225.994773219,1605.550990998,1387.866957201,0.140758390,0.162836050
8,9869,97416899,6521,980564,48,0.007361,221.252296288,1615.682039698,1396.049835909,0.136940494,0.158484526
8,9869,97416899,6521,980564,51,0.007821,101.111702335,1628.374357872,1401.209801085,0.062093647,0.072160288
8,9869,97416899,6521,980564,54,0.008281,247.725713794,1646.737682954,1408.859316970,0.150434229,0.175834245
8,9869,97416899,6521,980564,58,0.008894,-154.622710975,1670.141599451,1428.272576225,0.092580600,0.108258545
8,9869,97416899,6521,980564,61,0.009354,129.286787556,1687.900143061,1442.317456402,0.076596230,0.089638233
8,9869,97416899,6521,980564,65,0.009968,-79.144052457,1700.345136704,1449.885309873,0.046545875,0.054586423
8,9869,97416899,6521,980564,69,0.010581,45.296097687,1716.651061497,1463.897672393,0.026386316,0.030942120
8,9869,97416899,6521,980564,73,0.011195,394.551500297,1732.878063518,1477.780468108,0.227685668,0.266989251
8,9869,97416899,6521,980564,77,0.011808,176.057170802,1746.247765252,1485.859677610,0.100820270,0.118488424
8,9869,97416899,6521,980564,82,0.012575,317.299262919,1757.294778661,1494.721050658,0.180561205,0.212279919
8,9869,97416899,6521,980564,87,0.013342,82.211224422,1774.591388505,1510.825559829,0.046326847,0.054414769
8,9869,97416899,6521,980564,92,0.014108,75.506394777,1794.727705791,1520.734393401,0.042071226,0.049651271
8,9869,97416899,6521,980564,98,0.015028,-107.790449815,1814.356353237,1534.739305478,0.059409746,0.070233719
8,9869,97416899,6521,980564,104,0.015948,170.374816405,1829.694371379,1543.141119624,0.093116544,0.110407800
8,9869,97416899,6521,980564,110,0.016869,387.007777635,1839.636427931,1552.510970855,0.210371882,0.249278611
8,9869,97416899,6521,980564,117,0.017942,405.466801621,1852.978146373,1562.530344070,0.218818987,0.259493714
8,9869,97416899,6521,980564,124,0.019015,72.057197251,1866.399499085,1571.521599822,0.038607596,0.045851866
8,9869,97416899,6521,980564,131,0.020089,261.751868190,1884.523994020,1583.856915350,0.138895482,0.165262320
8,9869,97416899,6521,980564,139,0.021316,362.565677636,1900.359554804,1595.895519871,0.190787936,0.227186350
8,9869,97416899,6521,980564,148,0.022696,-119.060905015,1922.224858264,1610.386368642,0.061939114,0.073933130
8,9869,97416899,6521,980564,157,0.024076,137.553707790,1938.955988145,1621.182850395,0.070942151,0.084847744
8,9869,97416899,6521,980564,166,0.025456,5.678379876,1949.797021094,1629.435721388,0.002912293,0.003484875
8,9869,97416899,6521,980564,176,0.026990,328.963139654,1968.143444450,1637.439493017,0.167143884,0.200900944
8,9869,97416899,6521,980564,187,0.028677,235.607596838,1981.706570904,1650.858478550,0.118891263,0.142718228
8,9869,97416899,6521,980564,198,0.030363,555.693257523,1997.055656457,1661.103792434,0.278256270,0.334532532
8,9869,97416899,6521,980564,210,0.032204,69.234969375,2017.271970025,1676.867169312,0.034321088,0.041288285
8,9869,97416899,6521,980564,223,0.034197,-209.937027567,2033.904302958,1692.570187546,0.103218734,0.124034459
8,9869,97416899,6521,980564,236,0.036191,28.797935598,2054.448694097,1706.579032659,0.014017354,0.016874657
8,9869,97416899,6521,980564,251,0.038491,218.427569898,2075.239110076,1720.954078048,0.105254170,0.126922370
8,9869,97416899,6521,980564,266,0.040791,205.527569674,2092.995653992,1735.206497689,0.098197800,0.118445597
8,9869,97416899,6521,980564,282,0.043245,367.618218215,2104.000478925,1742.476781476,0.174723448,0.210974529
8,9869,97416899,6521,980564,299,0.045852,373.090763790,2114.989029990,1750.580570889,0.176403167,0.213124017
8,9869,97416899,6521,980564,317,0.048612,359.689697717,2136.244421727,1766.107807239,0.168374786,0.203662368
8,9869,97416899,6521,980564,337,0.051679,-10.239523805,2163.677427043,1787.591347958,0.004732463,0.005728112
8,9869,97416899,6521,980564,357,0.054746,100.044392293,2178.857850748,1796.492569695,0.045915979,0.055688731
8,9869,97416899,6521,980564,379,0.058120,228.331341101,2197.491094921,1809.143686788,0.103905468,0.126209622
8,9869,97416899,6521,980564,402,0.061647,150.948165618,2213.941854445,1823.150239737,0.068180727,0.082795242
8,9869,97416899,6521,980564,426,0.065327,146.405615449,2230.991669994,1835.559273695,0.065623560,0.079760767
8,9869,97416899,6521,980564,452,0.069315,384.275948735,2248.478307428,1849.776546050,0.170904895,0.207741821
8,9869,97416899,6521,980564,479,0.073455,359.394628533,2265.079814868,1863.047260761,0.158667534,0.192906877
8,9869,97416899,6521,980564,508,0.077902,316.000369106,2281.987562005,1874.906696680,0.138475938,0.168541917
8,9869,97416899,6521,980564,539,0.082656,-16.844960461,2301.530621778,1888.737751957,0.007319025,0.008918634
8,9869,97416899,6521,980564,572,0.087717,-261.155179402,2327.395917511,1908.081523699,0.112209177,0.136867936
8,9869,97416899,6521,980564,606,0.092931,-86.005888929,2348.246495559,1922.846194482,0.036625580,0.044728429
8,9869,97416899,6521,980564,643,0.098605,121.793153672,2360.914980937,1932.716229102,0.051587268,0.063016573
8,9869,97416899,6521,980564,682,0.104585,431.271812677,2379.121448088,1946.910864806,0.181273559,0.221515951
8,9869,97416899,6521,980564,723,0.110873,-0.115726533,2394.063902685,1958.475303435,0.000048339,0.000059090
8,9869,97416899,6521,980564,767,0.117620,47.588453948,2413.395150691,1971.732021865,0.019718468,0.024135356
8,9869,97416899,6521,980564,814,0.124827,-42.320338204,2434.358531401,1988.160940155,0.017384595,0.021286173
8,9869,97416899,6521,980564,863,0.132342,77.194770507,2459.374647349,2005.138284506,0.031387967,0.038498477
8,9869,97416899,6521,980564,916,0.140469,-68.951485457,2480.455147043,2021.059916846,0.027797917,0.034116497
8,9869,97416899,6521,980564,971,0.148904,-102.703224129,2497.855295240,2033.884883256,0.041116563,0.050496085
8,9869,97416899,6521,980564,1030,0.157951,68.272391482,2512.714879489,2044.640017971,0.027170767,0.033390910
8,9869,97416899,6521,980564,1092,0.167459,339.685216617,2532.896320881,2058.846724901,0.134109404,0.164988104
8,9869,97416899,6521,980564,1159,0.177733,117.541183370,2555.637114746,2077.536888478,0.045992908,0.056577182
8,9869,97416899,6521,980564,1229,0.188468,52.560406200,2574.127287668,2091.179847219,0.020418728,0.025134331
8,9869,97416899,6521,980564,1303,0.199816,7.682723382,2595.436806785,2107.951583374,0.002960089,0.003644639
8,9869,97416899,6521,980564,1382,0.211931,-206.734494534,2618.803039862,2125.148619669,0.078942361,0.097280017
8,9869,97416899,6521,980564,1466,0.224812,-180.923070423,2644.265285834,2144.708814938,0.068420923,0.084357871
8,9869,97416899,6521,980564,1555,0.238460,13.909207597,2665.884587667,2161.181224072,0.005217483,0.006435928
8,9869,97416899,6521,980564,1649,0.252875,243.074988976,2679.193499102,2171.038915736,0.090726925,0.111962520
8,9869,97416899,6521,980564,1749,0.268210,256.636952326,2695.399617811,2182.545973852,0.095212951,0.117586046
8,9869,97416899,6521,980564,1855,0.284466,-158.409522683,2719.592879636,2200.248629009,0.058247513,0.071996192
8,9869,97416899,6521,980564,1968,0.301794,-367.437329799,2742.722051537,2217.451003510,0.133968125,0.165702570
8,9869,97416899,6521,980564,2087,0.320043,-245.533636431,2771.315143757,2238.997250247,0.088598237,0.109662322
8,9869,97416899,6521,980564,2214,0.339518,-363.647700511,2792.552715837,2254.991192717,0.130220532,0.161263468
8,9869,97416899,6521,980564,2348,0.360067,-142.237412066,2809.638756501,2268.410252342,0.050624804,0.062703566
8,9869,97416899,6521,980564,2490,0.381843,-44.967347965,2834.726444493,2287.722689003,0.015863029,0.019655944
8,9869,97416899,6521,980564,2641,0.404999,-361.459204536,2855.534587200,2302.864895961,0.126581974,0.156960665
8,9869,97416899,6521,980564,2801,0.429535,514.768872193,2876.589347797,2318.363581800,0.178951115,0.222039751
8,9869,97416899,6521,980564,2971,0.455605,359.785694878,2896.378695752,2333.431259436,0.124219148,0.154187398
8,9869,97416899,6521,980564,3151,0.483208,-435.736465182,2927.808907523,2357.615407628,0.148826812,0.184820842
8,9869,97416899,6521,980564,3342,0.512498,-736.229553613,2954.515726480,2377.639806064,0.249187895,0.309647219
8,9869,97416899,6521,980564,3545,0.543628,-367.759126718,2979.716386883,2397.047070989,0.123420849,0.153421738
8,9869,97416899,6521,980564,3760,0.576599,-119.671041498,3002.241232579,2413.159334615,0.039860568,0.049591024
8,9869,97416899,6521,980564,3988,0.611563,14.614059027,3025.471900695,2431.061845024,0.004830340,0.006011389
8,9869,97416899,6521,980564,4230,0.648674,26.787724971,3041.619845059,2443.315709310,0.008807059,0.010963677
8,9869,97416899,6521,980564,4486,0.687931,-106.699569616,3063.157249923,2459.656567684,0.034833200,0.043379865
8,9869,97416899,6521,980564,4758,0.729643,-339.446240919,3093.434504702,2482.858202323,0.109731187,0.136715919
8,9869,97416899,6521,980564,5047,0.773961,-60.339014397,3125.526155955,2506.977430968,0.019305234,0.024068431
8,9869,97416899,6521,980564,5353,0.820886,-211.504463238,3151.391732549,2526.209454953,0.067114621,0.083724041
8,9869,97416899,6521,980564,5677,0.870572,-425.532990309,3176.191850315,2544.943551440,0.133975846,0.167207241
8,9869,97416899,6521,980564,6021,0.923325,-177.251875417,3199.294606578,2562.599659273,0.055403424,0.069168774
8,9869,97416899,6521,980564,6387,0.979451,258.967434222,3217.203692343,2576.280119451,0.080494572,0.100519906
8,9869,97416899,6521,980564,6774,1.038798,145.238633960,3248.687741528,2600.347417697,0.044706862,0.055853550
8,9869,97416899,6521,980564,7184,1.101672,-230.509399193,3276.585112079,2621.017681078,0.070350499,0.087946526
8,9869,97416899,6521,980564,7620,1.168532,-177.664746947,3300.015612926,2639.021126370,0.053837547,0.067322215
8,9869,97416899,6521,980564,8082,1.239380,-541.118081672,3331.609509345,2663.169697309,0.162419419,0.203185731
8,9869,97416899,6521,980564,8572,1.314522,-958.768103175,3369.099965574,2691.814978879,0.284576924,0.356179050
8,9869,97416899,6521,980564,9092,1.394265,-361.090796502,3395.689505903,2711.952603079,0.106337990,0.133147901
8,9869,97416899,6521,980564,9643,1.478761,-54.444437319,3415.575179611,2727.178893411,0.015940049,0.019963647
8,9869,97416899,6521,980564,10228,1.568471,-20.395454219,3435.851326881,2742.697995725,0.005936070,0.007436274
8,9869,97416899,6521,980564,10848,1.663549,-274.284796381,3462.903718692,2763.147498130,0.079206590,0.099265347
8,9869,97416899,6521,980564,11505,1.764300,-664.858812879,3497.950455385,2789.737543797,0.190070963,0.238323069
8,9869,97416899,6521,980564,12203,1.871339,-859.689946719,3532.624266876,2816.249369925,0.243357312,0.305260591
8,9869,97416899,6521,980564,12943,1.984818,-402.092696742,3560.304398391,2837.327913502,0.112937730,0.141715272
8,9869,97416899,6521,980564,13728,2.105199,-466.398540971,3593.982082484,2863.013034076,0.129772083,0.162904791
8,9869,97416899,6521,980564,14560,2.232786,-482.140021287,3619.538477371,2882.500625329,0.133204834,0.167264498
8,9869,97416899,6521,980564,15443,2.368195,-344.781292169,3645.525912945,2902.465016948,0.094576558,0.118789129
8,9869,97416899,6521,980564,16379,2.511731,35.119089465,3677.010907608,2926.486667110,0.009550989,0.012000427
8,9869,97416899,6521,980564,17372,2.664009,-151.534338280,3705.999280369,2948.713314473,0.040888928,0.051389987
8,9869,97416899,6521,980564,18425,2.825487,-35.116283405,3743.402434400,2977.359801725,0.009380846,0.011794437
8,9869,97416899,6521,980564,19542,2.996780,-741.905585366,3774.553827028,3001.028047922,0.196554512,0.247217145
8,9869,97416899,6521,980564,20727,3.178500,-908.686008039,3810.829377991,3028.769060622,0.238448358,0.300018255
8,9869,97416899,6521,980564,21984,3.371262,-298.793106373,3842.580296283,3053.199402893,0.077758455,0.097862297
8,9869,97416899,6521,980564,23317,3.575679,13.967048528,3870.018821763,3074.222884308,0.003609039,0.004543278
8,9869,97416899,6521,980564,24730,3.792363,50.933835233,3896.492065562,3094.385361636,0.013071715,0.016460081
8,9869,97416899,6521,980564,26230,4.022389,-414.284966397,3925.370306821,3116.506279416,0.105540353,0.132932499
8,9869,97416899,6521,980564,27820,4.266217,-488.114275788,3958.596404697,3142.060646227,0.123304885,0.155348458
8,9869,97416899,6521,980564,29507,4.524919,-505.865423344,4000.493169604,3174.163755407,0.126450765,0.159369668
8,9869,97416899,6521,980564,31296,4.799264,-879.313113717,4045.421765566,3208.581087579,0.217360059,0.274050457
8,9869,97416899,6521,980564,33193,5.090170,-510.306167165,4075.289893631,3231.394071628,0.125219599,0.157921366
8,9869,97416899,6521,980564,35206,5.398865,-292.460612411,4098.650170482,3249.342351095,0.071355349,0.090006094
8,9869,97416899,6521,980564,37340,5.726116,-71.234008617,4137.840933465,3279.328178890,0.017215260,0.021722135
8,9869,97416899,6521,980564,39604,6.073302,-301.685603090,4176.263608117,3308.673759086,0.072238161,0.091180221
8,9869,97416899,6521,980564,42005,6.441497,-40.322023796,4207.647262809,3332.856767999,0.009583033,0.012098337
8,9869,97416899,6521,980564,44552,6.832081,-597.186178087,4251.018153208,3366.253797111,0.140480741,0.177403789
8,9869,97416899,6521,980564,47253,7.246281,-1236.640830234,4285.098578176,3392.536082996,0.288590988,0.364518107
8,9869,97416899,6521,980564,50118,7.685631,-739.734737319,4327.663301215,3425.191555719,0.170931675,0.215968866
8,9869,97416899,6521,980564,53157,8.151664,-716.491622615,4366.099463798,3454.621936238,0.164103367,0.207400878
8,9869,97416899,6521,980564,56380,8.645913,-555.041757390,4395.839735764,3477.473745052,0.126265240,0.159610625
8,9869,97416899,6521,980564,59798,9.170066,269.992538428,4421.659648708,3497.290476354,0.061061357,0.077200490
8,9869,97416899,6521,980564,63424,9.726116,-223.337980077,4453.737314887,3521.958611093,0.050146195,0.063413005
8,9869,97416899,6521,980564,67269,10.315749,-936.440066202,4491.791321470,3551.166944263,0.208478088,0.263699252
8,9869,97416899,6521,980564,71347,10.941113,-990.533990378,4546.838792047,3593.489502240,0.217851135,0.275646830
8,9869,97416899,6521,980564,75673,11.604509,-801.634783503,4576.739214166,3616.501245754,0.175154132,0.221660309
8,9869,97416899,6521,980564,80261,12.308082,-708.047954971,4616.201166557,3646.761038822,0.153383254,0.194158034
8,9869,97416899,6521,980564,85127,13.054286,-877.288050636,4655.225692664,3676.910332836,0.188452313,0.238593811
8,9869,97416899,6521,980564,90289,13.845883,-653.231352350,4684.064620266,3699.099060942,0.139458228,0.176592014
8,9869,97416899,6521,980564,95763,14.685324,140.607393421,4718.891406733,3725.956426830,0.029796700,0.037737262
8,9869,97416899,6521,980564,101569,15.575679,-505.796887455,4766.590087941,3762.707170177,0.106112940,0.134423665
8,9869,97416899,6521,980564,107727,16.520012,-816.281490684,4811.766612119,3797.518549423,0.169642785,0.214951285
8,9869,97416899,6521,980564,114258,17.521546,-1476.076507753,4849.298597139,3826.411346538,0.304389692,0.385760017
8,9869,97416899,6521,980564,121186,18.583960,-1329.119142145,4895.231690558,3861.744725968,0.271513020,0.344175816
8,9869,97416899,6521,980564,128533,19.710627,-1209.852514941,4935.509113632,3892.878695632,0.245132262,0.310786081
8,9869,97416899,6521,980564,136326,20.905689,-694.890093862,4977.867950892,3925.480426742,0.139595928,0.177020395
8,9869,97416899,6521,980564,144591,22.173133,-440.837159924,5011.103451182,3951.128706774,0.087972073,0.111572463
8,9869,97416899,6521,980564,153358,23.517559,-124.168351658,5046.952164905,3978.723085187,0.024602641,0.031208091
8,9869,97416899,6521,980564,162656,24.943414,-697.175317993,5089.554368165,4011.554318140,0.136981603,0.173791818
8,9869,97416899,6521,980564,172518,26.455758,-1441.423300087,5148.545526635,4057.102814817,0.279967088,0.355283897
8,9869,97416899,6521,980564,182977,28.059653,-1246.822143626,5210.746255401,4105.096356712,0.239278998,0.303725427
8,9869,97416899,6521,980564,194071,29.760926,-983.493332884,5249.125807757,4134.695129394,0.187363262,0.237863567
8,9869,97416899,6521,980564,205837,31.565251,-1074.140323349,5287.568353309,4164.387168760,0.203144480,0.257934788
8,9869,97416899,6521,980564,218317,33.479068,-1018.747772257,5324.818602951,4193.128824153,0.191320653,0.242956469
8,9869,97416899,6521,980564,231554,35.508971,-301.651544910,5374.648460320,4231.597931597,0.056124888,0.071285493
8,9869,97416899,6521,980564,245593,37.661862,-999.887739888,5427.481055885,4272.365139676,0.184226850,0.234036115
8,9869,97416899,6521,980564,260483,39.945254,-1070.110219177,5478.607567430,4311.892477676,0.195325218,0.248176462
8,9869,97416899,6521,980564,276276,42.367122,-1059.893238876,5531.250139966,4352.530884802,0.191619112,0.243511940
8,9869,97416899,6521,980564,293026,44.935746,-1723.631633726,5591.939992860,4399.476987070,0.308235002,0.391781032
8,9869,97416899,6521,980564,310792,47.660175,-2154.991115573,5636.851230284,4434.179070115,0.382304061,0.485995509
8,9869,97416899,6521,980564,329636,50.549916,-892.976254444,5686.811015240,4472.786152697,0.157025836,0.199646534
8,9869,97416899,6521,980564,349621,53.614630,-378.061655457,5717.622871671,4496.631738704,0.066122174,0.084076633
8,9869,97416899,6521,980564,370819,56.865358,-1152.518297159,5761.343691042,4530.400594010,0.200043316,0.254396554
8,9869,97416899,6521,980564,393301,60.312989,-1407.226771289,5811.412322911,4569.092218591,0.242148843,0.307988262
8,9869,97416899,6521,980564,417147,63.969790,-2126.932791418,5853.128247077,4601.348892148,0.363383938,0.462241147
8,9869,97416899,6521,980564,442438,67.848183,-1130.756595804,5916.920185951,4650.669347104,0.191105602,0.243138463
8,9869,97416899,6521,980564,469263,71.961816,-1823.137802117,5971.856707669,4693.189323863,0.305288270,0.388464576
8,9869,97416899,6521,980564,497714,76.324797,-1247.884145759,6005.623924917,4719.312573146,0.207785929,0.264420745
8,9869,97416899,6521,980564,527890,80.952308,-587.481088100,6057.069037365,4759.114425877,0.096990984,0.123443363
8,9869,97416899,6521,980564,559896,85.860451,-1311.181441943,6104.923640416,4796.148379719,0.214774421,0.273382168
8,9869,97416899,6521,980564,593842,91.066094,-585.759628786,6156.448617029,4836.002076153,0.095145703,0.121124768
8,9869,97416899,6521,980564,629846,96.587333,-1127.392292740,6211.725743060,4878.815932159,0.181494216,0.231079079
8,9869,97416899,6521,980564,668034,102.443490,-2192.799751076,6270.480993334,4924.291910208,0.349702001,0.445302551
8,9869,97416899,6521,980564,708536,108.654501,-2054.968657738,6318.650152395,4961.577485850,0.325222731,0.414176472
8,9869,97416899,6521,980564,751494,115.242141,-1847.479018134,6377.081794440,5006.810181215,0.289706025,0.368993221
