j,T,S_T_x999999,resid_x999999,S_T_ces_x999999,resid_ces_x999999,resid_ces_plus_offpred_x999999,S_T_x9998243,resid_x9998243,S_T_ces_x9998243,resid_ces_x9998243,resid_ces_plus_offpred_x9998243,S_T_x99999999,resid_x99999999,S_T_ces_x99999999,resid_ces_x99999999,resid_ces_plus_offpred_x99999999,S_T_x999950883,resid_x999950883,S_T_ces_x999950883,resid_ces_x999950883,resid_ces_plus_offpred_x999950883
3500,4023.9051514,-1.257237293e+02,-1.198118246e+02,-1.248354605e+02,-1.189235558e+02,-3.204749,-5.939334145e+02,-3.870254827e+02,-5.849732348e+02,-3.780653030e+02,5.228101,-1.164644212e+03,-8.014841880e+02,-1.190017959e+03,-8.268579347e+02,-6.004066,6.573987966e+02,-7.005159567e+02,4.433371784e+02,-9.145775748e+02,-128.623909
3525,4048.3807098,-1.259430122e+02,-1.200311074e+02,-1.248410701e+02,-1.189291653e+02,-3.210358,-5.922767931e+02,-3.853688613e+02,-5.850242780e+02,-3.781163462e+02,5.177058,-1.161503203e+03,-7.983431786e+02,-1.189855968e+03,-8.266959441e+02,-5.842076,6.513357197e+02,-7.065790336e+02,4.446365830e+02,-9.132781703e+02,-127.324504
3550,4073.1264501,-1.257884815e+02,-1.198765768e+02,-1.248470304e+02,-1.189351256e+02,-3.216318,-5.947290671e+02,-3.878211353e+02,-5.850811724e+02,-3.781732406e+02,5.120163,-1.164280713e+03,-8.011206890e+02,-1.189689980e+03,-8.265299564e+02,-5.676088,6.379881223e+02,-7.199266309e+02,4.458567522e+02,-9.120580010e+02,-126.104335
3575,4097.0636844,-1.262178538e+02,-1.203059490e+02,-1.248528980e+02,-1.189409932e+02,-3.222186,-5.942493913e+02,-3.873414595e+02,-5.851381060e+02,-3.782301742e+02,5.063230,-1.165558220e+03,-8.023981966e+02,-1.189547574e+03,-8.263875498e+02,-5.533681,6.155028513e+02,-7.424119019e+02,4.469362295e+02,-9.109785238e+02,-125.024858
3600,4121.3486568,-1.263427501e+02,-1.204308453e+02,-1.248613380e+02,-1.189494333e+02,-3.230626,-5.931622728e+02,-3.862543410e+02,-5.851858630e+02,-3.782779312e+02,5.015473,-1.162304242e+03,-7.991442183e+02,-1.189412222e+03,-8.262521976e+02,-5.398329,6.135057108e+02,-7.444090425e+02,4.479147070e+02,-9.100000463e+02,-124.046380
3625,4145.5647925,-1.265586491e+02,-1.206467444e+02,-1.248711191e+02,-1.189592144e+02,-3.240407,-5.958602799e+02,-3.889523481e+02,-5.852411467e+02,-3.783332149e+02,4.960189,-1.163040974e+03,-7.998809504e+02,-1.189262355e+03,-8.261023311e+02,-5.248463,6.230955462e+02,-7.348192071e+02,4.488633147e+02,-9.090514386e+02,-123.097773
3650,4170.4828061,-1.264063865e+02,-1.204944818e+02,-1.248787726e+02,-1.189668679e+02,-3.248061,-5.972362943e+02,-3.903283625e+02,-5.853094254e+02,-3.784014936e+02,4.891910,-1.159778671e+03,-7.966186476e+02,-1.189090923e+03,-8.259308994e+02,-5.077031,6.009882087e+02,-7.569265445e+02,4.498111184e+02,-9.081036349e+02,-122.149969
3675,4194.0922458,-1.269528878e+02,-1.210409831e+02,-1.248889710e+02,-1.189770662e+02,-3.258259,-5.978065498e+02,-3.908986179e+02,-5.853779239e+02,-3.784699921e+02,4.823412,-1.156477559e+03,-7.933175353e+02,-1.188913313e+03,-8.257532892e+02,-4.899421,6.057090058e+02,-7.522057475e+02,4.506795742e+02,-9.072351790e+02,-121.281513
3700,4218.2307886,-1.275433613e+02,-1.216314565e+02,-1.249021814e+02,-1.189902767e+02,-3.271470,-5.975052474e+02,-3.905973156e+02,-5.854496786e+02,-3.785417468e+02,4.751657,-1.156109417e+03,-7.929493927e+02,-1.188739290e+03,-8.255792660e+02,-4.725398,5.879138650e+02,-7.700008883e+02,4.515214823e+02,-9.063932710e+02,-120.439605
3725,4241.7837530,-1.272811849e+02,-1.213692802e+02,-1.249157346e+02,-1.190038299e+02,-3.285023,-5.977043487e+02,-3.907964169e+02,-5.855130432e+02,-3.786051114e+02,4.688293,-1.156070978e+03,-7.929109543e+02,-1.188569859e+03,-8.254098348e+02,-4.555966,5.841764051e+02,-7.737383482e+02,4.522395201e+02,-9.056752332e+02,-119.721567
3750,4266.1755262,-1.278770376e+02,-1.219651329e+02,-1.249306678e+02,-1.190187630e+02,-3.299956,-5.981430958e+02,-3.912351640e+02,-5.855843575e+02,-3.786764257e+02,4.616978,-1.164187855e+03,-8.010278306e+02,-1.188423697e+03,-8.252636732e+02,-4.409805,5.525478084e+02,-8.053669449e+02,4.528970051e+02,-9.050177482e+02,-119.064082
3775,4290.6838263,-1.284354902e+02,-1.225235855e+02,-1.249486164e+02,-1.190367117e+02,-3.317905,-5.959680601e+02,-3.890601283e+02,-5.856499240e+02,-3.787419922e+02,4.551412,-1.165324847e+03,-8.021648231e+02,-1.188293297e+03,-8.251332729e+02,-4.279404,5.492341414e+02,-8.086806119e+02,4.534427255e+02,-9.044720277e+02,-118.518362
3800,4314.7992831,-1.283485744e+02,-1.224366696e+02,-1.249665246e+02,-1.190546199e+02,-3.335813,-5.965562796e+02,-3.896483478e+02,-5.857092872e+02,-3.788013554e+02,4.492049,-1.165404607e+03,-8.022445831e+02,-1.188196528e+03,-8.250365043e+02,-4.182636,5.349708622e+02,-8.229438911e+02,4.538898253e+02,-9.040249280e+02,-118.071262
3825,4338.7191221,-1.281691050e+02,-1.222572003e+02,-1.249848828e+02,-1.190729781e+02,-3.354171,-5.959731229e+02,-3.890651911e+02,-5.857725935e+02,-3.788646617e+02,4.428742,-1.166784478e+03,-8.036244538e+02,-1.188073909e+03,-8.249138851e+02,-4.060017,5.555782164e+02,-8.023365368e+02,4.543894286e+02,-9.035253247e+02,-117.571659
3850,4362.7615831,-1.281718589e+02,-1.222599542e+02,-1.250017997e+02,-1.190898949e+02,-3.371088,-5.950213530e+02,-3.881134212e+02,-5.858272807e+02,-3.789193489e+02,4.374055,-1.163825767e+03,-8.006657428e+02,-1.187948093e+03,-8.247880687e+02,-3.934200,5.664715943e+02,-7.914431589e+02,4.550269110e+02,-9.028878423e+02,-116.934176
3875,4386.0836787,-1.287514434e+02,-1.228395386e+02,-1.250199627e+02,-1.191080580e+02,-3.389251,-5.968579504e+02,-3.899500186e+02,-5.858822605e+02,-3.789743287e+02,4.319075,-1.160252431e+03,-7.970924066e+02,-1.187801395e+03,-8.246413709e+02,-3.787502,5.871278259e+02,-7.707869273e+02,4.556856130e+02,-9.022291403e+02,-116.275474
3900,4410.4911419,-1.286824328e+02,-1.227705280e+02,-1.250410202e+02,-1.191291155e+02,-3.410308,-5.972976036e+02,-3.903896718e+02,-5.859441369e+02,-3.790362051e+02,4.257199,-1.162882721e+03,-7.997226972e+02,-1.187657066e+03,-8.244970426e+02,-3.643174,5.706014526e+02,-7.873133006e+02,4.563549611e+02,-9.015597922e+02,-115.606126
3925,4434.7791048,-1.286534010e+02,-1.227414963e+02,-1.250602729e+02,-1.191483681e+02,-3.429561,-5.979965370e+02,-3.910886052e+02,-5.860095614e+02,-3.791016296e+02,4.191774,-1.168548000e+03,-8.053879760e+02,-1.187546572e+03,-8.243865476e+02,-3.532679,5.691794243e+02,-7.887353290e+02,4.569707201e+02,-9.009440331e+02,-114.990367
3950,4458.1887493,-1.281987430e+02,-1.222868382e+02,-1.250778337e+02,-1.191659289e+02,-3.447122,-5.993197035e+02,-3.924117717e+02,-5.860768596e+02,-3.791689278e+02,4.124476,-1.171303222e+03,-8.081431982e+02,-1.187446039e+03,-8.242860147e+02,-3.432146,5.512409469e+02,-8.066738064e+02,4.574876807e+02,-9.004270725e+02,-114.473407
3975,4482.3668856,-1.278780729e+02,-1.219661681e+02,-1.250927127e+02,-1.191808080e+02,-3.462001,-5.988965696e+02,-3.919886378e+02,-5.861492800e+02,-3.792413482e+02,4.052056,-1.178359732e+03,-8.151997083e+02,-1.187377454e+03,-8.242174300e+02,-3.363562,5.411636387e+02,-8.167511145e+02,4.579369388e+02,-8.999778145e+02,-114.024149
4000,4506.3114967,-1.274864894e+02,-1.215745847e+02,-1.251074087e+02,-1.191955040e+02,-3.476697,-5.980614081e+02,-3.911534763e+02,-5.862164785e+02,-3.793085467e+02,3.984857,-1.177203113e+03,-8.140430892e+02,-1.187326575e+03,-8.241665506e+02,-3.312682,5.538858277e+02,-8.040289255e+02,4.583879208e+02,-8.995268324e+02,-113.573166
4025,4530.0252331,-1.268168644e+02,-1.209049596e+02,-1.251185983e+02,-1.192066936e+02,-3.487886,-5.961226042e+02,-3.892146724e+02,-5.862695874e+02,-3.793616556e+02,3.931748,-1.176998833e+03,-8.138388087e+02,-1.187274784e+03,-8.241147605e+02,-3.260892,5.484856269e+02,-8.094291264e+02,4.588677012e+02,-8.990470520e+02,-113.093386
4050,4554.1979510,-1.266536679e+02,-1.207417632e+02,-1.251272658e+02,-1.192153611e+02,-3.496554,-5.953598273e+02,-3.884518955e+02,-5.863205167e+02,-3.794125849e+02,3.880819,-1.178698683e+03,-8.155386589e+02,-1.187220919e+03,-8.240608955e+02,-3.207027,5.512243600e+02,-8.066903933e+02,4.593239582e+02,-8.985907950e+02,-112.637129
4075,4577.8591114,-1.265577872e+02,-1.206458824e+02,-1.251348579e+02,-1.192229531e+02,-3.504146,-5.960989047e+02,-3.891909729e+02,-5.863689610e+02,-3.794610292e+02,3.832375,-1.177789520e+03,-8.146294964e+02,-1.187170606e+03,-8.240105822e+02,-3.156714,5.483531093e+02,-8.095616439e+02,4.597662772e+02,-8.981484760e+02,-112.194810
4100,4601.6029618,-1.258968295e+02,-1.199849248e+02,-1.251404279e+02,-1.192285232e+02,-3.509716,-5.946641584e+02,-3.877562266e+02,-5.864168849e+02,-3.795089531e+02,3.784451,-1.168577380e+03,-8.054173564e+02,-1.187112213e+03,-8.239521896e+02,-3.098321,5.644416458e+02,-7.934731075e+02,4.602526938e+02,-8.976620595e+02,-111.708394
4125,4625.4092625,-1.254414469e+02,-1.195295422e+02,-1.251428161e+02,-1.192309114e+02,-3.512104,-5.942251858e+02,-3.873172540e+02,-5.864587571e+02,-3.795508253e+02,3.742579,-1.168050596e+03,-8.048905717e+02,-1.187017024e+03,-8.238569998e+02,-3.003131,5.673203374e+02,-7.905944159e+02,4.607986368e+02,-8.971161165e+02,-111.162451
4150,4648.5648868,-1.260633574e+02,-1.201514526e+02,-1.251455819e+02,-1.192336771e+02,-3.514870,-5.965993426e+02,-3.896914108e+02,-5.865030359e+02,-3.795951041e+02,3.698300,-1.164058543e+03,-8.008985193e+02,-1.186901068e+03,-8.237410444e+02,-2.887176,5.656338640e+02,-7.922808893e+02,4.613460408e+02,-8.965687124e+02,-110.615046
4175,4673.2826905,-1.263286635e+02,-1.204167588e+02,-1.251510841e+02,-1.192391794e+02,-3.520372,-5.957695932e+02,-3.888616614e+02,-5.865534371e+02,-3.796455053e+02,3.647899,-1.161813152e+03,-7.986531282e+02,-1.186766711e+03,-8.236066866e+02,-2.752818,5.657216781e+02,-7.921930751e+02,4.618819745e+02,-8.960327788e+02,-110.079113
4200,4697.3541474,-1.259538011e+02,-1.200418963e+02,-1.251554536e+02,-1.192435489e+02,-3.524742,-5.954915381e+02,-3.885836063e+02,-5.865988744e+02,-3.796909426e+02,3.602461,-1.168719088e+03,-8.055590640e+02,-1.186663293e+03,-8.235032688e+02,-2.649400,5.530045575e+02,-8.049101957e+02,4.623694464e+02,-8.955453069e+02,-109.591641
4225,4720.3866943,-1.262652822e+02,-1.203533774e+02,-1.251601244e+02,-1.192482196e+02,-3.529412,-5.957663341e+02,-3.888584022e+02,-5.866425980e+02,-3.797346662e+02,3.558738,-1.169093243e+03,-8.059332186e+02,-1.186573807e+03,-8.234137835e+02,-2.559915,5.465547560e+02,-8.113599973e+02,4.627925705e+02,-8.951221827e+02,-109.168517
4250,4744.4218114,-1.258278272e+02,-1.199159225e+02,-1.251646095e+02,-1.192527048e+02,-3.533898,-5.959748355e+02,-3.890669037e+02,-5.866908830e+02,-3.797829511e+02,3.510453,-1.169436583e+03,-8.062765593e+02,-1.186498416e+03,-8.233383921e+02,-2.484524,5.285458858e+02,-8.293688675e+02,4.632063366e+02,-8.947084166e+02,-108.754751
4275,4767.8688588,-1.259482684e+02,-1.200363636e+02,-1.251687396e+02,-1.192568349e+02,-3.538028,-5.962304563e+02,-3.893225245e+02,-5.867372901e+02,-3.798293583e+02,3.464046,-1.166928916e+03,-8.037688916e+02,-1.186410703e+03,-8.232506791e+02,-2.396811,5.370277683e+02,-8.208869850e+02,4.635558660e+02,-8.943588873e+02,-108.405221
4300,4791.2911708,-1.259476672e+02,-1.200357625e+02,-1.251728216e+02,-1.192609169e+02,-3.542110,-5.955028900e+02,-3.885949582e+02,-5.867822487e+02,-3.798743168e+02,3.419087,-1.168395493e+03,-8.052354689e+02,-1.186319167e+03,-8.231591428e+02,-2.305274,5.350604092e+02,-8.228543441e+02,4.639100836e+02,-8.940046696e+02,-108.051004
4325,4815.3242765,-1.255322137e+02,-1.196203090e+02,-1.251761596e+02,-1.192642549e+02,-3.545448,-5.955014334e+02,-3.885935016e+02,-5.868232290e+02,-3.799152972e+02,3.378107,-1.162852944e+03,-7.996929205e+02,-1.186211530e+03,-8.230515065e+02,-2.197638,5.358919807e+02,-8.220227725e+02,4.642732345e+02,-8.936415188e+02,-107.687853
4350,4838.6604837,-1.255034898e+02,-1.195915851e+02,-1.251781349e+02,-1.192662302e+02,-3.547423,-5.961612303e+02,-3.892532985e+02,-5.868654575e+02,-3.799575257e+02,3.335878,-1.164254015e+03,-8.010939914e+02,-1.186103698e+03,-8.229436740e+02,-2.089806,5.358751815e+02,-8.220395717e+02,4.646101006e+02,-8.933046526e+02,-107.350987
4375,4862.3593496,-1.253790980e+02,-1.194671933e+02,-1.251789751e+02,-1.192670703e+02,-3.548263,-5.969519995e+02,-3.900440677e+02,-5.869124948e+02,-3.800045630e+02,3.288841,-1.164412104e+03,-8.012520800e+02,-1.185995753e+03,-8.228357289e+02,-1.981860,5.255311666e+02,-8.323835867e+02,4.649402921e+02,-8.929744611e+02,-107.020795
4400,4886.2704788,-1.253674195e+02,-1.194555148e+02,-1.251801580e+02,-1.192682532e+02,-3.549446,-5.968160509e+02,-3.899081190e+02,-5.869600911e+02,-3.800521593e+02,3.241245,-1.165169002e+03,-8.020089779e+02,-1.185898659e+03,-8.227386354e+02,-1.884767,5.374791996e+02,-8.204355536e+02,4.652725856e+02,-8.926421677e+02,-106.688502
4425,4909.6241117,-1.251174171e+02,-1.192055123e+02,-1.251805229e+02,-1.192686182e+02,-3.549811,-5.943763728e+02,-3.874684410e+02,-5.869996001e+02,-3.800916683e+02,3.201736,-1.159479684e+03,-7.963196603e+02,-1.185789552e+03,-8.226295283e+02,-1.775660,5.219114440e+02,-8.360033093e+02,4.655634402e+02,-8.923513131e+02,-106.397647
4450,4933.0681258,-1.246082066e+02,-1.186963018e+02,-1.251798891e+02,-1.192679843e+02,-3.549177,-5.936699189e+02,-3.867619871e+02,-5.870315565e+02,-3.801236247e+02,3.169779,-1.163572976e+03,-8.004129521e+02,-1.185666671e+03,-8.225066474e+02,-1.652779,5.130750560e+02,-8.448396972e+02,4.658246961e+02,-8.920900571e+02,-106.136391
4475,4956.4660552,-1.250550252e+02,-1.191431204e+02,-1.251781223e+02,-1.192662176e+02,-3.547410,-5.937746431e+02,-3.868667113e+02,-5.870650116e+02,-3.801570798e+02,3.136324,-1.159553439e+03,-7.963934150e+02,-1.185556672e+03,-8.223966483e+02,-1.542780,4.969912699e+02,-8.609234834e+02,4.660316451e+02,-8.918831082e+02,-105.929442
4500,4980.1187625,-1.250533051e+02,-1.191414003e+02,-1.251764904e+02,-1.192645857e+02,-3.545779,-5.937022630e+02,-3.867943312e+02,-5.870968598e+02,-3.801889280e+02,3.104476,-1.157930646e+03,-7.947706224e+02,-1.185431042e+03,-8.222710177e+02,-1.417149,5.042989777e+02,-8.536157756e+02,4.661988520e+02,-8.917159013e+02,-105.762235
4525,5003.4849443,-1.247642914e+02,-1.188523867e+02,-1.251748794e+02,-1.192629746e+02,-3.544167,-5.927561877e+02,-3.858482559e+02,-5.871262594e+02,-3.802183276e+02,3.075076,-1.152908749e+03,-7.897487251e+02,-1.185293106e+03,-8.221330822e+02,-1.279214,4.915396164e+02,-8.663751368e+02,4.663438267e+02,-8.915709265e+02,-105.617261
4550,5027.2215637,-1.244262889e+02,-1.185143842e+02,-1.251723497e+02,-1.192604450e+02,-3.541638,-5.923575627e+02,-3.854496309e+02,-5.871518538e+02,-3.802439220e+02,3.049482,-1.156620137e+03,-7.934601127e+02,-1.185139743e+03,-8.219797193e+02,-1.125851,5.053576459e+02,-8.525571074e+02,4.664983915e+02,-8.914163618e+02,-105.462696
4575,5051.1066995,-1.250121709e+02,-1.191002662e+02,-1.251703590e+02,-1.192584543e+02,-3.539647,-5.937480074e+02,-3.868400756e+02,-5.871814603e+02,-3.802735285e+02,3.019876,-1.160548812e+03,-7.973887884e+02,-1.185014151e+03,-8.218541275e+02,-1.000259,4.984213573e+02,-8.594933959e+02,4.666592690e+02,-8.912554842e+02,-105.301818
4600,5074.3560620,-1.252081946e+02,-1.192962898e+02,-1.251706614e+02,-1.192587567e+02,-3.539950,-5.924783617e+02,-3.855704299e+02,-5.872085849e+02,-3.803006531e+02,2.992751,-1.164498953e+03,-8.013389287e+02,-1.184917384e+03,-8.217573605e+02,-0.903492,4.955660968e+02,-8.623486565e+02,4.667897701e+02,-8.911249832e+02,-105.171317
4625,5097.8144297,-1.252285225e+02,-1.193166178e+02,-1.251707928e+02,-1.192588880e+02,-3.540081,-5.923681748e+02,-3.854602430e+02,-5.872304984e+02,-3.803225666e+02,2.970837,-1.163254005e+03,-8.000939811e+02,-1.184818327e+03,-8.216583029e+02,-0.804434,4.954747807e+02,-8.624399726e+02,4.669076206e+02,-8.910071327e+02,-105.053467
4650,5121.0834901,-1.250489123e+02,-1.191370076e+02,-1.251700001e+02,-1.192580954e+02,-3.539288,-5.940677840e+02,-3.871598522e+02,-5.872562174e+02,-3.803482856e+02,2.945118,-1.164747367e+03,-8.015873429e+02,-1.184716941e+03,-8.215569170e+02,-0.703049,5.038539226e+02,-8.540608307e+02,4.670372276e+02,-8.908775257e+02,-104.923860
4675,5144.5877526,-1.248885831e+02,-1.189766783e+02,-1.251688686e+02,-1.192569639e+02,-3.538157,-5.942020945e+02,-3.872941627e+02,-5.872885651e+02,-3.803806333e+02,2.912771,-1.162110754e+03,-7.989507301e+02,-1.184629217e+03,-8.214691933e+02,-0.615325,5.083902858e+02,-8.495244675e+02,4.672145472e+02,-8.907002061e+02,-104.746540
4700,5167.9908280,-1.248917807e+02,-1.189798760e+02,-1.251672817e+02,-1.192553769e+02,-3.536570,-5.943672335e+02,-3.874593017e+02,-5.873188388e+02,-3.804109070e+02,2.882497,-1.162082677e+03,-7.989226532e+02,-1.184526886e+03,-8.213668619e+02,-0.512993,5.042847879e+02,-8.536299654e+02,4.674004857e+02,-8.905142676e+02,-104.560602
4725,5191.1268015,-1.248890775e+02,-1.189771728e+02,-1.251661828e+02,-1.192542781e+02,-3.535471,-5.957383617e+02,-3.888304299e+02,-5.873512162e+02,-3.804432844e+02,2.850120,-1.157319136e+03,-7.941591126e+02,-1.184414732e+03,-8.212547085e+02,-0.400840,5.352362275e+02,-8.226785257e+02,4.676442485e+02,-8.902705048e+02,-104.316839
4750,5214.7752525,-1.251941180e+02,-1.192822133e+02,-1.251653104e+02,-1.192534056e+02,-3.534598,-5.948445145e+02,-3.879365827e+02,-5.873873625e+02,-3.804794307e+02,2.813973,-1.154752690e+03,-7.915926663e+02,-1.184281633e+03,-8.211216092e+02,-0.267741,5.353209637e+02,-8.225937895e+02,4.679400148e+02,-8.899747384e+02,-104.021072
4775,5237.8016954,-1.253469351e+02,-1.194350304e+02,-1.251659550e+02,-1.192540503e+02,-3.535243,-5.960479411e+02,-3.891400093e+02,-5.874229299e+02,-3.805149980e+02,2.778406,-1.146184725e+03,-7.830247010e+02,-1.184130836e+03,-8.209708121e+02,-0.116944,5.299745313e+02,-8.279402220e+02,4.682227574e+02,-8.896919959e+02,-103.738330
4800,5261.1804760,-1.258464623e+02,-1.199345576e+02,-1.251676497e+02,-1.192557450e+02,-3.536938,-5.946892137e+02,-3.877812819e+02,-5.874580375e+02,-3.805501057e+02,2.743298,-1.146500433e+03,-7.833404089e+02,-1.183959500e+03,-8.207994758e+02,0.054393,5.505931897e+02,-8.073215636e+02,4.685480360e+02,-8.893667172e+02,-103.413051
4825,5284.9269266,-1.262749502e+02,-1.203630455e+02,-1.251711669e+02,-1.192592621e+02,-3.540455,-5.948034416e+02,-3.878955098e+02,-5.874896375e+02,-3.805817057e+02,2.711698,-1.147509203e+03,-7.843491789e+02,-1.183788925e+03,-8.206289011e+02,0.224967,5.633768294e+02,-7.945379238e+02,4.689289371e+02,-8.889858161e+02,-103.032150
4850,5308.0727904,-1.261884742e+02,-1.202765695e+02,-1.251757608e+02,-1.192638561e+02,-3.545049,-5.942636300e+02,-3.873556982e+02,-5.875217041e+02,-3.806137723e+02,2.679632,-1.150295584e+03,-7.871355606e+02,-1.183634281e+03,-8.204742575e+02,0.379611,5.473028251e+02,-8.106119282e+02,4.693094594e+02,-8.886052939e+02,-102.651628
4875,5331.8550337,-1.259359806e+02,-1.200240758e+02,-1.251797533e+02,-1.192678485e+02,-3.549041,-5.945754870e+02,-3.876675552e+02,-5.875531493e+02,-3.806452175e+02,2.648187,-1.150924046e+03,-7.877640223e+02,-1.183488333e+03,-8.203283087e+02,0.525560,5.442092193e+02,-8.137055340e+02,4.696482550e+02,-8.882664983e+02,-102.312832
4900,5354.7734797,-1.259737046e+02,-1.200617999e+02,-1.251829321e+02,-1.192710274e+02,-3.552220,-5.951619161e+02,-3.882539843e+02,-5.875837976e+02,-3.806758658e+02,2.617538,-1.154280026e+03,-7.911200026e+02,-1.183359740e+03,-8.201997161e+02,0.654152,5.511894224e+02,-8.067253309e+02,4.700018990e+02,-8.879128543e+02,-101.959188
4925,5378.2070381,-1.258232468e+02,-1.199113420e+02,-1.251869340e+02,-1.192750293e+02,-3.556222,-5.953645975e+02,-3.884566657e+02,-5.876163768e+02,-3.807084450e+02,2.584959,-1.150594210e+03,-7.874341861e+02,-1.183223951e+03,-8.200639269e+02,0.789942,5.600105069e+02,-7.979042464e+02,4.703885127e+02,-8.875262405e+02,-101.572575
4950,5401.1944961,-1.258531934e+02,-1.199412887e+02,-1.251897372e+02,-1.192778324e+02,-3.559025,-5.962425721e+02,-3.893346403e+02,-5.876510354e+02,-3.807431036e+02,2.550300,-1.151955610e+03,-7.887955865e+02,-1.183089620e+03,-8.199295959e+02,0.924273,5.486101479e+02,-8.093046054e+02,4.707463815e+02,-8.871683717e+02,-101.214706
4975,5424.9901375,-1.261252742e+02,-1.202133695e+02,-1.251933235e+02,-1.192814188e+02,-3.562612,-5.963034885e+02,-3.893955566e+02,-5.876894787e+02,-3.807815469e+02,2.511857,-1.147719196e+03,-7.845591719e+02,-1.182953201e+03,-8.197931774e+02,1.060691,5.691872133e+02,-7.887275400e+02,4.711241984e+02,-8.867905549e+02,-100.836889
5000,5447.8619983,-1.262278803e+02,-1.203159755e+02,-1.251973115e+02,-1.192854067e+02,-3.566600,-5.956869201e+02,-3.887789883e+02,-5.877229655e+02,-3.808150337e+02,2.478370,-1.145445531e+03,-7.822855067e+02,-1.182803072e+03,-8.196430485e+02,1.210820,5.566767067e+02,-8.012380466e+02,4.714878978e+02,-8.864268555e+02,-100.473190
