j,gamma,absF_K,argF_K,absG_K,argG_K,contrib,S_T,resid_T,S_T_cesaro,resid_cesaro,cum_abs_li,cum_abs_psi
72,185.5987836777074714665277043,7.899577192639e+00,-0.396078104,2.894013807652e+01,-1.160471332,-2.308886853e+01,-1.331333545e+03,-9.681735215e+02,-9.519280961e+02,-5.887680722e+02,7.386998955e+03,1.035461290e+05
73,187.2289225835018519916415406,4.377737604036e+00,-0.755517426,1.774209608379e+01,-2.904819292,3.449417957e+01,-1.296839366e+03,-9.336793419e+02,-9.552314511e+02,-5.920714271e+02,7.422483147e+03,1.040137621e+05
74,189.4161586560169370848522891,2.524018861935e+00,-0.336201212,1.021708325405e+01,0.068152869,-2.038672843e+01,-1.317226094e+03,-9.540660704e+02,-9.591760836e+02,-5.960160597e+02,7.442917314e+03,1.042802663e+05
75,192.0266563607137865472836314,4.330194354896e+00,1.038328894,1.683064693011e+01,-0.637216001,-2.705544128e+01,-1.344281536e+03,-9.811215116e+02,-9.640435783e+02,-6.008835544e+02,7.476578608e+03,1.047312640e+05
76,193.0797266038457040474022058,5.041964258810e+00,-0.304437228,1.947903821229e+01,-1.532765981,-1.481232009e+00,-1.345762768e+03,-9.826027437e+02,-9.661174226e+02,-6.029573987e+02,7.515536684e+03,1.052535299e+05
77,195.2653966795292353214631878,4.058152659199e+00,0.244432560,1.524586042557e+01,1.610825110,1.220220560e+00,-1.344542547e+03,-9.813825231e+02,-9.703669183e+02,-6.072068944e+02,7.546028405e+03,1.056691836e+05
78,196.8764818409583169486222639,5.109952089342e+00,-0.052636191,1.864885593354e+01,-0.399060235,-3.436710193e+01,-1.378909649e+03,-1.015749625e+03,-9.734288828e+02,-6.102688589e+02,7.583326117e+03,1.061882843e+05
79,198.0153096762519124249199187,3.478496490090e+00,-1.266713970,1.249627167387e+01,0.420047146,-2.281993443e+01,-1.401729583e+03,-1.038569559e+03,-9.757608883e+02,-6.126008644e+02,7.608318660e+03,1.065396193e+05
80,201.2647519437037887330161334,3.017979801522e+00,1.257518439,1.033379505470e+01,0.112910711,-2.053598623e+01,-1.422265570e+03,-1.059105546e+03,-9.826382012e+02,-6.194781773e+02,7.628986250e+03,1.068395198e+05
81,202.4935945141405342776866606,4.671302919254e+00,0.193372028,1.602497095010e+01,2.753812457,2.967025691e+01,-1.392595313e+03,-1.029435289e+03,-9.853061020e+02,-6.221460781e+02,7.661036192e+03,1.073008962e+05
82,204.1896718031045543307164384,5.272309544413e+00,0.067195343,1.835182631358e+01,2.494635873,2.928664546e+01,-1.363308667e+03,-1.000148643e+03,-9.886892016e+02,-6.255291777e+02,7.697739845e+03,1.078173076e+05
83,205.3946972021632860252123794,3.529924909319e+00,-1.069715669,1.164494128756e+01,-1.687239373,2.705820480e+00,-1.360602847e+03,-9.974428228e+02,-9.908870478e+02,-6.277270239e+02,7.721029727e+03,1.081610277e+05
84,207.9062588878062098615019679,2.501997072053e+00,0.204729894,8.688327490800e+00,1.961920707,6.624469584e+00,-1.353978377e+03,-9.908183533e+02,-9.953533109e+02,-6.321932869e+02,7.738406382e+03,1.084017122e+05
85,209.5765097168562598528356443,2.676968996767e+00,-0.024940293,9.176766353092e+00,1.049079331,-9.146839939e+00,-1.363125217e+03,-9.999651932e+02,-9.982114261e+02,-6.350514022e+02,7.756759915e+03,1.086571760e+05
86,211.6908625953653075639074867,3.349582441238e+00,0.603090749,1.139044277304e+01,2.984132126,2.249905601e+01,-1.340626161e+03,-9.774661372e+02,-1.001856158e+03,-6.386961345e+02,7.779540801e+03,1.089736350e+05
87,213.3479193597126661906391220,5.315133449456e+00,0.382418459,1.776475316496e+01,1.866281728,1.034634321e+01,-1.330279818e+03,-9.671197940e+02,-1.004487359e+03,-6.413273349e+02,7.815070307e+03,1.094718933e+05
88,214.5470447834914232229442011,4.578533063785e+00,-0.693876848,1.456343097949e+01,-2.325930561,1.996315568e+01,-1.310316662e+03,-9.471566383e+02,-1.006308246e+03,-6.431482223e+02,7.844197169e+03,1.098987014e+05
89,216.1695385082637002658695634,2.615147963443e+00,-0.755273897,8.834641788642e+00,2.449028702,1.359848262e+01,-1.296718180e+03,-9.335581557e+02,-1.008590028e+03,-6.454300042e+02,7.861866453e+03,1.101406541e+05
90,219.0675963490213789856772566,3.041593631275e+00,0.876403849,1.049137262473e+01,0.854598686,-1.377561870e+01,-1.310493798e+03,-9.473337744e+02,-1.012401692e+03,-6.492416681e+02,7.882849198e+03,1.104183388e+05
91,220.7149188393140033691155926,6.309109529365e+00,0.768978360,1.877130835102e+01,-0.283367186,-3.604539653e+01,-1.346539195e+03,-9.833791709e+02,-1.014626525e+03,-6.514665011e+02,7.920391814e+03,1.109900349e+05
92,221.4307055546933387320974751,5.618666871409e+00,-0.953957103,1.650260039457e+01,-1.445773229,-4.115670995e+00,-1.350654866e+03,-9.874948419e+02,-1.015699451e+03,-6.525394267e+02,7.953397015e+03,1.114975212e+05
93,224.0070002546043352117288755,4.072619499111e+00,0.318652151,1.292420079636e+01,-2.928820519,2.526550149e+01,-1.325389364e+03,-9.622293404e+02,-1.019551758e+03,-6.563917343e+02,7.979245417e+03,1.118611357e+05
94,224.9833246695822875037825237,3.956422098859e+00,-0.796311100,1.283075072474e+01,1.367828181,-5.172779564e+00,-1.330562144e+03,-9.674021200e+02,-1.020878953e+03,-6.577189292e+02,8.004906918e+03,1.122128429e+05
95,227.4214442796792913104614362,1.789017041000e+00,0.211765204,5.073816107411e+00,-2.995108382,1.003895462e+01,-1.320523189e+03,-9.573631653e+02,-1.024198977e+03,-6.610389532e+02,8.015054551e+03,1.123701730e+05
96,229.3374133055253481077600833,2.591726196978e+00,0.551188630,7.496882181246e+00,1.239807262,-4.872652050e+00,-1.325395841e+03,-9.622358174e+02,-1.026674579e+03,-6.635145546e+02,8.030048315e+03,1.125961911e+05
97,231.2501887004991647738061868,6.391563734398e+00,0.758167621,1.841099478826e+01,-1.013059507,-1.948867679e+01,-1.344884518e+03,-9.817244942e+02,-1.029145438e+03,-6.659854139e+02,8.066870304e+03,1.131489733e+05
98,231.9872352531802486037716685,6.335271819632e+00,-0.813961309,1.797045742985e+01,-1.571905837,3.987679177e-02,-1.344844641e+03,-9.816846174e+02,-1.030148572e+03,-6.669885484e+02,8.102811219e+03,1.136951462e+05
99,233.6934041789083006407044947,3.123057788149e+00,-0.995313462,1.029330106672e+01,-1.787009090,4.416487229e+00,-1.340428154e+03,-9.772681302e+02,-1.032446132e+03,-6.692861086e+02,8.123397821e+03,1.139624238e+05
100,236.5242296658162058024755080,2.613052723085e+00,0.820717699,7.624510027346e+00,1.908284040,5.049218492e+00,-1.335378936e+03,-9.722189117e+02,-1.036132196e+03,-6.729721722e+02,8.138646841e+03,1.141833776e+05
101,237.7698204809252040032366259,3.680477497305e+00,0.193127285,1.088993708404e+01,-0.834872643,-1.462022158e+01,-1.349999157e+03,-9.868391333e+02,-1.037699842e+03,-6.745398185e+02,8.160426716e+03,1.144929602e+05
102,239.5554775733276287402689320,3.537872388551e+00,0.053610937,1.026248970007e+01,0.403547890,-1.887628142e+01,-1.368875439e+03,-1.005715415e+03,-1.040027735e+03,-6.768677114e+02,8.180951695e+03,1.147883293e+05
103,241.0491577962165864128379214,3.461399116874e+00,-0.161652140,9.849176167832e+00,2.646719902,1.733512426e+01,-1.351540314e+03,-9.883802904e+02,-1.042065466e+03,-6.789054423e+02,8.200650047e+03,1.150755231e+05
104,242.8232719342226000168264745,3.680927840895e+00,-0.123824056,1.075980060497e+01,-2.343671481,1.502490943e+01,-1.336515405e+03,-9.733553810e+02,-1.044326550e+03,-6.811665258e+02,8.222169649e+03,1.153787000e+05
105,244.0708984970781582368165280,2.072464242532e+00,-0.910297366,5.271163241412e+00,0.977695319,-5.892476278e+00,-1.342407881e+03,-9.792478573e+02,-1.045820143e+03,-6.826601188e+02,8.232711975e+03,1.155485244e+05
106,247.1369900748974994675509682,4.324589096677e+00,1.242486544,1.302456064780e+01,3.067327140,2.597731908e+01,-1.316430562e+03,-9.532705382e+02,-1.049499742e+03,-6.863397184e+02,8.258761096e+03,1.158984988e+05
107,248.1019900601484592567621421,5.732653708547e+00,0.138192583,1.643567294480e+01,0.880781800,-2.092420218e+01,-1.337354764e+03,-9.741947404e+02,-1.050537978e+03,-6.873779536e+02,8.291632442e+03,1.163606186e+05
108,249.5736896447072091923297942,4.433192727753e+00,-0.214741648,1.243387472013e+01,2.556010839,2.072455029e+01,-1.316630214e+03,-9.534701901e+02,-1.052229294e+03,-6.890692703e+02,8.316500192e+03,1.167158791e+05
109,251.0149477950160011429541551,2.791164996015e+00,-0.559214179,7.625227219071e+00,-2.597663416,1.304953788e+01,-1.303580676e+03,-9.404206522e+02,-1.053747411e+03,-6.905873870e+02,8.331750646e+03,1.169382690e+05
110,253.0699867479994771945990138,1.705907289172e+00,0.170350167,4.632444891941e+00,-1.631327462,5.604718849e-01,-1.303020204e+03,-9.398601803e+02,-1.055776166e+03,-6.926161424e+02,8.341015536e+03,1.170730857e+05
111,255.3062564549140227530864918,3.950544025292e+00,0.911517139,1.179481844831e+01,2.500999171,1.891278359e+01,-1.284107421e+03,-9.209473967e+02,-1.057941818e+03,-6.947817938e+02,8.364605173e+03,1.173825600e+05
112,256.3807136944344777893583823,4.003253873416e+00,-0.418523323,1.161161015235e+01,1.963282951,8.882583083e+00,-1.275224838e+03,-9.120648136e+02,-1.058889647e+03,-6.957296235e+02,8.387828393e+03,1.176948492e+05
113,258.6104394915313682089830586,3.260353626574e+00,0.671773887,7.790303519978e+00,0.246528463,-1.510953445e+01,-1.290334372e+03,-9.271743481e+02,-1.060754878e+03,-6.975948543e+02,8.403409000e+03,1.179469928e+05
114,259.8744069896780003506728446,6.406114587363e+00,-0.209852585,1.780957365391e+01,-2.528011542,2.912190368e+01,-1.261212468e+03,-8.980524444e+02,-1.061871498e+03,-6.987114745e+02,8.439028147e+03,1.184400081e+05
115,260.8050845045968701859312335,4.447151355999e+00,-1.341642984,1.265953340170e+01,0.922113284,-1.529619704e+01,-1.276508665e+03,-9.133486414e+02,-1.062582843e+03,-6.994228186e+02,8.464347214e+03,1.187810400e+05
116,263.5738939048701322330815881,1.826091798421e+00,0.310475653,5.052751711328e+00,-3.033671791,1.004671156e+01,-1.266461954e+03,-9.033019299e+02,-1.064830105e+03,-7.016700815e+02,8.474452718e+03,1.189196037e+05
117,265.5578518388763202924773090,4.716685057323e+00,1.012795070,1.302648442606e+01,2.913140801,2.537606507e+01,-1.241085889e+03,-8.779258648e+02,-1.066336478e+03,-7.031764542e+02,8.500505687e+03,1.192748315e+05
118,266.6149737815010724957201130,5.665737548779e+00,-0.051782114,1.480227693777e+01,2.418302326,2.219252305e+01,-1.218893366e+03,-8.557333418e+02,-1.067029355e+03,-7.038693314e+02,8.530110240e+03,1.196998434e+05
119,267.9219150828240594403789672,3.342722369519e+00,-0.744377101,8.290882630555e+00,0.665244577,-1.304596652e+01,-1.231939332e+03,-8.687793083e+02,-1.067770158e+03,-7.046101344e+02,8.546692006e+03,1.199493726e+05
120,269.9704490239976025946935053,2.427748155132e+00,-0.084128276,6.198878085552e+00,1.385884596,-2.279448595e+00,-1.234218781e+03,-8.710587569e+02,-1.069015873e+03,-7.058558490e+02,8.559089762e+03,1.201292252e+05
121,271.4940556416449990181794168,2.227574801675e+00,-0.237455502,5.670045808846e+00,-2.098215358,5.707522339e+00,-1.228511258e+03,-8.653512345e+02,-1.069942981e+03,-7.067829567e+02,8.570429853e+03,1.202933224e+05
