k,n,X,q,P_q_rho0_kernelQ,P_q_rho_Q6U,sqrt_X_over_q
8,9268,85914360,10,0.0,-2.475455403327942e-07,2931.115146151717
8,9922,98465928,10,-1600.0,-1600.0000002475456,3137.928106251002
8,10622,112848128,10,-1600.0,-1599.9999995049088,3359.287543512761
8,11371,129322383,10,85.6,85.59999975245447,3596.1421412396926
8,12173,148206275,10,-1514.4,-1514.4000007426366,3849.7568105011514
8,13032,169859088,10,-1600.0,-1600.0000011546538,4121.396462365638
8,13951,194658303,10,85.6,85.60000049509108,4412.009780134219
8,14935,223084095,10,-1514.4,-1514.4,4723.177902641399
8,3114,9703224,15,3783.3333333333335,3783.3333333334117,804.2895001179612
8,3334,11122224,15,3783.3333333333335,3783.3333333091673,861.0932585963033
8,3569,12744899,15,-61.46666666666667,-61.4666666614435,921.770000235055
8,3821,14607683,15,3387.5333333333333,3387.533333419504,986.8361228356679
8,4090,16736280,15,0.0,5.783513188362122e-08,1056.291626398695
8,4379,19184399,15,-61.46666666666667,-61.466666687404114,1130.9111076178062
8,4687,21977343,15,2654.3333333333335,2654.333333354226,1210.4363675964134
8,5018,25190360,15,1860.2,1860.1999999497086,1295.9002019188565
8,5372,28869128,15,3387.5333333333333,3387.5333329886507,1387.3026105840547
8,5751,33085503,15,2654.3333333333335,2654.3333330158143,1485.1599913814
8,6157,37920963,15,2654.3333333333335,2654.333333128784,1589.9887420985094
8,6591,43454463,15,2654.3333333333335,2654.3333331954664,1702.0470616290256
8,7056,49801248,15,2654.3333333333335,2654.3333336321016,1822.109546651902
8,7554,57078024,15,3783.3333333333335,3783.3333339683713,1950.6925949518545
8,8087,65415743,15,3387.5333333333333,3387.533333742432,2088.312604313189
8,8657,74960963,15,3387.5333333333333,3387.5333330273006,2235.4859725199203
8,9268,85914360,15,0.0,-1.6589959462483723e-07,2393.245495138349
8,9922,98465928,15,2654.3333333333335,2654.3333339308697,2562.1075699509574
8,10622,112848128,15,3387.5333333333333,3387.5333333333333,2742.846793631269
8,11371,129322383,15,2654.3333333333335,2654.3333350890625,2936.2377628523204
8,12173,148206275,15,1860.2,1860.2000015457472,3143.313273177418
8,13032,169859088,15,2654.3333333333335,2654.333336090793,3365.106120169169
8,13951,194658303,15,2654.3333333333335,2654.3333302401006,3602.390900499278
8,14935,223084095,15,0.0,4.810839891433716e-06,3856.4586086200898
8,3114,9703224,30,-904.3333333333334,-904.3333333332978,568.7185595705489
8,3334,11122224,30,-904.3333333333334,-904.3333333578256,608.8848823874674
8,3569,12744899,30,-616.0666666666667,-616.0666666610826,651.7898178605329
8,3821,14607683,30,-392.23333333333335,-392.23333331602043,697.7985143769415
8,4090,16736280,30,0.0,4.932129134734472e-09,746.9109719370844
8,4379,19184399,30,-616.0666666666667,-616.0666666441053,799.6749131157402
8,4687,21977343,30,-48.03333333333333,-48.033333310997115,855.9077637222366
8,5018,25190360,30,-1064.3,-1064.2999999233057,916.3398205178397
8,5372,28869128,30,-556.9666666666667,-556.9666667359182,980.9710835017853
8,5751,33085503,30,-48.03333333333333,-48.033333381238236,1050.1667010527424
8,6157,37920963,30,-48.03333333333333,-48.033333290942636,1124.2918215481245
8,6591,43454463,30,-48.03333333333333,-48.033333293084674,1203.5290191765216
8,7056,49801248,30,-901.1666666666666,-901.1666666924255,1288.4260165023059
8,7554,57078024,30,-904.3333333333334,-904.3333334162132,1379.3479619008397
8,8087,65415743,30,-392.23333333333335,-392.23333341811474,1476.6600037471953
8,8657,74960963,30,-392.23333333333335,-392.2333332266348,1580.7272904162396
8,9268,85914360,30,0.0,-6.385768453280131e-07,1692.280118656483
8,9922,98465928,30,-901.1666666666666,-901.1666667181843,1811.6836368417087
8,10622,112848128,30,-556.9666666666667,-556.966667163993,1939.4855675324493
8,11371,129322383,30,-48.03333333333333,-48.033332083684705,2076.2336332888935
8,12173,148206275,30,115.1,115.10000061355531,2222.658130857435
8,13032,169859088,30,-901.1666666666666,-901.166666112654,2379.489356983973
8,13951,194658303,30,-48.03333333333333,-48.0333369228368,2547.2750342277527
8,14935,223084095,30,-949.2,-949.199999550109,2726.9280335205035
9,14936,223113968,2,0.0,0.0,10562.053966913822
9,15431,238146623,2,4682.0,4682.0,10912.071824360395
9,15943,254211135,2,4682.0,4682.0,11274.110497063615
9,16471,271326783,2,4682.0,4682.0,11647.462878240909
9,17017,289612323,2,4682.0,4682.0,12033.543181457404
9,17581,309126723,2,4682.0,4682.0,12432.351406713053
9,18164,329967224,2,0.0,0.0,12844.594660790195
9,18766,352200288,2,0.0,0.0,13270.272943688837
9,19388,375933320,2,0.0,0.0,13710.09336219123
9,20031,401281023,2,4682.0,4682.0,14164.76302307949
9,20695,428324415,2,4682.0,4682.0,14634.281926353613
9,21381,457189923,2,4682.0,4682.0,15119.357178795664
9,22090,488012280,2,0.0,0.0,15620.695887187612
9,22822,520889328,2,0.0,0.0,16138.298051529473
9,23578,555969240,2,0.0,0.0,16672.870778603185
9,24360,593458320,2,0.0,0.0,17225.828281972394
9,25167,633428223,2,4682.0,4682.0,17796.463454855293
9,26002,676156008,2,0.0,0.0,18386.89761759716
9,26863,721674495,2,4682.0,4682.0,18995.71655663455
9,27754,770340024,2,0.0,0.0,19625.74869909426
9,28674,822255624,2,0.0,0.0,20276.28693819458
9,29624,877640624,2,0.0,0.0,20948.03838071718
9,30606,936788448,2,0.0,0.0,21642.41724022527
9,31621,999950883,2,4682.0,4682.0,22360.13062350039
9,14936,223113968,3,2678.3333333333335,2678.3333333333335,8623.880951559262
9,15431,238146623,3,2678.3333333333335,2678.3333333333335,8909.669335428036
9,15943,254211135,3,0.0,0.0,9205.272673853828
9,16471,271326783,3,0.0,0.0,9510.113616566314
9,17017,289612323,3,0.0,0.0,9825.34686410612
9,17581,309126723,3,0.0,0.0,10150.972416473212
9,18164,329967224,3,2678.3333333333335,2678.3333333333335,10487.56762393772
9,18766,352200288,3,0.0,0.0,10835.132486499646
9,19388,375933320,3,2678.3333333333335,2678.3333333333335,11194.24435442905
9,20031,401281023,3,0.0,0.0,11565.480577995884
9,20695,428324415,3,0.0,0.0,11948.84115720014
9,21381,457189923,3,0.0,0.0,12344.90344231173
9,22090,488012280,3,0.0,0.0,12754.244783600478
9,22822,520889328,3,0.0,0.0,13176.865181066398
9,23578,555969240,3,0.0,0.0,13613.341984979295
9,24360,593458320,3,0.0,0.0,14064.829895878585
9,25167,633428223,3,0.0,0.0,14530.751563494574
9,26002,676156008,3,0.0,0.0,15012.83903863623
9,26863,721674495,3,0.0,0.0,15509.937620764307
9,27754,770340024,3,0.0,0.0,16024.35671095723
9,28674,822255624,3,0.0,0.0,16555.518958945384
9,29624,877640624,3,2678.3333333333335,2678.3333333333335,17104.001714998354
9,30606,936788448,3,0.0,0.0,17670.959679655207
9,31621,999950883,3,0.0,0.0,18256.970203185414
9,14936,223113968,5,3868.8,3868.8,6680.029461012878
9,15431,238146623,5,3868.8,3868.799998896569,6901.400191265538
9,15943,254211135,5,0.0,0.0,7130.373552626818
9,16471,271326783,5,3868.8,3868.800002206862,7366.502331500344
9,17017,289612323,5,3868.8,3868.8,7610.680955078856
9,17581,309126723,5,3868.8,3868.800004413724,7862.909423362322
9,18164,329967224,5,2268.4,2268.4,8123.634949946975
9,18766,352200288,5,3868.8,3868.799991172552,8392.857534832818
9,19388,375933320,5,0.0,8.827447891235351e-06,8671.024391616022
9,20031,401281023,5,3868.8,3868.799991172552,8958.582733892677
9,20695,428324415,5,0.0,0.0,9255.532561662782
9,21381,457189923,5,3868.8,3868.8,9562.321088522389
9,22090,488012280,5,0.0,-1.7654895782470702e-05,9879.395528067495
9,22822,520889328,5,3868.8,3868.799982345104,10206.755880298108
9,23578,555969240,5,0.0,-1.7654895782470702e-05,10544.849358810205
9,24360,593458320,5,0.0,3.5402178764343264e-05,10894.57039079559
9,25167,633428223,5,3868.8,3868.8,11255.471762658373
9,26002,676156008,5,3868.8,3868.8,11628.895115186137
9,26863,721674495,5,0.0,0.0,12013.94602118721
9,27754,770340024,5,2268.4,2268.3999646902084,12412.413335044883
9,28674,822255624,5,2268.4,2268.3999646902084,12823.849843163323
9,29624,877640624,5,2268.4,2268.4000353097917,13248.702759138345
9,30606,936788448,5,3868.8,3868.7999646902085,13687.866510161472
9,31621,999950883,5,3868.8,3868.7999646902085,14141.788309828427
9,14936,223113968,6,-3319.5,-3319.5000000010964,6098.0047009930495
9,15431,238146623,6,-1266.1666666666667,-1266.1666654618457,6300.087605211005
9,15943,254211135,6,-4585.666666666667,-4585.666666666667,6509.1107303532635
9,16471,271326783,6,-4585.666666666667,-4585.666666666667,6724.665828128562
9,17017,289612323,6,-4585.666666666667,-4585.66667148595,6947.569395119418
9,17581,309126723,6,-4585.666666666667,-4585.666661847383,7177.821431325803
9,18164,329967224,6,-3319.5,-3319.4999951807163,7415.83018503885
9,18766,352200288,6,0.0,9.638567765553793e-06,7661.595656258558
9,19388,375933320,6,-3319.5,-3319.5,7915.5260932760075
9,20031,401281023,6,-4585.666666666667,-4585.666675642133,8178.0297443822
9,20695,428324415,6,-4585.666666666667,-4585.666676305234,8449.106609577133
9,21381,457189923,6,-4585.666666666667,-4585.6666576912,8729.164937151778
9,22090,488012280,6,0.0,0.0,9018.612975397049
9,22822,520889328,6,0.0,0.0,9317.450724312954
9,23578,555969240,6,0.0,0.0,9626.086432190394
9,24360,593458320,6,0.0,0.0,9945.33659561103
9,25167,633428223,6,-4585.666666666667,-4585.666666666667,10274.792966284042
9,26002,676156008,6,0.0,0.0,10615.680289081807
9,26863,721674495,6,-4585.666666666667,-4585.666666666667,10967.18206742279
9,27754,770340024,6,0.0,0.0,11330.931294470018
9,28674,822255624,6,0.0,3.855427106221517e-05,11706.519721932731
9,29624,877640624,6,-3319.5,-3319.4999640981355,12094.355598101676
9,30606,936788448,6,0.0,0.0,12495.255419558258
9,31621,999950883,6,-4585.666666666667,-4585.666702568531,12909.627434593145
9,14936,223113968,10,1358.0,1357.9999999967736,4723.494130408124
9,15431,238146623,10,-19505.4,-19505.400000303962,4880.026874925998
9,15943,254211135,10,-18147.4,-18147.39999878416,5041.935491455637
9,16471,271326783,10,-19505.4,-19505.400005999625,5208.903752230406
9,17017,289612323,10,-19505.4,-19505.4,5381.564112783569
9,17581,309126723,10,-19505.4,-19505.400011999252,5559.916573115104
9,18164,329967224,10,-17474.0,-17473.999995136634,5744.277360991546
9,18766,352200288,10,1358.0,1357.9999975683168,5934.646476412896
9,19388,375933320,10,0.0,-7.295049726963043e-06,6131.340147145646
9,20031,401281023,10,-19505.4,-19505.400002431685,6334.674600956232
9,20695,428324415,10,-18147.4,-18147.4,6544.6498378446495
9,21381,457189923,10,-19505.4,-19505.39999027327,6761.582085577309
9,22090,488012280,10,0.0,-4.863366484642029e-06,6985.787571920578
9,22822,520889328,10,1358.0,1358.0000145900995,7217.266296874461
9,23578,555969240,10,0.0,-4.863366484642029e-06,7456.334488205314
9,24360,593458320,10,0.0,9.726732969284058e-06,7703.624601445737
9,25167,633428223,10,-19505.4,-19505.400019453467,7958.820408829439
9,26002,676156008,10,1358.0,1357.999980546534,8222.870593655234
9,26863,721674495,10,-18147.4,-18147.399980546536,8495.142700390617
9,27754,770340024,10,-17474.0,-17473.9999708198,8776.901640100567
9,28674,822255624,10,-17474.0,-17473.9999708198,9067.831185018831
9,29624,877640624,10,-17474.0,-17473.999990273267,9368.247562911647
9,30606,936788448,10,1358.0,1358.0000959940255,9678.78322931142
9,31621,999950883,10,-19505.4,-19505.399904005975,9999.754411984326
9,14936,223113968,15,1660.0,1660.0,3856.716807510416
9,15431,238146623,15,1660.0,1659.9999992165715,3984.525258212493
9,15943,254211135,15,0.0,-1.2918530652920404e-06,4116.723090031682
9,16471,271326783,15,-8116.0,-8116.0,4253.052104077729
9,17017,289612323,15,-8116.0,-8115.999992716654,4394.028698131136
9,17581,309126723,15,-8116.0,-8116.000002828985,4539.652872191881
9,18164,329967224,15,202.66666666666666,202.66667347525558,4690.182825150138
9,18766,352200288,15,-8116.0,-8116.000002958129,4845.618557005906
9,19388,375933320,15,5442.0,5442.000007906556,5006.218266649321
9,20031,401281023,15,-8116.0,-8116.000006048382,5172.240152970471
9,20695,428324415,15,0.0,0.0,5343.684215969353
9,21381,457189923,15,-8116.0,-8116.000008909901,5520.808654536037
9,22090,488012280,15,0.0,4.88592932621638e-05,5703.871667560553
9,22822,520889328,15,-8116.0,-8115.99999345094,5892.873255042909
9,23578,555969240,15,0.0,1.5813112258911133e-05,6088.071615873125
9,24360,593458320,15,0.0,-3.0749291181564334e-05,6289.983147831161
9,25167,633428223,15,-8116.0,-8115.999986417343,6498.349652027044
9,26002,676156008,15,-8116.0,-8115.999969047308,6713.94572513064
9,26863,721674495,15,0.0,-3.479619820912679e-05,6936.2549693620695
9,27754,770340024,15,-3226.3333333333335,-3226.333300736795,7166.310180281063
9,28674,822255624,15,-3226.3333333333335,-3226.333358403047,7403.853158997686
9,29624,877640624,15,202.66666666666666,202.66666666666666,7649.142104401861
9,30606,936788448,15,-8116.0,-8115.999977368117,7902.69341427339
9,31621,999950883,15,-8116.0,-8115.999944914877,8164.765287502146
9,14936,223113968,30,-4877.266666666666,-4877.266666667524,2727.1106077067475
9,15431,238146623,30,-1858.6,-1858.5999987840264,2817.484829891133
9,15943,254211135,30,-6735.866666666667,-6735.866666800909,2910.9628132286402
9,16471,271326783,30,-2314.2,-2314.2,3007.3619835330765
9,17017,289612323,30,-2314.2,-2314.1999988133243,3107.047489176823
9,17581,309126723,30,-2314.2,-2314.1999950070244,3210.019330159867
9,18164,329967224,30,-6272.933333333333,-6272.933332429671,3316.460080668342
9,18766,352200288,30,-4421.666666666667,-4421.66666052506,3426.3697407022496
9,19388,375933320,30,-2496.6,-2496.6000090222806,3539.9308844476986
9,20031,401281023,30,-2314.2,-2314.1999979274347,3657.326086090766
9,20695,428324415,30,-6735.866666666667,-6735.866666666667,3778.555345631449
9,21381,457189923,30,-2314.2,-2314.1999932381013,3903.801237255811
9,22090,488012280,30,0.0,-6.6996241609255476e-06,4033.2463351498877
9,22822,520889328,30,-4421.666666666667,-4421.666681647984,4166.890639313684
9,23578,555969240,30,0.0,-9.921441475550334e-06,4304.916723933228
9,24360,593458320,30,0.0,-3.547842303911845e-06,4447.6897373805205
9,25167,633428223,30,-2314.2,-2314.199999718244,4595.027105469564
9,26002,676156008,30,-4421.666666666667,-4421.666667665541,4747.476550758308
9,26863,721674495,30,-6735.866666666667,-6735.866666079189,4904.672924874808
9,27754,770340024,30,654.1666666666666,654.1666638487329,5067.3465245629295
9,28674,822255624,30,654.1666666666666,654.1667261533439,5235.314775636705
9,29624,877640624,30,-6272.933333333333,-6272.933300375938,5408.760252282094
9,30606,936788448,30,-4421.666666666667,-4421.666706610471,5588.048102870984
9,31621,999950883,30,-2314.2,-2314.200013495237,5773.360901589299
