k,n,X,Msm,sum_M_pi,Mplus,B,C,E,H=C-2E,float_resid
9,19121,365650883,-1113753,-1115620,-2229373,-1115281.2811718292,1189.5623436584137,-338.7188281678291,1867.0,5.928086466155946e-09
9,19122,365689128,-1113874,-1115734,-2229608,-1115386.982919092,1165.9658381841145,-347.01708091129876,1860.0,6.71207089908421e-09
9,19123,365727375,-1114090,-1115873,-2229963,-1115492.650900909,1022.3018018179573,-380.3490990920427,1783.0,2.042725100181997e-09
9,19124,365765624,-1114035,-1115944,-2229979,-1115597.5876227082,1216.1752454163507,-346.4123772877638,1909.0,8.121787686832249e-09
9,19125,365803875,-1114030,-1115973,-2230003,-1115703.3911994412,1403.782398882322,-269.60880055616235,1943.0,5.353285814635456e-09
9,19126,365842128,-1114186,-1116064,-2230250,-1115809.5932081083,1369.1864162166603,-254.4067918850469,1878.0,1.3245880836620927e-08
9,19127,365880383,-1114411,-1116277,-2230688,-1115915.4635471194,1142.9270942388102,-361.53645288310145,1866.0,5.0131347961723804e-09
9,19128,365918640,-1114494,-1116460,-2230954,-1116022.7463341062,1091.4926682123914,-437.253665897314,1966.0,7.01948010828346e-09
9,19129,365956899,-1114521,-1116513,-2231034,-1116128.6701849934,1223.3403699868359,-384.3298150038454,1992.0,5.473339115269482e-09
9,19130,365995160,-1114611,-1116441,-2231052,-1116235.4987154356,1418.9974308712408,-205.50128456475977,1830.0,7.60337570682168e-10
9,19131,366033423,-1114812,-1116607,-2231419,-1116342.6106581127,1266.221316225361,-264.3893418908683,1795.0,7.097696652635932e-09
9,19132,366071688,-1114763,-1116730,-2231493,-1116448.3815915685,1403.7631831369363,-281.6184084342194,1967.0,5.375113687478006e-09
9,19133,366109955,-1114752,-1116576,-2231328,-1116554.0228058405,1780.045611680951,-21.977194161211628,1824.0,3.3742253435775638e-09
9,19134,366148224,-1114893,-1116610,-2231503,-1116663.3064920073,1823.612984014675,53.30649200881908,1717.0,2.9631337383762e-09
9,19135,366186495,-1114980,-1116813,-2231793,-1116771.0817603613,1749.16352072265,-41.91823963778825,1833.0,1.77351466845721e-09
9,19136,366224768,-1115010,-1116934,-2231944,-1116878.8599070446,1813.7198140891269,-55.14009295492269,1924.0,1.027729013003409e-09
9,19137,366263043,-1115125,-1117227,-2232352,-1116984.4230272318,1616.8460544636473,-242.57697276987074,2102.0,3.3887772588059306e-09
9,19138,366301320,-1115195,-1117237,-2232432,-1117091.494838523,1750.98967704596,-145.5051614785525,2042.0,3.064997144974768e-09
9,19139,366339599,-1115206,-1117311,-2232517,-1117196.4151171343,1875.8302342686802,-114.58488286735701,2105.0,3.394234227016568e-09
9,19140,366377880,-1115193,-1117542,-2232735,-1117302.8381418467,1870.6762836934067,-239.16185815240078,2349.0,1.7917045624926686e-09
9,19141,366416163,-1115267,-1117525,-2232792,-1117409.7791840928,2027.558368185535,-115.22081590709331,2258.0,2.7830537874251604e-10
9,19142,366454448,-1115446,-1117562,-2233008,-1117516.3428253133,2024.6856506266631,-45.65717468466937,2116.0,3.9981387089937925e-09
9,19143,366492735,-1115790,-1117538,-2233328,-1117623.0510113384,1918.1020226767287,85.05101133373773,1748.0,9.253199095837772e-09
9,19144,366531024,-1115898,-1117737,-2233635,-1117730.5133037255,1826.0266074510291,-6.4866962766445795,1839.0,4.318280844017863e-09
9,19145,366569315,-1115966,-1117608,-2233574,-1117833.1965607712,2092.393121542409,225.1965607743159,1642.0,6.222762749530375e-09
9,19146,366607608,-1116124,-1117791,-2233915,-1117938.8616642833,1962.7233285666443,147.861664284359,1667.0,2.0736479200422764e-09
9,19147,366645903,-1116296,-1118002,-2234298,-1118045.4662015531,1792.9324031062424,43.46620155072287,1706.0,4.7966750571504235e-09
9,19148,366684200,-1116515,-1118318,-2234833,-1118154.1907218564,1475.3814437128603,-163.80927813839935,1803.0,1.0340954759158194e-08
9,19149,366722499,-1116628,-1118431,-2235059,-1118259.8469582105,1460.693916420918,-171.153041782547,1803.0,1.3988028513267636e-08
9,19150,366760800,-1116640,-1118608,-2235248,-1118366.2339205616,1484.4678411232308,-241.76607943721592,1968.0,2.3374013835564256e-09
9,19151,366799103,-1116720,-1118659,-2235379,-1118472.390331499,1565.7806629980914,-186.60966849431225,1939.0,1.328407961409539e-08
9,19152,366837408,-1116741,-1118854,-2235595,-1118577.1154526393,1559.2309052785859,-276.88454735497544,2113.0,1.1463271221145988e-08
9,19153,366875715,-1116863,-1119050,-2235913,-1118683.1903347669,1453.3806695337407,-366.8096652348022,2187.0,3.34512151312083e-09
9,19154,366914024,-1116907,-1119094,-2236001,-1118790.5982956016,1580.196591203101,-303.4017043945869,2187.0,7.725247996859252e-09
9,19155,366952335,-1117160,-1119281,-2236441,-1118897.39450505,1353.7890101000667,-383.6054949461086,2121.0,7.716153049841523e-09
9,19156,366990648,-1117386,-1119466,-2236852,-1119002.622977732,1153.2459554639645,-463.3770222637131,2080.0,8.609276846982539e-09
9,19157,367028963,-1117516,-1119585,-2237101,-1119109.3289581356,1117.6579162711278,-475.67104186576853,2069.0,2.6648194761946797e-09
9,19158,367067280,-1117589,-1119741,-2237330,-1119214.8271396682,1099.6542793363333,-526.1728603300216,2152.0,3.623426891863346e-09
9,19159,367105599,-1117685,-1119936,-2237621,-1119320.7004327974,1020.4008655948564,-615.2995672101106,2251.0,1.5077603165991604e-08
9,19160,367143920,-1117728,-1119900,-2237628,-1119428.3239271683,1228.6478543365374,-471.6760728327108,2172.0,1.9590515876188874e-09
9,19161,367182243,-1117822,-1120163,-2237985,-1119532.189149788,1079.3782995762303,-630.8108502135656,2341.0,3.3614924177527428e-09
9,19162,367220568,-1117911,-1120200,-2238111,-1119640.0553139644,1169.1106279287487,-559.9446860346061,2289.0,2.039087121374905e-09
9,19163,367258895,-1117919,-1120436,-2238355,-1119745.8211676734,1136.6423353469,-690.1788323268174,2517.0,5.347828846424818e-10
9,19164,367297224,-1118026,-1120344,-2238370,-1119853.327135242,1336.6542704841122,-490.6728647553591,2318.0,5.169567884877324e-09
9,19165,367335555,-1118191,-1120303,-2238494,-1119961.273317194,1428.5466343881562,-341.72668280803373,2112.0,4.223693395033479e-09
9,19166,367373888,-1118217,-1120452,-2238669,-1120068.8188665102,1468.637733020354,-383.1811334918266,2235.0,4.007233656011522e-09
9,19167,367412223,-1118291,-1120587,-2238878,-1120177.849660144,1477.6993202879094,-409.150339847537,2296.0,1.7016645870171487e-08
9,19168,367450560,-1118372,-1120691,-2239063,-1120285.9285537829,1508.8571075657383,-405.07144622076066,2319.0,7.259586709551513e-09
9,19169,367488899,-1118590,-1120689,-2239279,-1120392.935592002,1506.871184004005,-296.0644080045504,2099.0,1.3105818652547896e-08
9,19170,367527240,-1118678,-1120754,-2239432,-1120503.2986845975,1574.597369194962,-250.70131540460625,2076.0,4.174580681137741e-09
9,19171,367565583,-1118830,-1120895,-2239725,-1120609.752600944,1494.505201887805,-285.2473990558992,2065.0,3.965396899729967e-10
9,19172,367603928,-1118845,-1120973,-2239818,-1120716.5698152136,1615.1396304271184,-256.43018478628983,2128.0,3.019522409886122e-10
9,19173,367642275,-1119007,-1120882,-2239889,-1120825.6467815423,1762.2935630846769,-56.353218462166296,1875.0,9.009454515762627e-09
9,19174,367680624,-1119173,-1121106,-2240279,-1120934.329149144,1589.6582982880063,-171.67085085051258,1933.0,1.0968506103381515e-08
9,19175,367718975,-1119256,-1121253,-2240509,-1121041.7489180905,1574.4978361809626,-211.25108190990613,1997.0,7.748894859105349e-10
9,19176,367757328,-1119373,-1121496,-2240869,-1121147.4827282296,1425.9654564592056,-348.5172717740588,2123.0,7.323251338675618e-09
9,19177,367795683,-1119418,-1121727,-2241145,-1121255.27323743,1365.5464748600498,-471.72676256677005,2309.0,6.410118658095598e-09
9,19178,367834040,-1119499,-1121774,-2241273,-1121364.6702637072,1456.3405274143443,-409.3297362996291,2275.0,1.3602402759715915e-08
9,19179,367872399,-1119495,-1121978,-2241473,-1121471.368332154,1469.7366643077694,-506.63166784701934,2483.0,1.8080754671245813e-09
9,19180,367910760,-1119586,-1122166,-2241752,-1121577.3301601894,1402.66032037884,-588.669839813816,2580.0,6.471964297816157e-09
9,19181,367949123,-1119634,-1122365,-2241999,-1121684.0212652998,1369.0425305995159,-680.9787346985167,2731.0,3.4506228985264897e-09
9,19182,367987488,-1119701,-1122566,-2242267,-1121791.4394768677,1315.878953735344,-774.5605231239115,2865.0,1.6832927940413356e-08
9,19183,368025855,-1119880,-1122494,-2242374,-1121896.0374158795,1418.0748317590915,-597.9625841198849,2614.0,1.1386873666197062e-09
9,19184,368064224,-1120115,-1122625,-2242740,-1122002.7967465273,1265.593493054621,-622.2032534702603,2510.0,4.858520696870983e-09
9,19185,368102595,-1120173,-1122761,-2242934,-1122108.5601873554,1283.1203747107647,-652.4398126512615,2588.0,1.3287717592902482e-08
9,19186,368140968,-1120281,-1122708,-2242989,-1122213.7673188406,1438.5346376812086,-494.2326811607536,2427.0,2.7157511794939637e-09
9,19187,368179343,-1120292,-1122799,-2243091,-1122320.506751596,1550.0135031919926,-478.4932484032124,2507.0,1.5825207810848951e-09
9,19188,368217720,-1120472,-1123031,-2243503,-1122425.6058765745,1348.2117531490512,-605.3941234250442,2559.0,8.603819878771901e-10
9,19189,368256099,-1120525,-1123268,-2243793,-1122529.796660216,1266.593320432119,-738.2033397861105,2743.0,4.3401087168604136e-09
9,19190,368294480,-1120657,-1123461,-2244118,-1122634.8075094842,1151.6150189684704,-826.1924905280985,2804.0,2.466731530148536e-08
9,19191,368332863,-1120732,-1123598,-2244330,-1122739.680412598,1149.3608251959085,-858.3195874088678,2866.0,1.364423951599747e-08
9,19192,368371248,-1120802,-1123920,-2244722,-1122844.3764915017,966.7529830033891,-1075.6235085004537,3118.0,4.296452971175313e-09
9,19193,368409635,-1120844,-1124016,-2244860,-1122946.8809264563,1033.7618529126048,-1069.119073544146,3172.0,8.967617759481072e-10
9,19194,368448024,-1120920,-1124125,-2245045,-1123050.960069684,1056.9201393681578,-1074.039930312134,3205.0,7.574271876364946e-09
9,19195,368486415,-1121046,-1124384,-2245430,-1123154.852832338,879.7056646761484,-1229.147167661522,3338.0,8.076312951743603e-10
9,19196,368524808,-1121147,-1124726,-2245873,-1123258.665145666,644.3302913322113,-1467.3348543348438,3579.0,1.899024937301874e-09
9,19197,368563203,-1121333,-1124720,-2246053,-1123363.4384502205,673.8769004410133,-1356.5615497758563,3387.0,7.27413862477988e-09
9,19198,368601600,-1121621,-1124752,-2246373,-1123467.880154459,562.7603089180775,-1284.1198455440554,3131.0,6.188201950863004e-09
9,19199,368639999,-1121723,-1124969,-2246692,-1123571.389555111,450.77911022212356,-1397.6104448869537,3246.0,3.969034878537059e-09
9,19200,368678400,-1121772,-1124917,-2246689,-1123677.108310755,665.2166215102188,-1239.8916892506786,3145.0,1.157604856416583e-08
9,19201,368716803,-1121958,-1125039,-2246997,-1123784.1158211976,571.231642395258,-1254.8841788043583,3081.0,3.974491846747696e-09
9,19202,368755208,-1121992,-1125108,-2247100,-1123889.2970588743,678.5941177485511,-1218.7029411274389,3116.0,3.4287950256839395e-09
9,19203,368793615,-1122101,-1125310,-2247411,-1123994.0784491985,577.156898397021,-1315.9215508020652,3209.0,1.1514202924445271e-09
9,19204,368832024,-1122152,-1125338,-2247490,-1124100.0082222163,710.0164444325492,-1237.9917777872615,3186.0,7.07223080098629e-09
9,19205,368870435,-1122169,-1125578,-2247747,-1124206.3861681144,665.7723362287506,-1371.613831883653,3409.0,3.943569026887417e-09
9,19206,368908848,-1122225,-1125571,-2247796,-1124312.8553218588,829.7106437175535,-1258.1446781415289,3346.0,6.111804395914078e-10
9,19207,368947263,-1122327,-1125688,-2248015,-1124417.376041555,819.7520831101574,-1270.623958444522,3361.0,7.98536348156631e-10
9,19208,368985680,-1122402,-1125915,-2248317,-1124523.9579567255,730.9159134509973,-1391.042043278756,3513.0,8.509232429787517e-09
9,19209,369024099,-1122547,-1126172,-2248719,-1124630.430881359,541.8617627178319,-1541.5691186410522,3625.0,6.366462912410498e-11
9,19210,369062520,-1122657,-1126232,-2248889,-1124737.138163131,585.2763262619264,-1494.861836871256,3575.0,4.43833414465189e-09
9,19211,369100943,-1122703,-1126355,-2249058,-1124843.3892733164,628.7785466327332,-1511.6107266805866,3652.0,6.093614501878619e-09
9,19212,369139368,-1122767,-1126801,-2249568,-1124948.7122939068,329.4245878136717,-1852.2877061007648,4034.0,1.5201294445432723e-08
9,19213,369177795,-1122745,-1126802,-2249547,-1125053.6348311286,560.2696622572839,-1748.3651688698365,4057.0,3.043169272132218e-09
9,19214,369216224,-1122856,-1126885,-2249741,-1125160.2561411997,579.5122823994607,-1724.7438587981496,4029.0,4.2400642996653914e-09
9,19215,369254655,-1122930,-1127045,-2249975,-1125264.7515983954,554.5031967908144,-1780.2484016099197,4115.0,1.0653820936568081e-08
9,19216,369293088,-1122961,-1127146,-2250107,-1125369.9296581694,632.859316338785,-1776.0703418336425,4185.0,6.069967639632523e-09
9,19217,369331523,-1122942,-1127450,-2250392,-1125477.0813586016,562.162717203144,-1972.918641399412,4508.0,1.9681465346366167e-09
9,19218,369369960,-1123023,-1127594,-2250617,-1125582.5429040776,548.0858081551269,-2011.4570959229877,4571.0,1.102307578548789e-09
9,19219,369408399,-1123170,-1127735,-2250905,-1125689.2178669036,473.4357338072732,-2045.7821330944853,4565.0,3.756213118322194e-09
9,19220,369446840,-1123312,-1127780,-2251092,-1125794.4249256675,496.8498513349332,-1985.5750743346825,4468.0,4.298271960578859e-09
9,19221,369485283,-1123394,-1127804,-2251198,-1125900.4633506266,602.92670125328,-1903.536649366648,4410.0,1.342414179816842e-08
9,19222,369523728,-1123491,-1127965,-2251456,-1126005.3501995045,554.7003990090452,-1959.649800500466,4474.0,9.977156878449023e-09
9,19223,369562175,-1123517,-1128225,-2251742,-1126111.8681542058,481.73630841169506,-2113.1318458008336,4708.0,1.3362296158447862e-08
9,19224,369600624,-1123503,-1128339,-2251842,-1126214.254822221,586.5096444417723,-2124.745177788196,4836.0,1.8164428183808923e-08
9,19225,369639075,-1123510,-1128590,-2252100,-1126320.4301267122,540.8602534243837,-2269.569873283466,5080.0,8.683855412527919e-09
9,19226,369677528,-1123684,-1128471,-2252155,-1126422.8570481143,690.7140962285921,-2048.1429518852665,4787.0,8.74933903105557e-10
9,19227,369715983,-1123756,-1128743,-2252499,-1126528.2118161253,557.4236322506331,-2214.7881838800877,4987.0,1.080843503586948e-08
9,19228,369754440,-1123855,-1128788,-2252643,-1126631.9904671644,620.9809343288653,-2156.009532829108,4933.0,1.2918462743982673e-08
9,19229,369792899,-1123930,-1129053,-2252983,-1126736.5642347804,490.128469560761,-2316.435765209635,5123.0,1.9968865672126412e-08
9,19230,369831360,-1124057,-1129131,-2253188,-1126841.363726607,494.7274532141164,-2289.6362733919686,5074.0,1.9463186617940664e-09
9,19231,369869823,-1124314,-1129134,-2253448,-1126946.389777715,444.77955543017015,-2187.610222296914,4820.0,2.3997927200980484e-08
9,19232,369908288,-1124341,-1128944,-2253285,-1127051.8949942184,818.7899884367362,-1892.1050057795637,4603.0,4.136381903663278e-09
9,19233,369946755,-1124463,-1129051,-2253514,-1127156.0545853684,798.109170736745,-1894.9454146324142,4588.0,1.5734258340671659e-09
9,19234,369985224,-1124666,-1129087,-2253753,-1127261.6396505178,770.2793010356836,-1825.360349483467,4421.0,2.6175257517024875e-09
9,19235,370023695,-1124716,-1129215,-2253931,-1127364.829151272,798.6583025441505,-1850.1708487328506,4499.0,9.851646609604359e-09
9,19236,370062168,-1124803,-1129153,-2253956,-1127469.8396863218,983.6793726435862,-1683.1603136823096,4350.0,8.205461199395359e-09
9,19237,370100643,-1124872,-1129311,-2254183,-1127575.2112446611,967.4224893222563,-1735.7887553402988,4439.0,2.853994374163449e-09
9,19238,370139120,-1124976,-1129417,-2254393,-1127680.4078315008,967.8156630015001,-1736.5921685085395,4441.0,1.8579157767817378e-08
9,19239,370177599,-1125070,-1129582,-2254652,-1127781.5511071403,911.1022142805159,-1800.448892860696,4512.0,1.9081198843196034e-09
9,19240,370216080,-1125357,-1129825,-2255182,-1127885.212853619,588.425707237795,-1939.787146383832,4468.0,5.458787200041115e-09
9,19241,370254563,-1125422,-1130006,-2255428,-1127991.8753720361,555.7507440722547,-2014.1246279708303,4584.0,1.3915268937125802e-08
9,19242,370293048,-1125586,-1130050,-2255636,-1128094.9881535054,553.9763070107438,-1955.01184649898,4464.0,8.703864295966923e-09
9,19243,370331535,-1125651,-1130277,-2255928,-1128198.5467210151,469.093442030251,-2078.4532789808227,4626.0,8.10359779279679e-09
9,19244,370370024,-1125785,-1130519,-2256304,-1128300.50583222,297.01166443992406,-2218.4941677776987,4734.0,4.678440745919943e-09
9,19245,370408515,-1125964,-1130490,-2256454,-1128407.636460045,361.27292008977383,-2082.3635399497934,4526.0,1.0639269021339715e-08
9,19246,370447008,-1126076,-1130518,-2256594,-1128511.361575237,428.72315047401935,-2006.638424763426,4442.0,8.712959242984653e-10
9,19247,370485503,-1126156,-1130576,-2256732,-1128617.8085671782,503.6171343564056,-1958.1914328228513,4420.0,2.1082087187096477e-09
9,19248,370524000,-1126242,-1130723,-2256965,-1128721.4789107498,477.9578214995563,-2001.5210892435734,4481.0,1.3296812539920211e-08
9,19249,370562499,-1126422,-1130960,-2257382,-1128824.617567201,267.2351344018243,-2135.3824328052924,4538.0,1.2409145710989833e-08
9,19250,370601000,-1126453,-1131150,-2257603,-1128929.9324717496,256.8649434992112,-2220.0675282460397,4697.0,8.70932126417756e-09
9,19251,370639503,-1126630,-1131104,-2257734,-1129035.3179591415,336.63591828290373,-2068.6820408572257,4474.0,2.6448105927556753e-09
9,19252,370678008,-1126774,-1131258,-2258032,-1129138.1727504635,244.3455009269528,-2119.827249538037,4484.0,3.026798367500305e-09
9,19253,370716515,-1126885,-1131459,-2258344,-1129244.50935194,145.01870387978852,-2214.4906480681684,4574.0,1.6125341062434018e-08
9,19254,370755024,-1126856,-1131581,-2258437,-1129347.6229467713,258.2458935426548,-2233.3770532327217,4725.0,8.098140824586153e-09
9,19255,370793535,-1126916,-1131670,-2258586,-1129450.527801524,315.05560304783285,-2219.47219848248,4754.0,1.2792952475138009e-08
9,19256,370832048,-1127032,-1131967,-2258999,-1129554.3991439643,109.79828792857006,-2412.6008560374503,4935.0,3.470631781965494e-09
9,19257,370870563,-1127149,-1132064,-2259213,-1129658.7530748649,104.5061497297138,-2405.246925137275,4915.0,4.2637111619114876e-09
9,19258,370909080,-1127253,-1132075,-2259328,-1129763.720219457,199.44043891411275,-2311.2797805430455,4822.0,2.0372681319713593e-10
9,19259,370947599,-1127304,-1132205,-2259509,-1129868.4983160696,227.99663213919848,-2336.5016839307063,4901.0,6.111804395914078e-10
9,19260,370986120,-1127351,-1132273,-2259624,-1129972.7980233147,321.5960466293618,-2300.201976688397,4922.0,6.155460141599178e-09
9,19261,371024643,-1127361,-1132478,-2259839,-1130079.6753118502,320.3506237003021,-2398.3246881465866,5117.0,6.524714990518987e-09
9,19262,371063168,-1127450,-1132610,-2260060,-1130182.7605465385,305.5210930770263,-2427.2394534614896,5160.0,5.4569682106375694e-12
9,19263,371101695,-1127630,-1132657,-2260287,-1130287.086224559,287.1724491179921,-2369.913775440342,5027.0,1.3242242857813835e-09
9,19264,371140224,-1127586,-1132660,-2260246,-1130390.4123221317,534.8246442633681,-2269.587677861786,5074.0,1.306034391745925e-08
9,19265,371178755,-1127713,-1132598,-2260311,-1130495.4054249628,679.8108499255031,-2102.5945750364353,4885.0,1.6261765267699957e-09
9,19266,371217288,-1127832,-1132642,-2260474,-1130601.393066364,728.7861327282153,-2040.6069336371338,4810.0,2.482920535840094e-09
9,19267,371255823,-1128004,-1132744,-2260748,-1130708.0404268273,668.0808536545373,-2035.9595731805293,4740.0,1.5596015146002173e-08
9,19268,371294360,-1128104,-1132879,-2260983,-1130812.3989301443,641.7978602885269,-2066.601069864313,4775.0,1.7153070075437427e-08
9,19269,371332899,-1128071,-1132866,-2260937,-1130917.5112981915,898.0225963830017,-1948.4887018067593,4795.0,3.4797267289832234e-09
9,19270,371371440,-1128190,-1132970,-2261160,-1131023.1618307522,886.3236615043133,-1946.838169250993,4780.0,6.299160304479301e-09
9,19271,371409983,-1128304,-1133079,-2261383,-1131128.5341740903,874.0683481805027,-1950.465825909443,4775.0,6.111804395914078e-10
9,19272,371448528,-1128354,-1133045,-2261399,-1131235.7370581008,1072.4741162015125,-1809.2629419003588,4691.0,2.23008100874722e-09
9,19273,371487075,-1128365,-1133048,-2261413,-1131341.5035222918,1270.007044583559,-1706.4964776999705,4683.0,1.6500052879564464e-08
9,19274,371525624,-1128580,-1133125,-2261705,-1131447.9606181332,1190.921236266382,-1677.0393818702842,4545.0,6.950358510948718e-09
9,19275,371564175,-1128583,-1133259,-2261842,-1131550.7292921613,1259.458584322594,-1708.2707078465883,4676.0,1.5770638128742576e-08
9,19276,371602728,-1128705,-1133480,-2262185,-1131652.8431599773,1120.6863199546933,-1827.1568400221795,4775.0,9.476934792473912e-10
9,19277,371641283,-1128802,-1133751,-2262553,-1131760.0491611224,967.0983222448267,-1990.9508388754875,4949.0,4.198227543383837e-09
9,19278,371679840,-1129004,-1133910,-2262914,-1131861.9789498614,809.9578997227363,-2048.0210501405018,4906.0,3.739842213690281e-09
9,19279,371718399,-1129087,-1134133,-2263220,-1131968.0308325856,716.0616651712917,-2164.9691674103724,5046.0,7.96353560872376e-09
9,19280,371756960,-1129146,-1133979,-2263125,-1132074.1792878448,1023.3585756896064,-1904.8207121586702,4833.0,6.946720532141626e-09
9,19281,371795523,-1129338,-1133966,-2263304,-1132177.2188385315,1050.4376770630479,-1788.7811614662269,4628.0,4.498360794968903e-09
9,19282,371834088,-1129454,-1134030,-2263484,-1132281.41973575,1078.8394714999013,-1748.580264257852,4576.0,1.5605110093019903e-08
9,19283,371872655,-1129575,-1134075,-2263650,-1132388.1679692212,1126.3359384424984,-1686.8320307840968,4500.0,1.0692019714042544e-08
9,19284,371911224,-1129632,-1134359,-2263991,-1132491.0355147717,991.071029543411,-1867.9644852216315,4727.0,1.3325916370376945e-08
9,19285,371949795,-1129832,-1134554,-2264386,-1132595.732782663,805.465565326158,-1958.2672173381898,4722.0,2.5374902179464698e-09
9,19286,371988368,-1129811,-1134936,-2264747,-1132701.4779394127,655.9558788253926,-2234.522060582819,5125.0,8.969436748884618e-09
9,19287,372026943,-1129929,-1134963,-2264892,-1132805.946134938,719.8922698758543,-2157.0538650631834,5034.0,2.2209860617294908e-09
9,19288,372065520,-1129934,-1134967,-2264901,-1132911.0255056813,921.0510113625787,-2055.9744943221613,5033.0,6.9012457970529795e-09
9,19289,372104099,-1130079,-1135077,-2265156,-1133014.218910681,872.4378213621676,-2062.78108931693,4998.0,3.9726728573441505e-09
9,19290,372142680,-1130133,-1135117,-2265250,-1133121.9927140719,993.9854281437583,-1995.0072859374914,4984.0,1.874104782473296e-08
9,19291,372181263,-1130430,-1135025,-2265455,-1133228.3039666016,1001.6079332032241,-1796.6960333921306,4595.0,1.2514647096395493e-08
9,19292,372219848,-1130491,-1135232,-2265723,-1133330.409739908,937.8194798161276,-1901.5902600830877,4741.0,1.7696947907097638e-08
9,19293,372258435,-1130670,-1135464,-2266134,-1133435.4068626508,736.8137253015302,-2028.593137352149,4794.0,5.828042048960924e-09
9,19294,372297024,-1130724,-1135419,-2266143,-1133540.0598870723,937.1197741446085,-1878.9401129300068,4695.0,4.622052074410021e-09
9,19295,372335615,-1130834,-1135545,-2266379,-1133644.7927469024,910.5854938048869,-1900.2072530992336,4711.0,3.3542164601385593e-09
9,19296,372374208,-1130991,-1135567,-2266558,-1133747.5492609453,937.0985218905844,-1819.4507390525696,4576.0,4.2764440877363086e-09
9,19297,372412803,-1131045,-1135700,-2266745,-1133851.905167556,958.8103351118043,-1848.0948324399706,4655.0,8.254573913291097e-09
9,19298,372451400,-1131094,-1135719,-2266813,-1133955.4766111218,1097.953222243581,-1763.5233888780322,4625.0,3.54702933691442e-10
9,19299,372489999,-1131289,-1135816,-2267105,-1134058.8799769757,1012.7599539514631,-1757.120023023258,4527.0,2.0208972273394465e-09
9,19300,372528600,-1131344,-1136032,-2267376,-1134165.0441957472,954.0883914944716,-1866.9558042510598,4688.0,3.408786142244935e-09
9,19301,372567203,-1131315,-1136338,-2267653,-1134268.9298765429,884.859753085766,-2069.070123447479,5023.0,1.927583070937544e-08
9,19302,372605808,-1131435,-1136336,-2267771,-1134370.3427741826,969.6855483651161,-1965.657225819603,4901.0,4.321918822824955e-09
9,19303,372644415,-1131574,-1136440,-2268014,-1134475.568425896,937.1368517922238,-1964.4315741067567,4866.0,5.737092578783631e-09
9,19304,372683024,-1131494,-1136521,-2268015,-1134577.2805438065,1139.561087612994,-1943.719456194941,5027.0,2.875822247005999e-09
9,19305,372721635,-1131556,-1136748,-2268304,-1134681.3913713975,1058.7827427950688,-2066.60862860022,5192.0,4.49108483735472e-09
9,19306,372760248,-1131706,-1136882,-2268588,-1134783.2080277882,978.4160555764101,-2098.7919722141705,5176.0,4.751200322061777e-09
9,19307,372798863,-1131784,-1137046,-2268830,-1134888.0300017647,946.0600035293028,-2157.969998237788,5262.0,4.878529580309987e-09
9,19308,372837480,-1131896,-1137019,-2268915,-1134990.2831063082,1065.5662126163952,-2028.7168936861435,5123.0,1.1317752068862319e-08
9,19309,372876099,-1131933,-1137353,-2269286,-1135096.02707423,906.054148459807,-2256.972925777418,5420.0,1.4642864698544145e-08
9,19310,372914720,-1132038,-1137536,-2269574,-1135199.0400699263,824.0801398525946,-2336.95993007351,5498.0,3.8562575355172157e-10
9,19311,372953343,-1132078,-1137701,-2269779,-1135302.1408275976,825.2816551951692,-2398.8591723969557,5623.0,1.0919393389485776e-08
9,19312,372991968,-1132270,-1137892,-2270162,-1135406.6567613087,651.3135226173326,-2485.3432386949617,5622.0,7.2559487307444215e-09
9,19313,373030595,-1132417,-1138197,-2270614,-1135510.2942623757,406.5885247513652,-2686.7057376268012,5780.0,4.967660061083734e-09
9,19314,373069224,-1132529,-1138286,-2270815,-1135613.90733901,412.814678019844,-2672.0926609888947,5757.0,2.3665052140131593e-09
9,19315,373107855,-1132621,-1138427,-2271048,-1135720.0311058084,392.0622116168961,-2706.9688941952145,5806.0,7.325070328079164e-09
9,19316,373146488,-1132747,-1138393,-2271140,-1135826.8503239667,513.7006479334086,-2566.1496760332275,5646.0,1.3642420526593924e-10
9,19317,373185123,-1132892,-1138551,-2271443,-1135932.5049636108,422.0099272215739,-2618.495036394339,5659.0,1.0251824278384447e-08
9,19318,373223760,-1132869,-1138622,-2271491,-1136037.5564859195,584.1129718390293,-2584.4435140851238,5753.0,9.276845958083868e-09
9,19319,373262399,-1132978,-1138867,-2271845,-1136144.754161073,444.50832214578986,-2722.245838929731,5889.0,5.251422408036888e-09
9,19320,373301040,-1133020,-1139099,-2272119,-1136249.6323318174,380.2646636348218,-2849.367668181976,6079.0,1.2259988579899073e-09
9,19321,373339683,-1133123,-1139185,-2272308,-1136355.2036838434,402.40736768674105,-2829.796316153597,6062.0,6.0645106714218855e-09
9,19322,373378328,-1133364,-1138948,-2272312,-1136457.897486311,603.7949726218358,-2490.102513695637,5584.0,1.3109456631354988e-08
9,19323,373416975,-1133433,-1138964,-2272397,-1136565.4044155788,733.8088311576284,-2398.5955844197724,5531.0,2.826709533110261e-09
9,19324,373455624,-1133573,-1139344,-2272917,-1136672.298589726,427.59717945195735,-2671.7014102688318,5771.0,1.0379153536632657e-08
9,19325,373494275,-1133698,-1139255,-2272953,-1136777.7198163262,602.4396326523274,-2477.2801836689705,5557.0,9.731593308970332e-09
