N,R,runmax_absR
1998,9,15
1999,9,15
2000,10,15
2001,9,15
2002,9,15
2003,8,15
2004,8,15
2005,9,15
2006,9,15
2007,10,15
2008,11,15
2009,12,15
2010,12,15
2011,11,15
2012,10,15
2013,10,15
2014,10,15
2015,10,15
2016,11,15
2017,12,15
2018,12,15
2019,13,15
2020,12,15
2021,13,15
2022,13,15
2023,12,15
2024,13,15
2025,12,15
2026,12,15
2027,11,15
2028,10,15
2029,9,15
2030,9,15
2031,9,15
2032,8,15
2033,7,15
2034,7,15
2035,8,15
2036,9,15
2037,8,15
2038,8,15
2039,9,15
2040,9,15
2041,8,15
2042,8,15
2043,9,15
2044,9,15
2045,8,15
2046,8,15
2047,9,15
2048,10,15
2049,10,15
2050,10,15
2051,9,15
2052,10,15
2053,11,15
2054,11,15
2055,10,15
2056,9,15
2057,8,15
2058,8,15
2059,7,15
2060,6,15
2061,7,15
2062,7,15
2063,6,15
2064,5,15
2065,5,15
2066,5,15
2067,5,15
2068,4,15
2069,5,15
2070,5,15
2071,4,15
2072,3,15
2073,4,15
2074,4,15
2075,5,15
2076,5,15
2077,4,15
2078,4,15
2079,3,15
2080,2,15
2081,3,15
2082,3,15
2083,2,15
2084,1,15
2085,1,15
2086,1,15
2087,0,15
2088,-1,15
2089,-1,15
2090,-1,15
2091,-2,15
2092,-1,15
2093,-1,15
2094,-1,15
2095,0,15
2096,1,15
2097,2,15
2098,2,15
2099,1,15
2100,0,15
