N,R,runmax_absR
3803832,475,658
3808426,537,658
3813020,597,658
3817614,519,658
3822208,520,658
3826802,544,658
3831396,511,658
3835990,567,658
3840584,546,658
3845178,584,658
3849772,533,658
3854366,598,658
3858960,604,658
3863554,522,658
3868148,573,658
3872742,564,658
3877336,596,658
3881930,576,658
3886524,561,658
3891118,619,658
3895712,566,658
3900306,493,658
3904900,432,658
3909494,461,658
3914088,445,658
3918682,319,658
3923276,329,658
3927870,253,658
3932464,221,658
3937058,235,658
3941652,244,658
3946246,215,658
3950840,256,658
3955434,287,658
3960028,276,658
3964622,315,658
3969216,276,658
3973810,300,658
3978404,319,658
3982998,322,658
3987592,241,658
3992186,220,658
3996780,233,658
4001374,277,658
4005968,309,658
4010562,313,658
4015156,324,658
4019750,409,658
4024344,455,658
4028938,516,658
4033532,516,658
4038126,606,658
4042720,592,658
4047314,499,658
4051908,510,658
4056502,363,658
4061096,365,658
4065690,412,658
4070284,372,658
4074878,325,658
4079472,354,658
4084066,241,658
4088660,246,658
4093254,334,658
4097848,342,658
4102442,256,658
4107036,311,658
4111630,303,658
4116224,232,658
4120818,285,658
4125412,265,658
4130006,172,658
4134600,200,658
4139194,142,658
4143788,195,658
4148382,240,658
4152976,285,658
4157570,330,658
4162164,234,658
4166758,183,658
4171352,125,658
4175946,49,658
4180540,2,658
4185134,-18,658
4189728,-29,658
4194322,-55,658
4198916,-90,658
4203510,-31,658
4208104,14,658
4212698,-17,658
4217292,49,658
4221886,37,658
4226480,-100,658
4231074,-97,658
4235668,-124,658
4240262,-113,658
4244856,-33,658
4249450,-85,658
4254044,-62,658
4258638,-86,658
4263232,-26,658
4267826,-21,658
4272420,-61,658
4277014,-94,658
4281608,-129,658
4286202,2,658
4290796,-20,658
4295390,-110,658
4299984,-66,658
4304578,-5,658
4309172,-88,658
4313766,-132,658
4318360,-126,658
4322954,-116,658
4327548,-218,658
4332142,-216,658
4336736,-156,658
4341330,-181,658
4345924,-117,658
4350518,-158,658
4355112,-143,658
4359706,-230,658
4364300,-263,658
4368894,-255,658
4373488,-213,658
4378082,-258,658
4382676,-344,658
4387270,-333,658
4391864,-433,658
4396458,-346,658
4401052,-364,658
4405646,-427,658
4410240,-467,658
4414834,-497,658
4419428,-459,658
4424022,-527,658
4428616,-519,658
4433210,-528,658
4437804,-570,658
4442398,-586,658
4446992,-646,672
4451586,-672,688
4456180,-712,733
4460774,-663,733
4465368,-625,733
4469962,-672,733
4474556,-651,733
4479150,-643,733
4483744,-692,733
4488338,-715,748
4492932,-648,748
4497526,-653,748
4502120,-567,748
4506714,-584,748
4511308,-640,748
4515902,-622,748
4520496,-594,748
4525090,-631,748
4529684,-581,748
4534278,-562,748
4538872,-439,748
4543466,-537,748
4548060,-591,748
4552654,-569,748
4557248,-605,748
4561842,-589,748
4566436,-589,748
4571030,-566,748
4575624,-601,748
4580218,-613,748
4584812,-619,748
4589406,-522,748
4594000,-528,748
4598594,-389,748
4603188,-449,748
4607782,-405,748
4612376,-389,748
4616970,-360,748
4621564,-362,748
4626158,-399,748
4630752,-479,748
4635346,-410,748
4639940,-310,748
4644534,-339,748
4649128,-345,748
4653722,-325,748
4658316,-340,748
4662910,-369,748
4667504,-381,748
4672098,-350,748
4676692,-348,748
4681286,-353,748
4685880,-393,748
4690474,-382,748
4695068,-451,748
4699662,-493,748
4704256,-562,748
4708850,-554,748
4713444,-577,748
4718038,-585,748
4722632,-569,748
4727226,-590,748
4731820,-596,748
4736414,-590,748
4741008,-670,748
4745602,-687,748
4750196,-614,748
4754790,-591,748
4759384,-633,748
4763978,-659,748
4768572,-669,748
4773166,-671,748
4777760,-660,748
4782354,-659,748
4786948,-649,748
4791542,-683,748
4796136,-742,748
4800730,-660,761
4805324,-660,761
4809918,-658,761
4814512,-609,761
4819106,-623,761
4823700,-662,761
4828294,-704,761
4832888,-808,811
4837482,-736,822
4842076,-644,822
4846670,-665,822
4851264,-675,822
4855858,-652,822
4860452,-730,822
4865046,-714,822
4869640,-671,822
4874234,-766,822
4878828,-707,822
4883422,-710,822
4888016,-598,822
4892610,-529,822
4897204,-552,822
4901798,-498,822
4906392,-467,822
4910986,-495,822
4915580,-471,822
4920174,-528,822
4924768,-471,822
4929362,-451,822
4933956,-486,822
4938550,-433,822
4943144,-488,822
4947738,-518,822
4952332,-573,822
4956926,-570,822
4961520,-514,822
4966114,-492,822
4970708,-412,822
4975302,-394,822
4979896,-463,822
4984490,-478,822
4989084,-453,822
4993678,-450,822
4998272,-494,822
5002866,-473,822
5007460,-470,822
5012054,-344,822
5016648,-356,822
5021242,-306,822
5025836,-418,822
5030430,-412,822
5035024,-325,822
5039618,-282,822
5044212,-293,822
5048806,-174,822
5053400,-193,822
5057994,-154,822
5062588,-98,822
5067182,-16,822
5071776,-73,822
5076370,-80,822
5080964,-46,822
5085558,-160,822
5090152,-159,822
5094746,-49,822
5099340,-36,822
5103934,-45,822
5108528,-35,822
5113122,10,822
5117716,71,822
5122310,86,822
5126904,162,822
5131498,186,822
5136092,216,822
5140686,243,822
5145280,163,822
5149874,248,822
5154468,250,822
5159062,347,822
5163656,362,822
5168250,408,822
5172844,454,822
5177438,455,822
5182032,413,822
5186626,407,822
5191220,327,822
5195814,311,822
5200408,356,822
5205002,319,822
5209596,268,822
5214190,288,822
5218784,224,822
5223378,326,822
5227972,388,822
5232566,326,822
5237160,412,822
5241754,419,822
5246348,413,822
5250942,373,822
5255536,397,822
5260130,470,822
5264724,415,822
5269318,463,822
5273912,512,822
5278506,516,822
5283100,528,822
5287694,507,822
5292288,564,822
5296882,481,822
5301476,492,822
5306070,527,822
5310664,558,822
5315258,536,822
5319852,544,822
5324446,497,822
5329040,517,822
5333634,580,822
5338228,507,822
5342822,537,822
5347416,487,822
5352010,534,822
5356604,516,822
5361198,464,822
5365792,494,822
5370386,551,822
5374980,459,822
5379574,427,822
5384168,393,822
5388762,393,822
5393356,414,822
5397950,391,822
5402544,383,822
5407138,291,822
5411732,247,822
5416326,167,822
5420920,207,822
5425514,138,822
5430108,192,822
5434702,156,822
5439296,169,822
5443890,200,822
5448484,256,822
5453078,305,822
5457672,314,822
5462266,325,822
5466860,269,822
5471454,230,822
5476048,215,822
5480642,219,822
5485236,287,822
5489830,283,822
5494424,188,822
5499018,171,822
5503612,179,822
5508206,149,822
5512800,181,822
5517394,196,822
5521988,145,822
5526582,275,822
5531176,256,822
5535770,265,822
5540364,283,822
5544958,235,822
5549552,213,822
5554146,292,822
5558740,305,822
5563334,235,822
5567928,211,822
5572522,215,822
5577116,314,822
5581710,307,822
5586304,289,822
5590898,280,822
5595492,245,822
5600086,152,822
5604680,169,822
5609274,106,822
5613868,128,822
5618462,147,822
5623056,151,822
5627650,182,822
5632244,139,822
5636838,189,822
5641432,191,822
5646026,237,822
5650620,264,822
5655214,286,822
5659808,240,822
5664402,170,822
5668996,149,822
5673590,215,822
5678184,242,822
5682778,302,822
5687372,278,822
5691966,161,822
5696560,178,822
5701154,203,822
5705748,286,822
5710342,310,822
5714936,300,822
5719530,279,822
5724124,339,822
5728718,346,822
5733312,331,822
5737906,400,822
5742500,412,822
5747094,341,822
5751688,415,822
5756282,347,822
5760876,387,822
5765470,382,822
5770064,393,822
5774658,339,822
5779252,296,822
5783846,308,822
5788440,216,822
5793034,203,822
5797628,259,822
5802222,282,822
5806816,286,822
5811410,181,822
5816004,160,822
5820598,182,822
5825192,286,822
5829786,275,822
5834380,312,822
5838974,339,822
5843568,411,822
5848162,348,822
5852756,351,822
5857350,469,822
5861944,493,822
5866538,474,822
5871132,518,822
5875726,540,822
5880320,639,822
5884914,620,822
5889508,726,822
5894102,718,822
5898696,751,822
5903290,733,822
5907884,739,822
5912478,788,822
5917072,828,839
5921666,889,897
5926260,994,1003
5930854,960,1009
5935448,991,1009
5940042,923,1038
5944636,905,1038
5949230,894,1038
5953824,893,1038
5958418,974,1038
5963012,1039,1042
5967606,1062,1070
5972200,1008,1085
5976794,1036,1085
5981388,1019,1085
5985982,972,1085
5990576,870,1085
5995170,887,1085
5999764,876,1085
6004358,891,1085
6008952,918,1085
6013546,968,1085
6018140,947,1085
6022734,965,1085
6027328,927,1085
6031922,958,1085
6036516,989,1085
6041110,976,1085
6045704,1015,1085
6050298,890,1085
6054892,836,1085
6059486,895,1085
6064080,889,1085
6068674,905,1085
6073268,859,1085
6077862,872,1085
6082456,842,1085
6087050,795,1085
6091644,690,1085
6096238,633,1085
6100832,674,1085
6105426,717,1085
6110020,679,1085
6114614,686,1085
6119208,701,1085
6123802,757,1085
6128396,701,1085
6132990,602,1085
6137584,537,1085
6142178,560,1085
6146772,543,1085
6151366,579,1085
6155960,501,1085
6160554,553,1085
6165148,501,1085
6169742,576,1085
6174336,679,1085
6178930,643,1085
6183524,589,1085
6188118,568,1085
6192712,629,1085
6197306,562,1085
6201900,541,1085
6206494,516,1085
6211088,444,1085
6215682,376,1085
6220276,391,1085
6224870,445,1085
6229464,521,1085
6234058,526,1085
6238652,463,1085
6243246,437,1085
6247840,402,1085
6252434,358,1085
6257028,350,1085
6261622,392,1085
6266216,410,1085
6270810,439,1085
6275404,433,1085
6279998,493,1085
6284592,565,1085
6289186,506,1085
6293780,576,1085
6298374,623,1085
6302968,586,1085
6307562,566,1085
6312156,580,1085
6316750,616,1085
6321344,580,1085
6325938,606,1085
6330532,577,1085
6335126,512,1085
6339720,498,1085
6344314,447,1085
6348908,387,1085
6353502,295,1085
6358096,349,1085
6362690,412,1085
6367284,456,1085
6371878,350,1085
6376472,287,1085
6381066,306,1085
6385660,305,1085
6390254,349,1085
6394848,315,1085
6399442,313,1085
6404036,294,1085
6408630,190,1085
6413224,192,1085
6417818,252,1085
6422412,236,1085
6427006,132,1085
6431600,59,1085
6436194,121,1085
6440788,22,1085
6445382,-64,1085
6449976,-74,1085
6454570,-190,1085
6459164,-194,1085
6463758,-222,1085
6468352,-290,1085
6472946,-203,1085
6477540,-153,1085
6482134,-182,1085
6486728,-227,1085
6491322,-128,1085
6495916,-189,1085
6500510,-193,1085
6505104,-236,1085
6509698,-255,1085
6514292,-284,1085
6518886,-304,1085
6523480,-375,1085
6528074,-431,1085
6532668,-461,1085
6537262,-547,1085
6541856,-569,1085
6546450,-624,1085
6551044,-665,1085
6555638,-569,1085
6560232,-629,1085
6564826,-702,1085
6569420,-798,1085
6574014,-803,1085
6578608,-823,1085
6583202,-824,1085
6587796,-901,1085
6592390,-978,1085
6596984,-1020,1085
6601578,-1012,1085
6606172,-990,1085
6610766,-860,1085
6615360,-901,1085
6619954,-897,1085
6624548,-815,1085
6629142,-735,1085
6633736,-746,1085
6638330,-686,1085
6642924,-788,1085
6647518,-757,1085
6652112,-735,1085
6656706,-742,1085
6661300,-804,1085
6665894,-648,1085
6670488,-670,1085
6675082,-703,1085
6679676,-742,1085
6684270,-638,1085
6688864,-625,1085
6693458,-609,1085
6698052,-563,1085
6702646,-551,1085
6707240,-536,1085
6711834,-532,1085
6716428,-575,1085
6721022,-545,1085
6725616,-550,1085
6730210,-522,1085
6734804,-561,1085
6739398,-543,1085
6743992,-507,1085
6748586,-464,1085
6753180,-526,1085
6757774,-519,1085
6762368,-569,1085
6766962,-539,1085
6771556,-522,1085
6776150,-501,1085
6780744,-593,1085
6785338,-594,1085
6789932,-625,1085
6794526,-720,1085
6799120,-749,1085
6803714,-644,1085
6808308,-732,1085
6812902,-726,1085
6817496,-672,1085
6822090,-654,1085
6826684,-618,1085
6831278,-650,1085
6835872,-566,1085
6840466,-588,1085
6845060,-646,1085
6849654,-599,1085
6854248,-614,1085
6858842,-612,1085
6863436,-628,1085
6868030,-644,1085
6872624,-621,1085
6877218,-567,1085
6881812,-573,1085
6886406,-483,1085
6891000,-463,1085
6895594,-434,1085
6900188,-333,1085
6904782,-364,1085
6909376,-338,1085
6913970,-354,1085
6918564,-376,1085
6923158,-435,1085
6927752,-448,1085
6932346,-402,1085
6936940,-385,1085
6941534,-439,1085
6946128,-340,1085
6950722,-226,1085
6955316,-192,1085
6959910,-95,1085
6964504,-67,1085
6969098,-107,1085
6973692,-88,1085
6978286,-121,1085
6982880,-87,1085
6987474,-122,1085
6992068,-105,1085
6996662,16,1085
7001256,2,1085
7005850,-52,1085
7010444,-99,1085
7015038,-83,1085
7019632,-120,1085
7024226,-130,1085
7028820,-120,1085
7033414,-200,1085
7038008,-158,1085
7042602,-235,1085
7047196,-192,1085
7051790,-276,1085
7056384,-190,1085
7060978,-187,1085
7065572,-84,1085
7070166,-102,1085
7074760,-112,1085
7079354,-148,1085
7083948,-133,1085
7088542,-184,1085
7093136,-229,1085
7097730,-272,1085
7102324,-312,1085
7106918,-309,1085
7111512,-258,1085
7116106,-338,1085
7120700,-329,1085
7125294,-312,1085
7129888,-220,1085
7134482,-191,1085
7139076,-196,1085
7143670,-196,1085
7148264,-208,1085
7152858,-153,1085
7157452,-231,1085
7162046,-253,1085
7166640,-246,1085
7171234,-170,1085
7175828,-165,1085
7180422,-209,1085
7185016,-236,1085
7189610,-250,1085
7194204,-218,1085
7198798,-211,1085
7203392,-316,1085
7207986,-254,1085
7212580,-311,1085
7217174,-248,1085
7221768,-206,1085
7226362,-142,1085
7230956,-184,1085
7235550,-97,1085
7240144,-80,1085
7244738,-123,1085
7249332,-86,1085
7253926,-109,1085
7258520,13,1085
7263114,-53,1085
7267708,31,1085
7272302,50,1085
7276896,131,1085
7281490,137,1085
7286084,86,1085
7290678,84,1085
7295272,100,1085
7299866,19,1085
7304460,-46,1085
7309054,18,1085
7313648,-41,1085
7318242,-28,1085
7322836,33,1085
7327430,-26,1085
7332024,-40,1085
7336618,-96,1085
7341212,-85,1085
7345806,-61,1085
7350400,-123,1085
7354994,-142,1085
7359588,-107,1085
7364182,-150,1085
7368776,-165,1085
7373370,-191,1085
7377964,-154,1085
7382558,-194,1085
7387152,-192,1085
7391746,-184,1085
7396340,-148,1085
7400934,-208,1085
7405528,-192,1085
7410122,-143,1085
7414716,-49,1085
7419310,-159,1085
7423904,-211,1085
7428498,-184,1085
7433092,-278,1085
7437686,-213,1085
7442280,-169,1085
7446874,-125,1085
7451468,-123,1085
7456062,-121,1085
7460656,-162,1085
7465250,-103,1085
7469844,-119,1085
7474438,-129,1085
7479032,-197,1085
7483626,-127,1085
7488220,-169,1085
7492814,-156,1085
7497408,-160,1085
7502002,-254,1085
7506596,-191,1085
7511190,-174,1085
