N,R,runmax_absR
40800,44,129
41040,34,129
41280,28,129
41520,2,129
41760,20,129
42000,15,129
42240,17,129
42480,26,129
42720,20,129
42960,3,129
43200,22,129
43440,19,129
43680,19,129
43920,36,129
44160,31,129
44400,28,129
44640,25,129
44880,7,129
45120,19,129
45360,9,129
45600,-1,129
45840,-19,129
46080,-13,129
46320,-19,129
46560,-9,129
46800,-2,129
47040,-8,129
47280,-4,129
47520,-12,129
47760,-27,129
48000,-24,129
48240,-19,129
48480,-3,129
48720,-4,129
48960,-4,129
49200,5,129
49440,-1,129
49680,-21,129
49920,-17,129
50160,-9,129
50400,-7,129
50640,-1,129
50880,-14,129
51120,-32,129
51360,-30,129
51600,-39,129
51840,-40,129
52080,-49,129
52320,-76,129
52560,-71,129
52800,-68,129
53040,-65,129
53280,-49,129
53520,-37,129
53760,-37,129
54000,-23,129
54240,-7,129
54480,-25,129
54720,-8,129
54960,10,129
55200,9,129
55440,8,129
55680,24,129
55920,46,129
56160,39,129
56400,21,129
56640,30,129
56880,22,129
57120,17,129
57360,13,129
57600,31,129
57840,8,129
58080,12,129
58320,27,129
58560,33,129
58800,27,129
59040,6,129
59280,8,129
59520,-4,129
59760,-10,129
60000,-9,129
60240,-25,129
60480,-14,129
60720,-1,129
60960,-1,129
61200,1,129
61440,-22,129
61680,-12,129
61920,-22,129
62160,-22,129
62400,-40,129
62640,-41,129
62880,-60,129
63120,-65,129
63360,-80,129
63600,-81,129
63840,-64,129
64080,-85,129
64320,-86,129
64560,-111,129
64800,-110,129
65040,-113,129
65280,-123,133
65520,-139,142
65760,-131,142
66000,-144,148
66240,-133,148
66480,-141,148
66720,-129,148
66960,-133,148
67200,-114,148
67440,-109,148
67680,-89,148
67920,-91,148
68160,-86,148
68400,-80,148
68640,-78,148
68880,-82,148
69120,-80,148
69360,-71,148
69600,-71,148
69840,-75,148
70080,-53,148
70320,-37,148
70560,-44,148
70800,-24,148
71040,-31,148
71280,-25,148
71520,-50,148
71760,-53,148
72000,-59,148
72240,-79,148
72480,-73,148
72720,-69,148
72960,-61,148
73200,-45,148
73440,-27,148
73680,-13,148
73920,4,148
74160,-17,148
74400,-18,148
74640,-14,148
74880,-36,148
75120,-41,148
75360,-48,148
75600,-42,148
75840,-44,148
76080,-38,148
76320,-40,148
76560,-38,148
76800,-44,148
77040,-43,148
77280,-29,148
77520,-23,148
77760,-13,148
78000,-3,148
78240,2,148
78480,-13,148
78720,-9,148
78960,-17,148
79200,-13,148
79440,-22,148
79680,-10,148
79920,-31,148
80160,-8,148
80400,4,148
80640,-10,148
80880,-7,148
81120,-20,148
81360,-11,148
81600,-1,148
81840,17,148
82080,27,148
82320,15,148
82560,21,148
82800,40,148
83040,43,148
83280,35,148
83520,42,148
83760,56,148
84000,74,148
84240,72,148
84480,66,148
84720,80,148
84960,82,148
85200,78,148
85440,77,148
85680,88,148
85920,64,148
86160,62,148
86400,68,148
86640,79,148
86880,96,148
87120,70,148
87360,72,148
87600,61,148
87840,69,148
88080,77,148
88320,78,148
88560,84,148
88800,91,148
89040,93,148
89280,94,148
89520,114,148
89760,100,148
90000,91,148
90240,88,148
90480,107,148
90720,93,148
90960,70,148
91200,58,148
91440,50,148
91680,36,148
91920,50,148
92160,32,148
92400,21,148
92640,22,148
92880,20,148
93120,27,148
93360,27,148
93600,7,148
93840,12,148
94080,21,148
94320,7,148
94560,0,148
94800,-4,148
95040,7,148
95280,-4,148
95520,-6,148
95760,-20,148
96000,-5,148
96240,-3,148
96480,-9,148
96720,-3,148
96960,9,148
97200,35,148
97440,49,148
97680,57,148
97920,48,148
98160,60,148
98400,49,148
98640,41,148
98880,51,148
99120,12,148
99360,11,148
99600,-16,148
99840,-24,148
100080,-29,148
100320,-21,148
100560,-40,148
100800,-36,148
101040,-35,148
101280,-14,148
101520,-11,148
101760,-23,148
102000,-16,148
102240,-17,148
102480,-25,148
102720,-44,148
102960,-62,148
103200,-56,148
103440,-63,148
103680,-56,148
103920,-25,148
104160,-33,148
104400,-32,148
104640,-23,148
104880,-16,148
105120,-13,148
105360,-8,148
105600,-12,148
105840,-27,148
106080,-32,148
106320,-34,148
106560,-54,148
106800,-65,148
107040,-62,148
107280,-87,148
107520,-93,148
107760,-96,148
108000,-98,148
108240,-105,148
108480,-107,148
108720,-123,148
108960,-108,148
109200,-116,148
109440,-122,148
109680,-100,148
109920,-104,148
110160,-96,148
110400,-94,148
110640,-110,148
110880,-115,148
111120,-108,148
111360,-115,148
111600,-126,148
111840,-149,150
112080,-137,150
112320,-114,150
112560,-119,150
112800,-93,150
113040,-76,150
113280,-84,150
113520,-79,150
113760,-63,150
114000,-57,150
114240,-54,150
114480,-65,150
114720,-72,150
114960,-73,150
115200,-67,150
115440,-68,150
115680,-78,150
115920,-58,150
116160,-56,150
116400,-64,150
116640,-56,150
116880,-66,150
117120,-52,150
117360,-73,150
117600,-77,150
117840,-81,150
118080,-73,150
118320,-67,150
118560,-59,150
118800,-62,150
119040,-65,150
119280,-80,150
119520,-87,150
119760,-66,150
120000,-67,150
120240,-76,150
120480,-68,150
120720,-57,150
120960,-55,150
121200,-43,150
121440,-44,150
121680,-66,150
121920,-78,150
122160,-87,150
122400,-99,150
122640,-100,150
122880,-113,150
123120,-116,150
123360,-113,150
123600,-116,150
123840,-112,150
124080,-114,150
124320,-116,150
124560,-100,150
124800,-105,150
125040,-94,150
125280,-93,150
125520,-81,150
125760,-78,150
126000,-81,150
126240,-73,150
126480,-67,150
126720,-59,150
126960,-69,150
127200,-77,150
127440,-83,150
127680,-85,150
127920,-84,150
128160,-86,150
128400,-89,150
128640,-93,150
128880,-78,150
129120,-73,150
129360,-66,150
129600,-79,150
129840,-91,150
130080,-79,150
130320,-61,150
130560,-54,150
130800,-77,150
131040,-77,150
131280,-73,150
131520,-53,150
131760,-61,150
132000,-59,150
132240,-23,150
132480,-25,150
132720,-37,150
132960,-45,150
133200,-23,150
133440,-7,150
133680,-16,150
133920,0,150
134160,4,150
134400,-7,150
134640,1,150
134880,8,150
135120,33,150
135360,36,150
135600,23,150
135840,29,150
136080,30,150
136320,22,150
136560,26,150
136800,20,150
137040,6,150
137280,23,150
137520,21,150
137760,15,150
138000,48,150
138240,60,150
138480,62,150
138720,78,150
138960,98,150
139200,97,150
139440,99,150
139680,99,150
139920,76,150
140160,86,150
140400,70,150
140640,77,150
140880,83,150
141120,84,150
141360,96,150
141600,87,150
141840,75,150
142080,59,150
142320,66,150
142560,63,150
142800,75,150
143040,71,150
143280,60,150
143520,74,150
143760,74,150
144000,67,150
144240,55,150
144480,62,150
144720,64,150
144960,59,150
145200,73,150
145440,85,150
145680,95,150
145920,88,150
146160,77,150
146400,49,150
146640,25,150
146880,29,150
147120,35,150
147360,39,150
147600,42,150
147840,63,150
148080,63,150
148320,74,150
148560,71,150
148800,59,150
149040,64,150
149280,56,150
149520,52,150
149760,32,150
150000,27,150
150240,47,150
150480,58,150
150720,47,150
150960,51,150
151200,51,150
151440,58,150
151680,48,150
151920,35,150
152160,27,150
152400,33,150
152640,21,150
152880,42,150
153120,51,150
153360,29,150
153600,15,150
153840,18,150
154080,14,150
154320,3,150
154560,22,150
154800,45,150
155040,38,150
155280,34,150
155520,24,150
155760,9,150
156000,9,150
156240,9,150
156480,29,150
156720,21,150
156960,36,150
157200,26,150
157440,5,150
157680,-1,150
157920,14,150
158160,27,150
158400,15,150
158640,29,150
158880,23,150
159120,40,150
159360,40,150
159600,22,150
159840,15,150
160080,20,150
160320,26,150
160560,40,150
160800,36,150
161040,57,150
161280,62,150
161520,65,150
161760,78,150
162000,74,150
162240,38,150
162480,40,150
162720,33,150
162960,24,150
163200,17,150
163440,1,150
163680,7,150
163920,-1,150
164160,-12,150
164400,2,150
164640,2,150
164880,-10,150
165120,-35,150
165360,-22,150
165600,-10,150
165840,-19,150
166080,-22,150
166320,-17,150
166560,-15,150
166800,-19,150
167040,-8,150
167280,-10,150
167520,-6,150
167760,-19,150
168000,-11,150
168240,-20,150
168480,-21,150
168720,-31,150
168960,-52,150
169200,-32,150
169440,-21,150
169680,-8,150
169920,-26,150
170160,-26,150
170400,-32,150
170640,-14,150
170880,-6,150
171120,6,150
171360,7,150
171600,-7,150
171840,-20,150
172080,-20,150
172320,-16,150
172560,-1,150
172800,2,150
173040,2,150
173280,22,150
173520,29,150
173760,29,150
174000,22,150
174240,40,150
174480,43,150
174720,62,150
174960,42,150
175200,28,150
175440,8,150
175680,5,150
175920,13,150
176160,8,150
176400,-15,150
176640,-25,150
176880,-22,150
177120,-28,150
177360,-46,150
177600,-65,150
177840,-71,150
178080,-60,150
178320,-62,150
178560,-80,150
178800,-83,150
179040,-88,150
179280,-93,150
179520,-87,150
179760,-80,150
180000,-81,150
180240,-105,150
180480,-94,150
180720,-69,150
180960,-82,150
181200,-88,150
181440,-76,150
181680,-79,150
181920,-82,150
182160,-81,150
182400,-70,150
182640,-58,150
182880,-39,150
183120,-45,150
183360,-53,150
183600,-26,150
183840,-21,150
184080,-23,150
184320,-14,150
184560,-11,150
184800,-19,150
185040,-28,150
185280,-47,150
185520,-46,150
185760,-30,150
186000,-40,150
186240,-48,150
186480,-46,150
186720,-33,150
186960,-39,150
187200,-35,150
187440,-53,150
187680,-42,150
187920,-25,150
188160,-33,150
188400,-20,150
188640,-20,150
188880,-5,150
189120,-18,150
189360,-24,150
189600,-42,150
189840,-45,150
190080,-41,150
190320,-53,150
190560,-59,150
190800,-62,150
191040,-63,150
191280,-63,150
191520,-80,150
191760,-93,150
192000,-89,150
192240,-88,150
192480,-96,150
192720,-87,150
192960,-89,150
193200,-101,150
193440,-104,150
193680,-102,150
193920,-101,150
194160,-93,150
194400,-89,150
194640,-80,150
194880,-82,150
195120,-74,150
195360,-89,150
195600,-105,150
195840,-100,150
196080,-88,150
196320,-72,150
196560,-73,150
196800,-72,150
197040,-65,150
197280,-80,150
197520,-71,150
197760,-78,150
198000,-68,150
198240,-71,150
198480,-63,150
198720,-81,150
198960,-87,150
199200,-114,150
199440,-117,150
199680,-125,150
199920,-139,150
200160,-156,159
200400,-161,170
200640,-152,170
200880,-162,170
201120,-153,170
201360,-144,170
201600,-145,170
201840,-130,170
202080,-130,170
202320,-123,170
202560,-115,170
202800,-119,170
203040,-107,170
203280,-93,170
203520,-85,170
203760,-94,170
204000,-87,170
204240,-77,170
204480,-73,170
204720,-82,170
204960,-92,170
205200,-86,170
205440,-76,170
205680,-62,170
205920,-51,170
206160,-59,170
206400,-63,170
206640,-49,170
206880,-59,170
207120,-57,170
207360,-62,170
207600,-34,170
207840,-31,170
208080,-43,170
208320,-52,170
208560,-50,170
208800,-54,170
209040,-48,170
209280,-43,170
209520,-44,170
209760,-40,170
210000,-46,170
210240,-46,170
210480,-42,170
210720,-42,170
210960,-59,170
211200,-61,170
211440,-65,170
211680,-62,170
211920,-57,170
212160,-56,170
212400,-48,170
212640,-55,170
212880,-43,170
213120,-22,170
213360,-6,170
213600,-20,170
213840,-23,170
214080,-3,170
214320,-8,170
214560,-27,170
214800,-38,170
215040,-23,170
215280,-24,170
215520,-35,170
215760,-42,170
216000,-21,170
216240,-22,170
216480,-17,170
216720,-25,170
216960,-22,170
217200,-2,170
217440,-4,170
217680,-4,170
217920,-9,170
218160,-25,170
218400,-31,170
218640,-41,170
218880,-43,170
219120,-34,170
219360,-32,170
219600,-45,170
219840,-52,170
220080,-59,170
220320,-28,170
220560,-15,170
220800,-15,170
221040,-24,170
221280,-32,170
221520,-41,170
221760,-44,170
222000,-36,170
222240,-32,170
222480,-40,170
222720,-31,170
222960,-39,170
223200,-22,170
223440,-17,170
223680,-24,170
223920,-36,170
224160,-52,170
224400,-58,170
224640,-55,170
224880,-57,170
225120,-83,170
225360,-80,170
225600,-97,170
225840,-90,170
226080,-84,170
226320,-93,170
226560,-95,170
226800,-80,170
227040,-66,170
227280,-72,170
227520,-71,170
227760,-71,170
228000,-73,170
228240,-67,170
228480,-61,170
228720,-57,170
228960,-54,170
229200,-38,170
229440,-22,170
229680,-20,170
229920,-19,170
230160,-15,170
230400,-23,170
230640,-5,170
230880,-1,170
231120,6,170
231360,16,170
231600,14,170
231840,4,170
232080,11,170
232320,9,170
232560,-5,170
232800,-5,170
233040,27,170
233280,18,170
233520,19,170
233760,14,170
234000,4,170
234240,-3,170
234480,0,170
234720,0,170
234960,-15,170
235200,-10,170
235440,-15,170
235680,-12,170
235920,-7,170
236160,-19,170
236400,-11,170
236640,4,170
236880,-3,170
237120,-16,170
237360,-15,170
237600,-42,170
237840,-70,170
238080,-72,170
238320,-60,170
238560,-37,170
238800,-39,170
239040,-54,170
239280,-57,170
239520,-66,170
239760,-81,170
240000,-59,170
240240,-66,170
240480,-76,170
240720,-74,170
240960,-69,170
241200,-71,170
241440,-62,170
241680,-55,170
241920,-58,170
242160,-56,170
242400,-71,170
242640,-63,170
242880,-54,170
243120,-55,170
243360,-58,170
243600,-35,170
243840,-25,170
244080,-32,170
244320,-21,170
244560,-8,170
244800,9,170
245040,-2,170
245280,-11,170
245520,-13,170
245760,-26,170
246000,-29,170
246240,-26,170
246480,-37,170
246720,-27,170
246960,-33,170
247200,-12,170
247440,-14,170
247680,-20,170
247920,-19,170
248160,-25,170
248400,-11,170
248640,-7,170
248880,-8,170
249120,-1,170
249360,1,170
249600,7,170
249840,16,170
250080,31,170
250320,16,170
250560,18,170
250800,27,170
251040,19,170
251280,27,170
251520,34,170
251760,28,170
252000,33,170
252240,30,170
252480,34,170
252720,42,170
252960,31,170
253200,33,170
253440,75,170
253680,86,170
253920,94,170
254160,86,170
254400,74,170
254640,60,170
254880,59,170
255120,59,170
255360,65,170
255600,61,170
255840,67,170
256080,59,170
256320,65,170
256560,80,170
256800,58,170
257040,67,170
257280,64,170
257520,72,170
257760,88,170
258000,104,170
258240,89,170
258480,78,170
258720,103,170
258960,116,170
259200,94,170
259440,98,170
259680,98,170
259920,84,170
260160,69,170
260400,84,170
260640,76,170
260880,76,170
261120,88,170
261360,87,170
261600,80,170
261840,82,170
262080,84,170
262320,95,170
262560,84,170
262800,77,170
263040,95,170
263280,70,170
263520,79,170
263760,101,170
264000,105,170
264240,83,170
264480,95,170
264720,129,170
264960,127,170
265200,124,170
265440,137,170
265680,145,170
265920,135,170
266160,140,170
266400,146,170
266640,127,170
266880,133,170
267120,146,170
267360,158,170
267600,173,180
267840,186,189
268080,171,189
268320,189,195
268560,188,195
268800,187,197
269040,205,207
269280,216,217
269520,214,219
269760,208,219
270000,205,219
270240,220,220
270480,215,223
270720,213,224
270960,182,224
271200,187,224
271440,181,224
271680,169,224
271920,162,224
272160,160,224
272400,152,224
272640,134,224
272880,146,224
273120,152,224
273360,166,224
273600,156,224
273840,148,224
274080,144,224
274320,138,224
274560,154,224
274800,172,224
275040,157,224
275280,164,224
275520,150,224
275760,147,224
276000,144,224
276240,151,224
276480,143,224
276720,157,224
276960,152,224
277200,150,224
277440,148,224
277680,142,224
277920,156,224
278160,162,224
278400,163,224
278640,173,224
278880,168,224
279120,152,224
279360,144,224
279600,131,224
279840,134,224
280080,144,224
280320,129,224
280560,136,224
280800,127,224
281040,129,224
281280,126,224
281520,124,224
281760,134,224
282000,135,224
282240,129,224
282480,128,224
282720,116,224
282960,117,224
283200,111,224
283440,118,224
283680,96,224
283920,80,224
284160,91,224
284400,105,224
284640,120,224
284880,125,224
285120,139,224
285360,120,224
285600,111,224
285840,119,224
286080,126,224
286320,103,224
286560,105,224
286800,96,224
287040,96,224
287280,95,224
287520,98,224
287760,78,224
288000,68,224
288240,69,224
288480,71,224
288720,62,224
288960,65,224
289200,71,224
289440,74,224
289680,68,224
289920,56,224
290160,49,224
290400,38,224
290640,5,224
290880,15,224
291120,15,224
291360,18,224
291600,17,224
291840,5,224
292080,2,224
292320,-11,224
292560,-27,224
292800,-34,224
293040,-40,224
293280,-20,224
293520,-32,224
293760,-36,224
294000,-25,224
294240,-43,224
294480,-69,224
294720,-95,224
294960,-104,224
295200,-101,224
295440,-85,224
295680,-64,224
295920,-72,224
296160,-93,224
296400,-85,224
296640,-81,224
296880,-77,224
297120,-80,224
297360,-77,224
297600,-104,224
297840,-106,224
298080,-121,224
298320,-109,224
298560,-91,224
298800,-82,224
299040,-84,224
299280,-92,224
299520,-83,224
299760,-88,224
300000,-97,224
300240,-109,224
300480,-129,224
300720,-156,224
300960,-150,224
301200,-132,224
301440,-140,224
301680,-151,224
301920,-133,224
302160,-147,224
302400,-150,224
302640,-134,224
302880,-120,224
303120,-125,224
303360,-119,224
303600,-130,224
303840,-146,224
304080,-136,224
304320,-142,224
304560,-146,224
304800,-141,224
305040,-137,224
305280,-145,224
305520,-155,224
305760,-155,224
306000,-164,224
306240,-183,224
306480,-184,224
306720,-187,224
306960,-187,224
307200,-203,224
307440,-200,224
307680,-211,224
307920,-206,224
308160,-219,224
308400,-247,247
308640,-250,257
308880,-234,257
309120,-220,257
309360,-209,257
309600,-193,257
309840,-183,257
310080,-175,257
310320,-181,257
310560,-165,257
310800,-174,257
311040,-199,257
311280,-193,257
311520,-197,257
311760,-217,257
312000,-203,257
312240,-204,257
312480,-205,257
312720,-222,257
312960,-209,257
313200,-207,257
313440,-195,257
313680,-214,257
313920,-207,257
314160,-211,257
314400,-217,257
314640,-201,257
314880,-201,257
315120,-219,257
315360,-198,257
315600,-209,257
315840,-209,257
316080,-208,257
316320,-217,257
316560,-231,257
316800,-242,257
317040,-244,257
317280,-243,257
317520,-219,257
317760,-220,257
318000,-230,257
318240,-223,257
318480,-229,257
318720,-226,257
318960,-219,257
319200,-217,257
319440,-217,257
319680,-220,257
319920,-243,257
320160,-236,257
320400,-245,257
320640,-258,263
320880,-251,264
321120,-248,264
321360,-252,264
321600,-238,264
321840,-257,264
322080,-243,264
322320,-223,264
322560,-232,264
322800,-220,264
323040,-201,264
323280,-195,264
323520,-214,264
323760,-214,264
324000,-218,264
324240,-220,264
324480,-244,264
324720,-247,264
324960,-241,264
325200,-262,269
325440,-267,270
325680,-270,272
325920,-261,274
326160,-252,274
326400,-244,274
326640,-247,274
326880,-233,274
327120,-226,274
327360,-220,274
327600,-215,274
327840,-229,274
328080,-212,274
328320,-224,274
328560,-226,274
328800,-244,274
329040,-247,274
329280,-226,274
329520,-212,274
329760,-209,274
330000,-180,274
330240,-172,274
330480,-175,274
330720,-143,274
330960,-163,274
331200,-152,274
331440,-171,274
331680,-183,274
331920,-191,274
332160,-180,274
332400,-191,274
332640,-170,274
332880,-153,274
333120,-159,274
333360,-144,274
333600,-144,274
333840,-139,274
334080,-134,274
334320,-143,274
334560,-135,274
334800,-121,274
335040,-129,274
335280,-112,274
335520,-139,274
335760,-151,274
336000,-147,274
336240,-157,274
336480,-168,274
336720,-144,274
336960,-136,274
337200,-129,274
337440,-134,274
337680,-139,274
337920,-140,274
338160,-130,274
338400,-131,274
338640,-129,274
338880,-143,274
339120,-130,274
339360,-123,274
339600,-117,274
339840,-97,274
340080,-106,274
340320,-88,274
340560,-92,274
340800,-73,274
341040,-57,274
341280,-45,274
341520,-28,274
341760,-15,274
342000,-11,274
342240,-6,274
342480,-1,274
342720,-7,274
342960,-12,274
343200,-27,274
343440,-12,274
343680,-8,274
343920,1,274
344160,-13,274
344400,14,274
344640,11,274
344880,3,274
345120,-6,274
345360,-2,274
345600,-9,274
345840,-11,274
346080,-25,274
346320,-27,274
346560,-23,274
346800,-24,274
347040,-13,274
347280,-14,274
347520,-13,274
347760,-6,274
348000,1,274
348240,-13,274
348480,0,274
348720,-4,274
348960,-2,274
349200,-2,274
349440,11,274
349680,7,274
349920,13,274
350160,12,274
350400,5,274
350640,13,274
350880,16,274
351120,8,274
351360,-7,274
351600,1,274
351840,9,274
352080,-1,274
352320,18,274
352560,18,274
352800,-4,274
353040,0,274
353280,-13,274
353520,-9,274
353760,-15,274
354000,-25,274
354240,-28,274
354480,-25,274
354720,-17,274
354960,-14,274
355200,-6,274
355440,-12,274
355680,-13,274
355920,-8,274
356160,-9,274
356400,-19,274
356640,-13,274
356880,11,274
357120,13,274
357360,30,274
357600,41,274
357840,41,274
358080,41,274
358320,39,274
358560,61,274
358800,61,274
359040,47,274
359280,28,274
359520,45,274
359760,47,274
360000,44,274
360240,41,274
360480,26,274
360720,23,274
360960,20,274
361200,12,274
361440,26,274
361680,40,274
361920,32,274
362160,33,274
362400,2,274
362640,-5,274
362880,-11,274
363120,-23,274
363360,-18,274
363600,-41,274
363840,-42,274
364080,-62,274
364320,-51,274
364560,-42,274
364800,-54,274
365040,-55,274
365280,-65,274
365520,-56,274
365760,-49,274
366000,-31,274
366240,-37,274
366480,-29,274
366720,-32,274
366960,-7,274
367200,-4,274
367440,-9,274
367680,-5,274
367920,16,274
368160,4,274
368400,4,274
368640,-2,274
368880,4,274
369120,6,274
369360,4,274
369600,11,274
369840,13,274
370080,-2,274
370320,-4,274
370560,-2,274
370800,5,274
371040,16,274
371280,7,274
371520,5,274
371760,5,274
372000,7,274
372240,12,274
372480,8,274
372720,12,274
372960,11,274
373200,24,274
373440,19,274
373680,31,274
373920,37,274
374160,39,274
374400,23,274
374640,38,274
374880,40,274
375120,49,274
375360,46,274
375600,55,274
375840,39,274
376080,55,274
376320,54,274
376560,66,274
376800,77,274
377040,77,274
377280,80,274
377520,80,274
377760,73,274
378000,62,274
378240,67,274
378480,76,274
378720,69,274
378960,65,274
379200,86,274
379440,67,274
379680,63,274
379920,71,274
380160,75,274
380400,94,274
380640,106,274
380880,113,274
381120,111,274
381360,111,274
381600,111,274
381840,86,274
382080,99,274
382320,89,274
382560,118,274
382800,133,274
383040,138,274
383280,141,274
383520,133,274
383760,131,274
384000,133,274
384240,130,274
384480,130,274
384720,129,274
384960,126,274
385200,122,274
385440,129,274
385680,129,274
385920,143,274
386160,143,274
386400,135,274
386640,136,274
386880,154,274
387120,149,274
387360,159,274
387600,150,274
387840,141,274
388080,161,274
388320,138,274
388560,151,274
388800,149,274
389040,129,274
389280,128,274
389520,121,274
389760,115,274
390000,124,274
390240,131,274
390480,124,274
390720,149,274
390960,139,274
391200,138,274
391440,116,274
391680,142,274
391920,152,274
392160,166,274
392400,172,274
392640,169,274
392880,162,274
393120,146,274
393360,148,274
393600,136,274
393840,120,274
394080,112,274
394320,102,274
394560,102,274
394800,102,274
395040,111,274
395280,119,274
395520,104,274
395760,112,274
396000,103,274
396240,122,274
396480,149,274
396720,146,274
396960,125,274
397200,126,274
397440,108,274
397680,104,274
397920,107,274
398160,95,274
398400,92,274
398640,89,274
398880,75,274
399120,69,274
399360,57,274
399600,47,274
399840,54,274
400080,32,274
400320,31,274
400560,64,274
400800,57,274
401040,52,274
401280,30,274
401520,30,274
401760,30,274
402000,25,274
402240,13,274
402480,-2,274
402720,-12,274
402960,0,274
403200,-29,274
403440,-26,274
403680,-25,274
403920,-32,274
404160,-21,274
404400,-33,274
404640,-34,274
404880,-33,274
405120,-33,274
405360,-61,274
405600,-57,274
405840,-78,274
406080,-84,274
406320,-76,274
406560,-69,274
406800,-62,274
407040,-53,274
407280,-66,274
407520,-64,274
407760,-71,274
408000,-64,274
408240,-32,274
408480,-30,274
408720,-24,274
408960,-23,274
409200,-7,274
409440,-16,274
409680,-17,274
409920,-22,274
410160,0,274
410400,-13,274
410640,-20,274
410880,-28,274
411120,-36,274
411360,-39,274
411600,-40,274
411840,-24,274
412080,-31,274
412320,-44,274
412560,-45,274
412800,-40,274
413040,-43,274
413280,-61,274
413520,-43,274
413760,-64,274
414000,-67,274
414240,-56,274
414480,-60,274
414720,-45,274
414960,-67,274
415200,-71,274
415440,-51,274
415680,-46,274
415920,-53,274
416160,-37,274
416400,-35,274
416640,-4,274
416880,0,274
417120,-6,274
417360,5,274
417600,6,274
417840,26,274
418080,20,274
418320,27,274
418560,60,274
418800,52,274
419040,52,274
419280,47,274
419520,41,274
419760,24,274
420000,33,274
420240,19,274
420480,30,274
420720,34,274
420960,23,274
421200,34,274
421440,26,274
421680,7,274
421920,0,274
422160,-9,274
422400,-3,274
422640,8,274
422880,13,274
423120,14,274
423360,-9,274
423600,20,274
423840,26,274
424080,6,274
424320,24,274
424560,29,274
424800,29,274
425040,25,274
425280,42,274
425520,27,274
425760,29,274
426000,21,274
426240,33,274
426480,43,274
426720,45,274
426960,57,274
427200,74,274
427440,64,274
427680,67,274
427920,86,274
428160,108,274
428400,117,274
428640,108,274
428880,113,274
429120,116,274
429360,123,274
429600,136,274
429840,145,274
430080,164,274
430320,175,274
430560,188,274
430800,191,274
431040,178,274
431280,188,274
431520,182,274
431760,195,274
432000,198,274
432240,214,274
432480,198,274
432720,196,274
432960,212,274
433200,223,274
433440,212,274
433680,199,274
433920,211,274
434160,198,274
434400,199,274
434640,188,274
434880,179,274
435120,162,274
435360,149,274
435600,154,274
435840,166,274
436080,149,274
436320,157,274
436560,145,274
436800,152,274
437040,154,274
437280,153,274
437520,150,274
437760,132,274
438000,131,274
438240,126,274
438480,128,274
438720,116,274
438960,113,274
439200,106,274
439440,95,274
439680,102,274
439920,105,274
440160,113,274
440400,107,274
440640,94,274
440880,94,274
441120,87,274
441360,77,274
441600,75,274
441840,76,274
442080,82,274
442320,94,274
442560,102,274
442800,92,274
443040,100,274
443280,87,274
