r,abs_b,re_b,im_b
421,6.626572523078e-03,-5.687036415146e-03,-3.401335063827e-03
422,6.770803061724e-03,-6.690345833052e-03,1.040695313149e-03
423,8.159889183099e-03,-5.066111121130e-03,-6.396742107418e-03
424,6.671547092413e-03,-5.974193019922e-03,-2.969605759523e-03
425,1.838598514723e-02,-3.261353253984e-04,-1.838309238360e-02
426,1.676947224465e-02,-1.709428997819e-05,-1.676946353195e-02
427,6.379658857039e-03,-6.024261981452e-03,-2.099598702378e-03
428,6.207908471801e-03,-5.959153670978e-03,-1.739716965467e-03
429,1.026451519055e-02,-9.299782551775e-03,4.344458146510e-03
430,2.702418454745e-02,1.047102894307e-02,-2.491313114259e-02
431,5.498925308175e-03,-5.469883781375e-03,-5.644031919960e-04
432,4.123087097404e-03,-3.081563984958e-03,-2.739308419910e-03
433,4.899271196134e-03,-4.894846241943e-03,2.081790599469e-04
434,8.534466247417e-03,-7.692674474583e-03,3.695926616750e-03
435,4.526389948599e-02,3.218781173832e-02,-3.182397480165e-02
436,3.896502556385e-03,-3.714977963072e-03,1.175444982041e-03
437,3.554610144999e-03,-3.259961519047e-03,1.417005355410e-03
438,1.234593092622e-02,1.016985427851e-02,-6.999719593578e-03
439,2.890972018640e-03,-2.303921319895e-03,1.746329225630e-03
440,1.359808022144e-02,-1.163137534590e-02,7.044067949091e-03
441,1.724254563578e-03,1.669144842497e-03,4.324457131093e-04
442,6.111042889986e-03,-5.000802390474e-03,3.512381052033e-03
443,1.791910279840e-03,-4.644117622654e-04,1.730683150108e-03
444,7.352180328694e-03,-6.456009937287e-03,3.517739512143e-03
445,1.127785216113e-02,-1.050933375442e-02,4.091925391130e-03
446,4.307748906920e-03,-3.794665687977e-03,2.038924461955e-03
447,6.094502909820e-03,-5.795039379277e-03,1.886924564057e-03
448,1.154662276101e-03,9.716406821663e-04,6.238263833869e-04
449,1.121635995545e-03,1.076055115142e-03,3.165007040729e-04
450,2.133333333333e-01,-2.133333333333e-01,1.654633897515e-16
451,1.121635995545e-03,1.076055115142e-03,-3.165007040729e-04
452,1.154662276101e-03,9.716406821663e-04,-6.238263833869e-04
453,6.094502909820e-03,-5.795039379277e-03,-1.886924564057e-03
454,4.307748906920e-03,-3.794665687977e-03,-2.038924461955e-03
455,1.127785216113e-02,-1.050933375442e-02,-4.091925391130e-03
456,7.352180328694e-03,-6.456009937287e-03,-3.517739512143e-03
457,1.791910279840e-03,-4.644117622654e-04,-1.730683150108e-03
458,6.111042889986e-03,-5.000802390474e-03,-3.512381052033e-03
459,1.724254563578e-03,1.669144842497e-03,-4.324457131093e-04
460,1.359808022144e-02,-1.163137534590e-02,-7.044067949091e-03
461,2.890972018640e-03,-2.303921319895e-03,-1.746329225630e-03
462,1.234593092622e-02,1.016985427851e-02,6.999719593578e-03
463,3.554610144999e-03,-3.259961519047e-03,-1.417005355410e-03
464,3.896502556385e-03,-3.714977963072e-03,-1.175444982041e-03
465,4.526389948599e-02,3.218781173832e-02,3.182397480165e-02
466,8.534466247417e-03,-7.692674474583e-03,-3.695926616750e-03
467,4.899271196134e-03,-4.894846241943e-03,-2.081790599469e-04
468,4.123087097404e-03,-3.081563984958e-03,2.739308419910e-03
469,5.498925308175e-03,-5.469883781375e-03,5.644031919960e-04
470,2.702418454745e-02,1.047102894307e-02,2.491313114259e-02
471,1.026451519055e-02,-9.299782551775e-03,-4.344458146510e-03
472,6.207908471801e-03,-5.959153670978e-03,1.739716965467e-03
473,6.379658857039e-03,-6.024261981452e-03,2.099598702378e-03
474,1.676947224465e-02,-1.709428997812e-05,1.676946353195e-02
475,1.838598514723e-02,-3.261353253983e-04,1.838309238360e-02
476,6.671547092413e-03,-5.974193019922e-03,2.969605759523e-03
477,8.159889183099e-03,-5.066111121130e-03,6.396742107418e-03
478,6.770803061724e-03,-6.690345833052e-03,-1.040695313149e-03
479,6.626572523078e-03,-5.687036415146e-03,3.401335063827e-03
480,5.205499655641e-02,-4.642960915844e-04,5.205292590842e-02
481,6.441106503224e-03,-5.467754331350e-03,3.404631486354e-03
482,5.521346691864e-03,-5.405910933979e-03,-1.123118989974e-03
483,6.109996317125e-03,-5.024720444751e-03,-3.476239267854e-03
484,6.056719305128e-03,-5.262103241708e-03,2.999019542237e-03
485,9.030094642510e-03,-3.709665171064e-03,-8.232921326679e-03
486,1.196674951540e-02,-2.584583274834e-03,-1.168430670856e-02
487,5.808508577191e-03,-5.371981999438e-03,2.209203768108e-03
488,5.818039522689e-03,-5.501464113763e-03,1.893007261621e-03
489,5.878711973083e-03,-3.488922364625e-03,-4.731455927734e-03
490,3.263450625168e-02,-1.673394277454e-02,2.801760442132e-02
491,6.258004309165e-03,-6.192117063716e-03,9.057064661138e-04
492,6.325651031403e-03,-3.430543684967e-03,-5.314624257332e-03
493,6.895869176008e-03,-6.889177930593e-03,3.037089614154e-04
494,6.095372725350e-03,-4.863189981294e-03,-3.674636290408e-03
495,3.725558030844e-02,1.642891121660e-02,-3.343754088380e-02
496,8.205838324467e-03,-8.198055376963e-03,-3.573102902826e-04
497,8.689637267542e-03,-8.675858702060e-03,-4.891539873461e-04
498,2.264777291637e-02,-2.004368674003e-02,1.054382473010e-02
499,9.659757979786e-03,-9.641196577636e-03,-5.985422118903e-04
500,2.502342986117e-02,-2.287717725032e-02,1.013936896825e-02
501,6.929600657164e-03,-5.246030184033e-03,-4.527530516296e-03
502,7.851929426527e-03,-7.304164879636e-03,-2.881314132517e-03
503,1.134809166898e-02,-1.134636327487e-02,-1.980529282235e-04
504,1.468405521511e-02,-1.459433910523e-02,1.620723184902e-03
505,5.007544012400e-03,-1.958531019638e-03,-4.608649832786e-03
506,8.161656747630e-03,-8.070801209972e-03,-1.214417018673e-03
507,6.233920886673e-03,-6.052209596816e-03,-1.494164856202e-03
508,1.242827688487e-02,-1.237652003555e-02,1.133056987421e-03
509,1.246442656846e-02,-1.238125085697e-02,1.437552398079e-03
510,1.387078574407e-01,1.354944139080e-01,-2.968389320025e-02
511,1.234278137906e-02,-1.217754991284e-02,2.012841347842e-03
512,1.218528716857e-02,-1.197281514796e-02,2.265595024092e-03
513,1.527045645054e-02,-1.503109940589e-02,2.693119168951e-03
514,7.404143884090e-03,-6.933418375369e-03,2.597894587623e-03
515,3.176914582863e-03,1.058077340483e-04,3.175152120801e-03
516,5.210117291251e-03,-3.931838132907e-03,3.418474964836e-03
517,1.051622737493e-02,-1.011547449762e-02,2.875450206344e-03
518,6.389279771971e-03,-5.257038755363e-03,3.631313746998e-03
519,4.992819770295e-03,-2.632836166446e-03,4.242219110242e-03
520,5.980835018614e-03,2.071122926554e-03,5.610778675281e-03
521,8.420937941958e-03,-8.096380938978e-03,2.315342634095e-03
522,9.379584098235e-03,5.837300715296e-03,7.341833436891e-03
523,7.303107536004e-03,-7.107268960975e-03,1.679912973578e-03
524,6.770944282167e-03,-6.647453006396e-03,1.287266483667e-03
525,8.512694762427e-02,7.172220166132e-02,4.585327688048e-02
526,3.491532358516e-03,-2.094927521112e-03,2.793219807293e-03
527,5.484951451715e-03,-5.483902884020e-03,-1.072454489133e-04
528,3.524868556719e-03,4.215124237319e-05,3.524616520264e-03
529,5.056526930835e-03,-4.928083628709e-03,-1.132455893494e-03
530,3.349391958529e-02,-2.550181562246e-02,-2.171405188222e-02
531,8.231901123440e-03,-6.841418100344e-03,-4.578121283057e-03
532,5.161722742935e-03,-4.441516845822e-03,-2.629887789091e-03
533,5.342021277479e-03,-4.362655867093e-03,-3.082924766250e-03
534,2.095104456388e-02,-1.319558071409e-02,-1.627338065479e-02
535,5.770764707662e-03,1.587248584597e-03,5.548185941539e-03
536,6.015003538682e-03,-4.304318312769e-03,-4.201560594912e-03
537,2.018276677455e-03,-1.356500368467e-03,1.494438856931e-03
538,2.637639363085e-03,-2.562394975349e-03,-6.255185049244e-04
539,6.531445644248e-03,-4.358779207243e-03,-4.864239511607e-03
540,3.512823202977e-02,8.340642009720e-03,3.412369230319e-02
541,6.650700394345e-03,-4.347275406722e-03,-5.033191062681e-03
542,3.420688005902e-03,-3.348232775365e-03,-7.003168680649e-04
543,3.484171337353e-03,-3.110458280681e-03,1.569872349006e-03
544,6.408870354031e-03,-4.099911804903e-03,-4.925884936415e-03
545,7.018237570477e-03,-3.155297296939e-03,6.268951871213e-03
546,2.062923980910e-02,-4.035363106465e-03,-2.023070388543e-02
547,5.680557845418e-03,-3.434867322990e-03,-4.524425257266e-03
548,5.353577931910e-03,-3.104883014087e-03,-4.361249607838e-03
549,7.849950731189e-03,-2.301999699610e-03,-7.504833366910e-03
550,5.094463912112e-02,-1.173532680546e-02,4.957457372434e-02
551,4.296136713329e-03,-1.792028492020e-03,-3.904538966818e-03
552,4.027021266739e-03,-3.049618464588e-03,2.629967205730e-03
553,3.771704203366e-03,-6.811935290920e-04,-3.709680306119e-03
554,1.745651731866e-03,-1.679179635660e-03,4.771328118566e-04
555,5.247687609908e-02,2.044800099976e-02,-4.832909869046e-02
556,3.908490886823e-03,1.215407637523e-03,-3.714712005934e-03
557,4.249147928382e-03,1.875816728345e-03,-3.812685368469e-03
558,9.740983170374e-03,-5.204901897921e-03,8.233817423197e-03
559,5.239915985259e-03,3.182783114718e-03,-4.162524615811e-03
560,5.295955639532e-03,-3.030487830260e-03,4.343188879905e-03
561,3.417660532068e-04,5.175077811568e-05,3.378252389757e-04
562,2.638579129585e-03,1.902294106591e-03,-1.828490348650e-03
563,7.708981119576e-03,5.480534792659e-03,-5.421450754958e-03
564,1.719863434957e-03,8.942220674252e-04,-1.469114402976e-03
565,2.484203307132e-03,-2.413123583022e-03,5.900005459540e-04
566,5.131671647298e-03,3.049469771294e-03,-4.127322135434e-03
567,1.322687204672e-02,9.768295912322e-03,-8.917989633853e-03
568,1.041848682168e-02,7.158940137344e-03,-7.569309331994e-03
569,1.082174502852e-02,7.296386915689e-03,-7.992052517270e-03
570,1.410448425616e-01,-1.306792178427e-01,5.307155205255e-02
571,1.144916441468e-02,7.375624527245e-03,-8.756913190580e-03
572,1.166750740740e-02,7.324569156976e-03,-9.081927976287e-03
573,7.607769239713e-03,7.989224446443e-04,-7.565703915180e-03
574,9.020077949116e-03,2.734573330593e-03,-8.595575309875e-03
575,2.649818939530e-02,2.329130013282e-02,-1.263603495374e-02
576,1.429958481246e-02,9.963176968910e-03,-1.025735007178e-02
577,1.177068589219e-02,6.412291794239e-03,-9.870742642680e-03
578,9.860165265099e-03,1.712769582407e-03,-9.710266701417e-03
579,9.900509113039e-03,-7.702893095567e-04,-9.870498218274e-03
580,1.168337922436e-02,-5.444401266711e-03,-1.033730356270e-02
581,1.078071689703e-02,5.398316038746e-03,-9.331775863134e-03
582,2.150667616249e-02,2.051667686353e-02,-6.450045739009e-03
583,1.003364571946e-02,4.988781788574e-03,-8.705521391023e-03
584,9.624669703852e-03,4.833976525792e-03,-8.322676123480e-03
585,4.008264560556e-02,-3.437941015135e-02,-2.060763539048e-02
586,9.048692133801e-03,4.945588117073e-04,-9.035166900178e-03
587,8.383330225523e-03,4.625623773797e-03,-6.991697245552e-03
588,9.573253729599e-03,-1.322045709727e-03,-9.481528469222e-03
589,7.667945804735e-03,4.720046733495e-03,-6.043058141204e-03
590,3.090664709374e-02,2.933487984063e-02,9.730655646627e-03
591,8.948880998768e-03,-4.812945679666e-04,-8.935928976271e-03
592,7.006799538892e-03,5.187394813441e-03,-4.710220252568e-03
593,6.927056978187e-03,5.413023613464e-03,-4.322417580374e-03
594,1.469117473329e-02,-4.866402283392e-03,-1.386177275316e-02
595,1.179846517252e-02,-1.788264269273e-03,-1.166215637566e-02
596,7.082410815970e-03,6.205863828373e-03,-3.412886917240e-03
597,8.749773666796e-03,2.340655159914e-03,-8.430888010318e-03
598,7.856801765184e-03,4.161501860406e-03,-6.664175586165e-03
599,7.592623207944e-03,6.998378676016e-03,-2.944592176327e-03
600,8.922159955504e-02,-3.777777777778e-02,-8.082903768655e-02
601,7.949816184147e-03,7.412362284145e-03,-2.873406119976e-03
602,9.002669504434e-03,5.725633198884e-03,-6.947314781835e-03
603,8.892047993398e-03,8.890960301334e-03,1.390770901331e-04
604,8.294133632707e-03,7.713922891631e-03,-3.047629626312e-03
605,1.459429933736e-02,4.645273032556e-03,-1.383528140666e-02
606,1.631789783592e-02,1.119543861804e-02,1.187164453365e-02
607,8.249582764062e-03,7.519030268400e-03,-3.394083028446e-03
608,8.131711711831e-03,7.335416224519e-03,-3.509473490053e-03
609,1.216005117709e-02,6.536436892187e-03,-1.025386938594e-02
610,2.636447236240e-02,7.807096520917e-03,2.518203023707e-02
611,7.458125825611e-03,6.453802548094e-03,-3.737923688476e-03
612,5.870814136373e-03,5.855554029152e-03,-4.230196632726e-04
613,6.754912953676e-03,5.638970427101e-03,-3.718986627297e-03
614,9.959767669847e-03,5.894578026883e-03,-8.028133153001e-03
615,4.464324119488e-02,-5.456061360690e-03,4.430858132250e-02
616,5.377041790229e-03,4.221616065855e-03,-3.330245667572e-03
617,4.848970190004e-03,3.732704928488e-03,-3.095064752212e-03
618,1.197118764989e-02,-2.171005023846e-03,1.177268325130e-02
619,3.723016189903e-03,2.786453078458e-03,-2.469114981493e-03
620,1.406439941251e-02,7.218034670729e-03,-1.207092814686e-02
621,1.307028223771e-03,3.359821294904e-04,1.263106799284e-03
622,6.330562590030e-03,3.906418902606e-03,-4.981557393392e-03
623,1.445187962098e-03,1.260904350706e-03,-7.061787763469e-04
624,7.456435332582e-03,5.027606610912e-03,-5.506505210647e-03
625,1.642799263065e-02,-9.923537716372e-03,1.309207168726e-02
626,4.385054535005e-03,3.661038788795e-03,-2.413606898794e-03
627,6.258249362317e-03,5.316228130648e-03,-3.302030215465e-03
628,1.932559363324e-03,5.244320556966e-04,1.860042126332e-03
629,2.395836678864e-03,5.534034582663e-04,2.331046546976e-03
630,1.200284321464e-01,-9.554652153472e-02,7.264768920020e-02
631,3.250747917779e-03,7.693403291016e-04,3.158397929800e-03
632,3.624833753183e-03,9.456758010260e-04,3.499302361552e-03
633,7.100705428256e-03,7.066668307607e-03,6.944181802962e-04
634,5.841266374718e-03,5.434967949824e-03,2.140447673923e-03
635,1.196447436390e-02,1.196447423238e-02,-1.773989376302e-06
636,8.484472165485e-03,8.231610955339e-03,2.055930204755e-03
637,4.806368398087e-03,2.211226464956e-03,4.267511534701e-03
638,7.503639005283e-03,6.799461744033e-03,3.173628572002e-03
639,4.759789988007e-03,-5.422155962804e-04,4.728805660744e-03
640,1.416468650536e-02,1.396308610869e-02,2.381295890140e-03
641,4.858645085177e-03,3.155988199978e-03,3.694072352473e-03
642,1.288569778739e-02,-1.222904421683e-02,4.060995568900e-03
643,4.607123288111e-03,3.424959315943e-03,3.081434515933e-03
644,4.421486369087e-03,3.487697915774e-03,2.717628554518e-03
645,4.520899359771e-02,-4.512322753671e-02,-2.783422136218e-03
646,8.264701134822e-03,7.845691238775e-03,2.598155852473e-03
647,3.674992264331e-03,3.354489766743e-03,1.500988523508e-03
648,2.568401800674e-04,-2.690727815490e-05,2.554268515237e-04
649,3.073299327951e-03,2.997721894851e-03,6.773715378690e-04
650,5.712777011972e-02,5.390746658393e-02,1.890944645817e-02
651,8.957123009414e-03,8.598700497484e-03,2.508466136973e-03
652,2.161975533588e-03,2.123548489752e-03,-4.058078603267e-04
653,1.898594636285e-03,1.765448950272e-03,-6.984637405865e-04
654,1.493932265876e-02,-1.191903190712e-02,-9.006666414356e-03
655,1.139279892759e-02,1.020717964946e-02,5.060568249525e-03
656,1.440887724865e-03,6.013812216420e-04,-1.309388430498e-03
657,4.254621602241e-03,-2.355567005914e-03,-3.543036700192e-03
658,3.469700002708e-03,3.120816672579e-03,1.516351346140e-03
659,1.583823893855e-03,-5.121803434667e-04,-1.498722596918e-03
660,5.054449587965e-02,-3.354525547389e-02,-3.780822528127e-02
661,1.804600718826e-03,-1.114163419399e-03,-1.419585724521e-03
662,2.585903773474e-03,1.285492027472e-03,2.243748776707e-03
663,4.831268237937e-03,2.148782254755e-03,4.327110769156e-03
664,2.006951538391e-03,-1.676149556968e-03,-1.103801223105e-03
665,9.487695596687e-03,3.459812393853e-03,8.834368451380e-03
666,1.297615443977e-02,4.369401270775e-03,1.221838436863e-02
667,1.898591368654e-03,-1.749310764784e-03,-7.379437873861e-04
668,1.784627888250e-03,-1.664231947113e-03,-6.443824374767e-04
669,5.817118201488e-03,3.979768559293e-04,5.803488484716e-03
670,2.977000400380e-02,-8.336884822176e-03,-2.857882939954e-02
671,1.258552337661e-03,-1.127522902890e-03,-5.591476460565e-04
672,5.978613521257e-03,9.955423512255e-05,5.977784588861e-03
673,9.402588869298e-04,-5.962802864956e-04,-7.270052230811e-04
674,3.549093262520e-03,-8.474563035210e-05,3.548081335624e-03
675,7.111111111111e-02,4.203318484638e-17,-7.111111111111e-02
676,1.419401192850e-03,3.001239096752e-04,-1.387308684146e-03
677,1.816587195616e-03,5.893665565821e-04,-1.718323631118e-03
678,1.776814353657e-02,3.131229984510e-03,-1.749006356535e-02
679,2.760950676626e-03,1.100083624029e-03,-2.532323964051e-03
680,7.897345502085e-03,-1.382612883043e-03,7.775374434389e-03
681,2.903769889251e-03,-4.589100502055e-04,2.867277652329e-03
682,1.626565340978e-04,9.110844028033e-05,1.347456871087e-04
683,4.893267544688e-03,1.642976191551e-03,-4.609196947180e-03
684,8.748147697748e-03,3.066949398566e-03,-8.192918254703e-03
685,5.444504258511e-03,-3.621994565777e-03,4.064945508420e-03
686,2.611536919270e-03,-7.930593902380e-04,-2.488208569285e-03
687,2.705536500336e-03,-2.375420280911e-03,-1.295108583744e-03
688,7.442948899314e-03,1.090501356346e-03,-7.362628274577e-03
689,7.883605069456e-03,8.166461641244e-04,-7.841193654908e-03
690,1.447204619305e-01,-1.006154624420e-01,1.040218285696e-01
691,8.659954207128e-03,1.398567076403e-04,-8.658824803106e-03
692,8.988344603670e-03,-2.491371951632e-04,-8.984891171979e-03
693,1.153268211158e-02,1.907276555435e-03,-1.137387589294e-02
694,8.223959171492e-03,-4.645968897457e-03,-6.785902847686e-03
695,1.124551749719e-02,-1.072960569296e-02,-3.367079662443e-03
696,9.839221388746e-03,-7.646885636329e-03,-6.191560191234e-03
697,9.927438032827e-03,-2.357012397625e-03,-9.643573946057e-03
698,1.021149300144e-02,-6.754926252200e-03,-7.658038955617e-03
699,1.152310844641e-02,-9.251113883958e-03,-6.870147027093e-03
700,1.933832186528e-02,1.223643691789e-02,-1.497465539235e-02
701,9.774135262709e-03,-3.699341810033e-03,-9.047021073606e-03
702,1.864898575794e-02,-1.791315297999e-02,-5.186869972827e-03
703,9.413655662442e-03,-4.090307673758e-03,-8.478578658302e-03
704,9.172303121209e-03,-4.199814083892e-03,-8.154305991811e-03
705,4.621584084092e-02,4.437153595289e-02,-1.292558477651e-02
706,1.128965817100e-02,-8.676961004749e-03,-7.222653898673e-03
707,8.260126069237e-03,-4.170992570330e-03,-7.129691694452e-03
708,1.283684208417e-02,-1.070785640680e-02,-7.079994764485e-03
709,7.559112016730e-03,-3.871789625129e-03,-6.492258434491e-03
710,2.505302695966e-02,2.495705723077e-02,-2.190765670143e-03
711,5.341022375612e-03,-1.159618527397e-04,-5.339763371676e-03
712,6.537259064209e-03,-3.097922027324e-03,-5.756616643932e-03
713,6.245752414518e-03,-2.781846358370e-03,-5.592025935373e-03
714,1.224483984569e-02,1.223962028054e-02,-3.574887895877e-04
715,1.567176009952e-02,-1.241539006656e-02,-9.563584794003e-03
716,5.662689286959e-03,-1.778820302500e-03,-5.376043925793e-03
717,1.123440358785e-02,-7.363896626139e-03,-8.484388631733e-03
718,9.178808473468e-03,-4.986250074476e-03,-7.706350315642e-03
719,5.625205122691e-03,-8.774796157862e-04,-5.556344319445e-03
720,4.516726013981e-02,-3.389619756528e-02,-2.985178686700e-02
721,5.859783468830e-03,-4.360907563463e-04,-5.843533789909e-03
722,9.665546822681e-03,-3.604136714062e-03,-8.968444342682e-03
723,1.193483401015e-02,-4.936627603800e-03,-1.086600067878e-02
724,6.387836150627e-03,-1.167340435309e-04,-6.386769437700e-03
725,1.228344153907e-02,1.060222058155e-02,6.202890840881e-03
726,1.084635029233e-02,9.249792939524e-03,5.664330961360e-03
727,6.867644039579e-03,-2.469190649379e-04,-6.863203743861e-03
728,6.978299935680e-03,-3.827019672852e-04,-6.967798016343e-03
729,4.243233927444e-03,1.048406298627e-03,-4.111675862226e-03
730,2.234526681982e-02,1.189906391077e-02,1.891357256830e-02
731,7.089857339301e-03,-9.982295551572e-04,-7.019231784665e-03
732,1.365588327189e-02,-3.573033548997e-03,-1.318015854204e-02
733,6.951896871106e-03,-1.509429509816e-03,-6.786051330589e-03
734,1.125955466866e-02,-2.905262064380e-03,-1.087828220234e-02
735,4.229429033333e-02,8.142854530768e-03,4.150302296087e-02
736,6.406689364410e-03,-2.255770096637e-03,-5.996429761380e-03
737,6.137217004817e-03,-2.463462261452e-03,-5.621101871574e-03
738,1.992953386899e-02,-3.543672160829e-03,-1.961195318809e-02
739,5.477782743331e-03,-2.768142902591e-03,-4.726889955771e-03
740,1.552170158963e-02,-2.463644494111e-03,-1.532493641240e-02
741,1.058633457924e-02,-2.323409509052e-03,-1.032822579521e-02
742,7.867280579720e-03,-2.265877562901e-03,-7.533916815972e-03
743,3.769223438271e-03,-2.766059070335e-03,-2.560461393387e-03
744,8.551166480952e-03,-1.094869413429e-03,-8.480784701459e-03
745,1.212588294465e-02,6.552038442519e-04,-1.210816852831e-02
746,5.137673169139e-03,-7.062220734576e-04,-5.088903219344e-03
747,4.091570634146e-03,-3.040752309734e-03,2.737658789011e-03
748,1.442822944431e-03,-1.437486578970e-03,1.239773538129e-04
749,1.163565531823e-03,-1.015799259491e-03,5.674826968859e-04
750,2.666666666667e-01,-1.333333333333e-01,2.309401076759e-01
751,1.304373281346e-03,-6.464154482412e-05,1.302770558376e-03
752,1.647015819661e-03,4.483127578077e-04,1.584827050943e-03
753,6.152584929955e-03,5.115132648072e-03,-3.419023151857e-03
754,4.640935069725e-03,4.430908946908e-03,-1.380334823733e-03
755,1.140914340807e-02,9.744967945935e-03,-5.933308776609e-03
756,4.377156546181e-03,1.043161419300e-04,4.375913341498e-03
757,3.659782012595e-03,3.017451929728e-03,2.070987260099e-03
758,7.025927157943e-03,6.989215507822e-03,-7.172998075743e-04
759,9.550461048266e-03,9.352463425613e-03,-1.934614717981e-03
760,1.429032635715e-02,1.366433888607e-02,-4.183212904023e-03
761,4.795563375783e-03,4.552949938262e-03,1.506012931830e-03
762,1.226729504206e-02,-9.125074244127e-03,8.198752812961e-03
763,5.112134612696e-03,5.004768402918e-03,1.042215683759e-03
764,5.202553371859e-03,5.141426347562e-03,7.951708619124e-04
765,4.595383304315e-02,4.431749005134e-02,-1.215379969007e-02
766,9.564466245011e-03,9.526717119553e-03,-8.489260721449e-04
767,5.203364237741e-03,5.202362859492e-03,1.020787381037e-04
768,1.175119296292e-02,1.169011837500e-02,-1.196523476770e-03
769,4.992412084581e-03,4.986781262698e-03,-2.370465360952e-04
770,2.405730294333e-02,-2.399952519573e-02,1.666317882724e-03
771,1.129986377513e-02,1.128622590938e-02,-5.550009538817e-04
772,4.422361525378e-03,4.401104669083e-03,-4.330810004154e-04
773,4.187048719981e-03,4.167914302744e-03,-3.998341512152e-04
774,1.832200470873e-02,1.826087648946e-02,1.495408433695e-03
775,1.308238155041e-02,-1.271625461472e-02,-3.073365517486e-03
776,3.477142728236e-03,3.477138896515e-03,5.162060139419e-06
777,9.908946688235e-03,9.699313370332e-03,2.027447808055e-03
778,7.569345055508e-03,7.325111518727e-03,1.907282309346e-03
779,3.080583311897e-03,2.972612759413e-03,8.084348607731e-04
780,4.579642007250e-02,-4.178436917022e-02,-1.874509494518e-02
781,3.196722163689e-03,2.827833297744e-03,1.490768738602e-03
782,7.819400593375e-03,6.689877093688e-03,4.048279895342e-03
783,4.355090993555e-04,5.779162793605e-05,4.316576228470e-04
784,3.930266747671e-03,2.968176696946e-03,2.576222778324e-03
785,1.536569975350e-02,1.186761282290e-02,9.760353210858e-03
786,1.094406820800e-02,-8.474784954082e-03,-6.924640707173e-03
787,4.991248039481e-03,3.530293292812e-03,3.528397123107e-03
788,5.355695924766e-03,3.795347738443e-03,3.778731848498e-03
789,1.236482163631e-02,8.445505888265e-03,9.031181782531e-03
790,2.293245548628e-02,-1.338084158707e-02,-1.862392528582e-02
791,6.357643576389e-03,4.733882471828e-03,4.243817690160e-03
792,3.598386815376e-03,3.281430113085e-03,1.476686861190e-03
793,6.889072360876e-03,5.396846164997e-03,4.281748412125e-03
794,1.124780701665e-02,7.716691416192e-03,8.183265623880e-03
795,4.287413690714e-02,-1.387845610761e-02,-4.056574998199e-02
796,7.397069128608e-03,6.269298694147e-03,3.925878955976e-03
797,7.478143148997e-03,6.493452137849e-03,3.709137944368e-03
798,1.179586690136e-02,2.488637642536e-03,-1.153035813142e-02
799,7.497740399741e-03,6.798384757716e-03,3.161973400896e-03
800,1.413708829349e-02,3.974073665763e-03,-1.356701897681e-02
801,6.508416595921e-03,6.459941938476e-03,-7.928661536363e-04
802,9.745844074344e-03,7.165693779808e-03,6.605627099333e-03
803,6.955209278508e-03,6.708480378842e-03,1.836090170591e-03
804,1.037550959199e-02,6.390136065690e-03,8.174188666494e-03
805,1.346747348885e-02,5.515688383033e-03,1.228617205781e-02
806,7.641795095114e-03,5.468910594326e-03,5.337419712462e-03
807,8.557791545907e-03,4.536110935098e-03,7.256686139532e-03
808,5.277702397196e-03,5.255209877555e-03,4.867357971464e-04
809,4.836324584631e-03,4.824326788902e-03,3.404504689198e-04
810,1.200744220661e-01,4.110207709027e-02,-1.128205925059e-01
811,3.887299147899e-03,3.881216831023e-03,2.173719757524e-04
812,3.396035281139e-03,3.387086586443e-03,2.463738758031e-04
813,6.309020451056e-03,-7.372471220619e-05,6.308589677468e-03
814,4.374851906165e-03,2.327268966061e-04,4.368657390146e-03
815,1.086946221203e-02,-3.960194158007e-03,1.012235501302e-02
816,6.846498167849e-03,-2.325037019835e-03,6.439622661210e-03
817,1.665882166481e-03,1.064864193050e-03,1.281104071869e-03
818,5.481945083856e-03,-2.190086525548e-03,5.025459472827e-03
819,2.673425212181e-03,2.644441311319e-03,-3.925971422655e-04
820,1.289028575516e-02,-7.906350470188e-03,1.018081966702e-02
821,2.910536916637e-03,-1.348618877365e-04,2.907410774958e-03
822,1.345733010521e-02,1.189206240455e-02,-6.299094008422e-03
823,3.841794422339e-03,-4.045543487985e-04,3.820434551512e-03
824,4.293774625083e-03,-4.531059031606e-04,4.269800413547e-03
825,9.281773097441e-02,-7.838886832798e-02,4.970227867508e-02
826,8.357108434154e-03,-4.341529583306e-03,7.140895059969e-03
827,5.490553157366e-03,-2.839315329532e-04,5.483206804276e-03
828,5.461861860447e-03,2.960564836152e-03,4.589879174177e-03
829,6.104934371155e-03,4.015190667748e-05,6.104802330994e-03
830,2.806141464458e-02,2.801457286152e-02,-1.620709486977e-03
831,1.005269360758e-02,-6.023695998634e-03,8.048088921223e-03
832,6.690234957007e-03,6.975056664707e-04,6.653775591738e-03
833,6.789550767509e-03,9.279158084004e-04,6.725843581077e-03
834,1.751683712551e-02,1.665025704825e-02,5.441371436403e-03
835,1.205964187598e-02,-9.751286090615e-03,7.095588894228e-03
836,6.798766160560e-03,1.531395268878e-03,6.624050863062e-03
837,8.367234957606e-03,5.003873445468e-03,6.706107021031e-03
838,6.403118266135e-03,-2.632726649091e-03,5.836837664462e-03
839,6.409402971365e-03,1.847013001538e-03,6.137506775678e-03
840,5.222172026290e-02,4.968280962458e-02,1.608497730879e-02
841,5.975564288718e-03,1.827277012941e-03,5.689325732157e-03
842,4.807448219664e-03,-2.495403952747e-03,4.109077450884e-03
