k,n,X,E,telescope_resid,argmax_E0,max_bnd,max_bnd_over_sqrtx,E0_x14,bnd_x14,bnd_x14_over_sqrtx
7,1914,3667224,-41.18657437728058,3.069544618483633e-12,8,162.28832324105315,0.08474587225478551,44,72.77763668645093,0.038003993007396965
7,1974,3900624,3.884494410932632,3.922195901395753e-12,32,143.46874971704528,0.0726424142316613,44,83.07068377445648,0.042061111100172015
7,2034,4141224,-165.8400823564666,1.1993961379630491e-11,8,149.61668709869264,0.07352172243882014,45,79.44550277991038,0.03903956381913582
7,2094,4389024,-310.8948003586748,1.0743406164692715e-11,8,147.2296563750715,0.07027669362651696,46,38.557452076562186,0.0184045138277078
7,2154,4644024,39.05127478346287,1.2221335055073723e-11,8,142.35151599231176,0.06605639504344424,46,54.43474643630543,0.025259745845492176
7,2214,4906224,383.2921147151663,1.48929757415317e-11,32,158.32480353842402,0.07147847389323726,47,56.26696828351487,0.025402697073480043
7,2274,5175624,448.43154517351974,7.105427357601002e-12,8,147.82611378507863,0.06497851783124055,48,78.14055321534579,0.03434749923703169
7,2334,5452224,502.6442040554362,1.0857093002414331e-11,32,166.32975462366448,0.07123330615719478,48,95.82500343488573,0.041038549131727636
7,2394,5736024,-61.191794627987804,1.1425527191022411e-11,32,191.33277140215068,0.0798884292610941,49,112.63647839629448,0.04702984894139248
7,2454,6027024,0.5120539213920097,5.9685589803848416e-12,8,182.5439636168303,0.07435599949516049,50,104.43719553773008,0.04254061270949342
7,2514,6325224,34.77517259329096,3.694822225952521e-12,8,167.46650069844327,0.0665870830761163,50,88.37884508446768,0.03514069664838567
7,2574,6630624,-276.1837712335802,1.4210854715202004e-12,32,167.9060192888719,0.06520622600010699,51,77.0179269472028,0.029909876798037312
7,2634,6943224,88.07322141160722,3.296918293926865e-12,8,152.74150770815322,0.057966420761849886,51,61.6340678468041,0.023390539766693304
7,2694,7263024,533.0455772944251,1.1368683772161603e-12,32,149.69768073737214,0.05554645307711944,52,50.63675020528899,0.018789147937371565
7,2754,7590024,331.2198950702413,1.7053025658242404e-12,8,142.48655543659697,0.05171926127877789,52,61.97101595002823,0.022494018160590674
7,2814,7924224,300.13388829769497,6.042455424903892e-11,32,201.5467452868179,0.07159742735486527,53,109.56314625847699,0.03892119117998403
7,2874,8265624,329.64432695578813,6.195932655828074e-11,32,171.91331664998143,0.05979593984322631,54,89.37009628855594,0.0310852527633694
7,2934,8614224,337.75249166404416,6.656364348600619e-11,32,193.453637224884,0.06591265705404306,54,94.6901640037122,0.03226240868819889
7,2994,8970024,418.6042223445147,8.475353752146475e-11,8,232.65062744010356,0.07767967960211383,55,61.30406938333181,0.020468805609514116
7,3054,9333024,418.6747786839992,7.895550879766233e-11,8,168.4346648908977,0.055134099481008884,55,91.2771986018779,0.029877971683106304
7,3113,9696995,32.247243731702156,7.747757990728132e-11,32,249.58485625691537,0.08014928359861934,56,102.47952766689195,0.03290929124951146
8,3114,9703224,-76.83639063033866,6.59383658785373e-11,32,225.69621748197824,0.07245464819002828,56,84.77955218966235,0.027216551062051442
8,3409,11628099,600.8456228132789,7.594280759803951e-11,8,154.28310192612116,0.045244313360758015,58,-0.0,0.0
8,3704,13727024,162.0655225097803,6.184563972055912e-11,32,234.89000788642443,0.06339811509910273,61,66.13402907163982,0.017849941020388334
8,3999,15999999,-181.58039266385117,2.1827872842550278e-11,8,293.8062571078772,0.07345156657233078,63,27.862555436218827,0.006965639076730931
8,4294,18447024,517.9743933688608,8.185452315956354e-12,32,264.020298178104,0.061471549553965034,66,37.72602781778551,0.008783708693908267
8,4589,21068099,473.4385597115811,4.547473508864641e-13,32,256.79824236925924,0.05594733081998689,68,108.54097287069453,0.023647271339139443
8,4884,23863224,-315.98540120009056,5.275069270282984e-11,32,271.7321861045202,0.055625832507278365,70,70.19477168763842,0.014369452028333965
8,5179,26832399,-142.58594554484625,2.6830093702301383e-11,8,283.10004840500187,0.05465252001550998,72,90.15507320247707,0.017404454610510375
8,5474,29975624,934.8067232369974,6.684786058031023e-11,32,251.84502261149464,0.045999091655219176,74,123.82992699408715,0.02261733864102238
8,5769,33292899,912.0241521072253,6.821210263296962e-11,32,326.66321127751144,0.056614075595045166,76,152.25904908136,0.026388050497057107
8,6064,36784224,-1010.4254552631401,4.1382008930668235e-11,32,315.0360189569765,0.05194328495287599,78,208.3188423457177,0.0343477073664222
