type,m,b,gcd,H_or_m,abs_S,sqrt_2gm,ratio
complete,441,415,1,441,21.00000000000433,29.698484809834994,1.0000000000002063
complete,441,416,1,441,21.000000000001776,29.698484809834994,1.0000000000000846
complete,441,417,3,441,36.3730669589486,51.43928459844674,1.7320508075689809
complete,441,418,1,441,20.999999999996934,29.698484809834994,0.999999999999854
complete,441,419,1,441,21.000000000004363,29.698484809834994,1.0000000000002078
complete,441,420,21,441,96.2340895940687,136.09555466656508,4.582575694955652
complete,441,421,1,441,20.99999999999904,29.698484809834994,0.9999999999999544
complete,441,422,1,441,21.000000000006324,29.698484809834994,1.000000000000301
complete,441,423,9,441,62.99999999999915,89.09545442950498,2.9999999999999596
complete,441,424,1,441,21.00000000000498,29.698484809834994,1.0000000000002371
complete,441,425,1,441,21.000000000001485,29.698484809834994,1.0000000000000706
complete,441,426,3,441,36.37306695894985,51.43928459844674,1.7320508075690404
complete,441,427,7,441,55.5607775323618,78.57480512225277,2.6457513110648474
complete,441,428,1,441,21.00000000000458,29.698484809834994,1.000000000000218
complete,441,429,3,441,36.37306695894712,51.43928459844674,1.7320508075689105
complete,441,430,1,441,20.99999999999509,29.698484809834994,0.9999999999997662
complete,441,431,1,441,20.999999999997563,29.698484809834994,0.999999999999884
complete,441,432,9,441,62.999999999994145,89.09545442950498,2.999999999999721
complete,441,433,1,441,20.999999999998852,29.698484809834994,0.9999999999999454
complete,441,434,7,441,55.56077753234979,78.57480512225277,2.645751311064276
complete,441,435,3,441,36.373066958941806,51.43928459844674,1.7320508075686574
complete,441,436,1,441,21.000000000003062,29.698484809834994,1.0000000000001459
complete,441,437,1,441,20.99999999999915,29.698484809834994,0.9999999999999596
complete,441,438,3,441,36.373066958948,51.43928459844674,1.7320508075689525
complete,441,439,1,441,21.000000000004697,29.698484809834994,1.0000000000002236
complete,441,440,1,441,20.999999999987935,29.698484809834994,0.9999999999994255
incomplete,36,27,9,34,,,0.7071067811865489
incomplete,100,75,25,34,,,0.7071067811865478
incomplete,225,150,75,34,,,0.561140706715858
incomplete,225,219,3,8,,,0.7196696689562846
incomplete,225,150,75,60,,,0.5773502691896293
incomplete,225,150,75,120,,,0.5773502691896295
incomplete,225,150,75,225,,,0.5773502691896275
incomplete,441,294,147,34,,,0.5611407067158535
