k,n,X,q,P_q,abs_P_q,sqrt_X_over_q,Dpsi_q,ratio_renewal,ratio_rawdisc
4,32,1088,25,-13.8,13.8,6.596969000988257,11.826209821534832,2.091869765938372,1.1668996414109796
4,34,1224,25,22.2,22.2,6.997142273814361,16.738136427506852,3.1727238251364134,1.3263125256595063
4,36,1368,25,18.2,18.2,7.397296803562772,16.808037917381277,2.460358220483232,1.0828152631176116
4,38,1520,25,23.0,23.0,7.797435475847171,14.105274178131765,2.9496877622448183,1.6305957409646281
4,40,1680,25,27.0,27.0,8.19756061276768,20.840442194181918,3.2936627462012993,1.2955579228322547
4,42,1848,25,19.2,19.2,8.597674104081872,27.35660662203506,2.23316210495633,0.701841433232983
4,44,2024,25,22.2,22.2,8.997777503361593,21.831986883519377,2.4672759458328484,1.0168566021244008
4,46,2208,25,18.2,18.2,9.397872099576585,23.362958594929694,1.9366086074761528,0.7790109256089605
4,47,2303,25,26.2,26.2,9.597916440561463,28.112958594929694,2.729759126603455,0.9319545615069235
4,14,224,30,6.266666666666667,6.266666666666667,2.7325202042558927,6.594693849512009,2.2933651714290533,0.9502589217436356
4,16,288,30,-38.333333333333336,38.333333333333336,3.0983866769659336,6.1393179424118784,12.372030133718138,6.243907498016594
4,18,360,30,0.0,0.0,3.4641016151377544,5.920700924567818,0.0,0.0
4,20,440,30,-59.9,59.9,3.8297084310253524,5.7403790965881925,15.640877387619451,10.434850903070444
4,22,528,30,-38.333333333333336,38.333333333333336,4.1952353926806065,14.613502714390108,9.137349813603592,2.623144777985773
4,24,624,30,-63.333333333333336,63.333333333333336,4.560701700396552,7.574099291352411,13.886751972361296,8.361830350658726
4,26,728,30,29.266666666666666,29.266666666666666,4.926120853842978,9.758307866854693,5.941118282519415,2.999153855974819
4,28,840,30,0.0,0.0,5.291502622129181,5.973305453497986,0.0,0.0
4,30,960,30,0.0,0.0,5.656854249492381,13.407930229325814,0.0,0.0
4,32,1088,30,29.266666666666666,29.266666666666666,6.022181221672648,9.76665509488629,4.859811684401273,2.9965905811489506
4,34,1224,30,-63.333333333333336,63.333333333333336,6.387487769068525,16.44485024354927,9.915217942181535,3.8512563140048512
4,36,1368,30,-38.333333333333336,38.333333333333336,6.752777206453653,14.058415978593644,5.676676745191302,2.7267178174057753
4,38,1520,30,-59.9,59.9,7.118052168020874,10.055936294345202,8.41522351706152,5.956680536419451
4,40,1680,30,0.0,0.0,7.483314773547883,14.319035502833827,0.0,0.0
4,42,1848,30,-38.333333333333336,38.333333333333336,7.848566748139434,21.826649721542736,4.884118917943911,1.7562628173529824
4,44,2024,30,6.266666666666667,6.266666666666667,8.2138095100061,21.117428208931102,0.7629427805736892,0.2967533074892298
4,46,2208,30,-38.333333333333336,38.333333333333336,8.579044235810887,17.00242759803814,4.4682522061515035,2.254580007019498
4,47,2303,30,-55.46666666666667,55.46666666666667,8.761658899242008,25.424768775897007,6.330612422205254,2.1815996501509876
5,48,2400,2,0.0,0.0,34.64101615137755,10.778966074813525,0.0,0.0
5,58,3480,2,0.0,0.0,41.71330722922842,24.140734386201984,0.0,0.0
5,68,4760,2,0.0,0.0,48.78524367060187,11.05950356325684,0.0,0.0
5,78,6240,2,0.0,0.0,55.85696017507576,16.06824970429807,0.0,0.0
5,88,7920,2,0.0,0.0,62.928530890209096,8.38540585654755,0.0,0.0
5,98,9800,2,0.0,0.0,70.0,11.21424352059148,0.0,0.0
5,108,11880,2,0.0,0.0,77.07139547199077,58.01010090823547,0.0,0.0
5,118,14160,2,0.0,0.0,84.14273587185052,14.546963961813162,0.0,0.0
5,128,16640,2,0.0,0.0,91.21403400793103,8.10201714341747,0.0,0.0
5,138,19320,2,0.0,0.0,98.28529900244492,71.04142067157954,0.0,0.0
5,148,22200,2,0.0,0.0,105.35653752852738,27.18832510554421,0.0,0.0
5,158,25280,2,0.0,0.0,112.42775458044157,22.370214188544196,0.0,0.0
5,168,28560,2,0.0,0.0,119.49895397031725,38.542418508914125,0.0,0.0
5,172,29928,2,0.0,0.0,122.32742946698423,22.73754505855686,0.0,0.0
5,48,2400,3,0.0,0.0,28.284271247461902,12.965978127086146,0.0,0.0
5,58,3480,3,0.0,0.0,34.058772731852805,17.835670898426315,0.0,0.0
5,68,4760,3,-11.333333333333334,11.333333333333334,39.83298465677242,5.697619121427124,0.2845213189769458,1.9891349512486527
5,78,6240,3,0.0,0.0,45.60701700396552,12.932996995800295,0.0,0.0
5,88,7920,3,0.0,0.0,51.38093031466052,35.13834765230058,0.0,0.0
5,98,9800,3,-11.333333333333334,11.333333333333334,57.154760664940824,24.396838209030648,0.19829202679673347,0.46454107029074887
5,108,11880,3,0.0,0.0,62.928530890209096,40.75190402472799,0.0,0.0
5,118,14160,3,0.0,0.0,68.70225614927067,30.052371933888026,0.0,0.0
5,128,16640,3,-11.333333333333334,11.333333333333334,74.47594690010102,36.215043732161575,0.15217441073337948,0.3129454548544012
5,138,19320,3,0.0,0.0,80.24961059095551,57.10434236605397,0.0,0.0
5,148,22200,3,0.0,0.0,86.02325267042627,62.893459839839124,0.0,0.0
5,158,25280,3,-11.333333333333334,11.333333333333334,91.79687721631203,21.680065471167836,0.12346098992700195,0.5227536488949008
5,168,28560,3,0.0,0.0,97.57048734120374,80.39382649180152,0.0,0.0
5,172,29928,3,0.0,0.0,99.87992791347018,49.06104709700776,0.0,0.0
5,48,2400,4,9.5,9.5,24.49489742783178,11.720316341542684,0.38783587594066987,0.8105583265126753
5,58,3480,4,9.5,9.5,29.49576240750525,22.312136385659414,0.32208016421988495,0.4257772467770453
5,68,4760,4,9.5,9.5,34.49637662132068,13.98834561856438,0.275391241934913,0.679136779934308
5,78,6240,4,9.5,9.5,39.496835316262995,28.034097203353667,0.24052559968237083,0.33887304916897887
5,88,7920,4,9.5,9.5,44.49719092257398,18.769834524508042,0.21349662311335998,0.5061312601129069
5,98,9800,4,9.5,9.5,49.49747468305833,33.64255039002819,0.19192898346492004,0.28238049404292026
5,108,11880,4,9.5,9.5,54.49770637375485,63.550822190428335,0.17431926281167376,0.14948665764753608
5,118,14160,4,9.5,9.5,59.49789912257407,10.499081792841025,0.1596695032950434,0.9048410315726595
5,128,16640,4,9.5,9.5,64.4980619863884,7.634746835661645,0.14729124732468504,1.2443110694418604
5,138,19320,4,9.5,9.5,69.49820141557622,36.28045821070009,0.13669418497887662,0.26184895308731776
5,148,22200,4,9.5,9.5,74.4983221287567,26.07386073165435,0.12751965049066463,0.36434957207801416
5,158,25280,4,9.5,9.5,79.49842765740716,43.286495047068456,0.11949921878882405,0.21946798856479327
5,168,28560,4,9.5,9.5,84.49852069711044,61.38796071280922,0.11242800372864832,0.1547534710339014
5,172,29928,4,9.5,9.5,86.49855490122364,11.969866531160733,0.10982842442684103,0.793659643177222
5,48,2400,5,0.0,0.0,21.908902300206645,18.45959410334399,0.0,0.0
5,58,3480,5,0.0,0.0,26.38181191654584,20.081950602631196,0.0,0.0
5,68,4760,5,0.0,0.0,30.854497241083024,10.51305726105852,0.0,0.0
5,78,6240,5,0.0,0.0,35.32704346531139,40.76289487206759,0.0,0.0
5,88,7920,5,0.0,0.0,39.7994974842648,19.94126254171215,0.0,0.0
5,98,9800,5,0.0,0.0,44.27188724235731,14.734169882376136,0.0,0.0
5,108,11880,5,0.0,0.0,48.744230427815765,36.41881069472447,0.0,0.0
5,118,14160,5,0.0,0.0,53.21653878260028,42.986316055611496,0.0,0.0
5,128,16640,5,0.0,0.0,57.688820407423826,45.367237136294534,0.0,0.0
5,138,19320,5,0.0,0.0,62.161081071680215,54.62355321590894,0.0,0.0
5,148,22200,5,0.0,0.0,66.63332499583073,21.578953279093184,0.0,0.0
5,158,25280,5,0.0,0.0,71.10555533852471,43.09834232090816,0.0,0.0
5,168,28560,5,0.0,0.0,75.57777451076474,57.648488607420404,0.0,0.0
5,172,29928,5,-9.2,9.2,77.36665948585346,44.633219747226576,0.11891427213142407,0.20612449767466462
5,48,2400,6,0.0,0.0,20.0,9.500242224286467,0.0,0.0
5,58,3480,6,0.0,0.0,24.08318915758459,21.301406801225994,0.0,0.0
5,68,4760,6,-5.0,5.0,28.166173565703478,9.85650220478692,0.17751790062418157,0.5072793467820353
5,78,6240,6,0.0,0.0,32.2490309931942,17.09188007916009,0.0,0.0
5,88,7920,6,0.0,0.0,36.3318042491699,39.29723073566038,0.0,0.0
5,98,9800,6,-5.0,5.0,40.414518843273804,20.23795512567085,0.12371791482634838,0.24706053397943084
5,108,11880,6,0.0,0.0,44.49719092257398,45.603934288648816,0.0,0.0
5,118,14160,6,0.0,0.0,48.579831205964474,34.21125501724873,0.0,0.0
5,128,16640,6,-5.0,5.0,52.66244708835067,41.06707399608058,0.09494431566409374,0.12175203912694625
5,138,19320,6,0.0,0.0,56.74504383644443,61.956372629974794,0.0,0.0
5,148,22200,6,0.0,0.0,60.8276253029822,58.04142957592012,0.0,0.0
5,158,25280,6,-5.0,5.0,64.91019437140312,26.53209573508684,0.0770295028141651,0.1884510010035826
5,168,28560,6,0.0,0.0,68.99275324264136,85.24585675572052,0.0,0.0
5,172,29928,6,0.0,0.0,70.6257743320383,53.91307736092676,0.0,0.0
5,48,2400,9,0.0,0.0,16.32993161855452,9.813994087674757,0.0,0.0
5,58,3480,9,0.0,0.0,19.6638416050035,22.021762527668898,0.0,0.0
5,68,4760,9,-18.0,18.0,22.997584414213787,20.198436337986777,0.7826908981308054,0.8911580925770861
5,78,6240,9,-72.33333333333333,72.33333333333333,26.331223544175334,26.68156170295231,2.7470555332144455,2.7109857413379843
5,88,7920,9,-23.666666666666668,23.666666666666668,29.664793948382652,33.55619627918122,0.7978031705815032,0.7052845462508464
5,98,9800,9,-18.0,18.0,32.99831645537222,32.76683417159279,0.5454823740581938,0.549335950667004
5,108,11880,9,-23.666666666666668,23.666666666666668,36.3318042491699,28.346425007767266,0.6514035610330967,0.8349083406525413
5,118,14160,9,-72.33333333333333,72.33333333333333,39.66526608171604,43.92155395301552,1.8235938007907588,1.6468755502300971
5,128,16640,9,-18.0,18.0,42.998707990925595,54.6165489790169,0.4186172292385786,0.3295704385664391
5,138,19320,9,0.0,0.0,46.33213427705081,42.04885376726679,0.0,0.0
5,148,22200,9,0.0,0.0,49.6655480858378,45.290690405409805,0.0,0.0
5,158,25280,9,-18.0,18.0,52.99895177160477,56.53654836021087,0.33962935866297367,0.31837812038536095
5,168,28560,9,-72.33333333333333,72.33333333333333,56.332347131406955,87.95642992184912,1.2840461478482466,0.8223768677014609
5,172,29928,9,-72.33333333333333,72.33333333333333,57.66570326748243,107.82812968292274,1.2543562158223422,0.6708206248780842
5,48,2400,10,0.0,0.0,15.491933384829668,16.38015256166409,0.0,0.0
5,58,3480,10,0.0,0.0,18.65475810617763,22.161392144311094,0.0,0.0
5,68,4760,10,0.0,0.0,21.817424229271428,12.592498802738419,0.0,0.0
5,78,6240,10,0.0,0.0,24.979991993593593,42.84233641374749,0.0,0.0
5,88,7920,10,0.0,0.0,28.142494558940577,22.020704083391593,0.0,0.0
5,98,9800,10,0.0,0.0,31.304951684997057,14.08222395346047,0.0,0.0
5,108,11880,10,0.0,0.0,34.46737587922817,38.498252236403914,0.0,0.0
5,118,14160,10,0.0,0.0,37.62977544445356,45.06575759729094,0.0,0.0
5,128,16640,10,0.0,0.0,40.792156108742276,42.59464841405406,0.0,0.0
5,138,19320,10,0.0,0.0,43.95452195167182,56.702994757589295,0.0,0.0
5,148,22200,10,0.0,0.0,47.11687595755899,19.49951173741283,0.0,0.0
5,158,25280,10,0.0,0.0,50.27922035990614,45.17778386258851,0.0,0.0
5,168,28560,10,0.0,0.0,53.44155686354955,59.72793014910076,0.0,0.0
5,172,29928,10,35.0,35.0,54.70648956019752,47.40580846946523,0.6397778450303773,0.7383061512924942
5,48,2400,15,0.0,0.0,12.649110640673518,17.732943740804217,0.0,0.0
5,58,3480,15,0.0,0.0,15.231546211727817,18.486353415594863,0.0,0.0
5,68,4760,15,-14.4,14.4,17.813852287849848,12.580541912065087,0.8083596836503294,1.1446247785391503
5,78,6240,15,0.0,0.0,20.396078054371138,30.42308163948053,0.0,0.0
5,88,7920,15,0.0,0.0,22.978250586152114,26.550130614739487,0.0,0.0
5,98,9800,15,-14.4,14.4,25.560386016907753,15.602988220533462,0.5633717734338851,0.9229001391572972
5,108,11880,15,0.0,0.0,28.142494558940577,30.98176752228119,0.0,0.0
5,118,14160,15,0.0,0.0,30.72458299147443,41.729395080833456,0.0,0.0
5,128,16640,15,-14.4,14.4,33.30665599145812,50.360997882095944,0.4323460152737353,0.2859355573873449
5,138,19320,15,0.0,0.0,35.888716889852724,40.94069680430948,0.0,0.0
5,148,22200,15,0.0,0.0,38.47076812334269,65.29813833885419,0.0,0.0
5,158,25280,15,-14.4,14.4,41.05281151557507,55.38948615728759,0.3507676933292807,0.2599771364390134
5,168,28560,15,0.0,0.0,43.634848458542855,53.42385312328042,0.0,0.0
5,172,29928,15,-21.333333333333332,21.333333333333332,44.66766168045961,45.21083033492596,0.4776013010474163,0.47186333839246153
5,48,2400,25,19.8,19.8,9.797958971132712,25.204625127438774,2.020829037796122,0.7855701046886399
5,58,3480,25,22.4,22.4,11.7983049630021,25.44494622362967,1.898577810138269,0.8803319843214306
5,68,4760,25,0.0,0.0,13.798550648528272,26.49273031491589,0.0,0.0
5,78,6240,25,22.6,22.6,15.798734126505199,37.07505526469777,1.4304943560056793,0.6095742767919576
5,88,7920,25,0.2,0.2,17.798876369029593,51.07884595489111,0.011236664374387367,0.003915515244346447
5,98,9800,25,19.8,19.8,19.79898987322333,32.10176019337234,1.0000510191066887,0.6167886084977939
5,108,11880,25,22.4,22.4,21.79908254950194,45.149543805388475,1.0275661807846033,0.4961290438847495
5,118,14160,25,0.0,0.0,23.799159649029626,39.751153314375756,0.0,0.0
5,128,16640,25,22.6,22.6,25.79922479455536,60.349871550650846,0.8759953130362848,0.3744829842932163
5,138,19320,25,0.2,0.2,27.799280566230486,73.331488451837,0.007194430788361928,0.002727341340294176
5,148,22200,25,19.8,19.8,29.79932885150268,64.88830924661215,0.6644444946618842,0.3051397120666042
5,158,25280,25,22.4,22.4,31.799371062962866,87.95574889318709,0.7044164475972786,0.2546735180119087
5,168,28560,25,0.0,0.0,33.799408278844176,78.75125598011527,0.0,0.0
5,172,29928,25,26.6,26.6,34.59942196048945,72.11879179658285,0.7687989709878873,0.36883590722134596
5,48,2400,30,0.0,0.0,8.94427190999916,17.732943740804217,0.0,0.0
5,58,3480,30,0.0,0.0,10.770329614269007,18.486353415594863,0.0,0.0
5,68,4760,30,-160.0,160.0,12.596295751794122,14.659983453744871,12.702146976599117,10.914064160088
5,78,6240,30,0.0,0.0,14.422205101855956,30.42308163948053,0.0,0.0
5,88,7920,30,0.0,0.0,16.24807680927192,28.629572156419385,0.0,0.0
5,98,9800,30,-160.0,160.0,18.07392228230128,13.523546678853563,8.85253336275981,11.83121586367488
5,108,11880,30,0.0,0.0,19.8997487421324,30.98176752228119,0.0,0.0
5,118,14160,30,0.0,0.0,21.72556098240043,43.808836622513354,0.0,0.0
5,128,16640,30,-160.0,160.0,23.55136231020759,47.58840915985593,6.793662204867575,3.3621632415266975
5,138,19320,30,0.0,0.0,25.37715508089904,43.02013834598938,0.0,0.0
5,148,22200,30,0.0,0.0,27.202941017470888,65.29813833885419,0.0,0.0
5,158,25280,30,-160.0,160.0,29.028721409436322,52.616897435047576,5.511782546095504,3.0408482407673403
5,168,28560,30,0.0,0.0,30.854497241083024,50.65126440104041,0.0,0.0
5,172,29928,30,-107.66666666666667,107.66666666666667,31.58480647399949,47.98341905716552,3.4088119791171594,2.243830656135548
6,173,30275,2,-65.5,65.5,123.03454799364283,24.25381314618062,0.5323707939609318,2.7006062760203395
6,218,47960,2,0.0,0.0,154.85477067239486,52.56351200807694,0.0,0.0
6,263,69695,2,-65.5,65.5,186.67485101105612,132.5548145842622,0.35087747302458355,0.49413520139144457
6,308,95480,2,0.0,0.0,218.49485119791726,102.29364436406468,0.0,0.0
6,353,125315,2,-65.5,65.5,250.31480179965388,3.6278990903811064,0.26167050261943625,18.05452642651075
6,398,159200,2,0.0,0.0,282.1347195933177,10.7490500791464,0.0,0.0
6,443,197135,2,-65.5,65.5,313.95461455439704,23.14675580227049,0.20862888125713855,2.8297702088158303
6,488,239120,2,0.0,0.0,345.77449298639715,119.5677548503736,0.0,0.0
6,533,285155,2,-65.5,65.5,377.5943590680348,118.7504959529033,0.1734665744521841,0.5515766437386286
6,578,335240,2,0.0,0.0,409.41421567893804,179.59814955008915,0.0,0.0
6,623,389375,2,-65.5,65.5,441.23406486806977,201.49232147657312,0.14844728731355927,0.32507442229065525
6,668,447560,2,0.0,0.0,473.0539081331006,60.974069861578755,0.0,0.0
6,713,509795,2,-65.5,65.5,504.87374659413615,9.2560765738599,0.12973540502325803,7.0764323822664394
6,173,30275,3,77.33333333333333,77.33333333333333,100.45728777279759,13.293531543075005,0.7698130722803976,5.817365617462167
6,218,47960,3,77.33333333333333,77.33333333333333,126.43839079435749,28.181760701449093,0.6116285793221631,2.7440916184259874
6,263,69695,3,77.33333333333333,77.33333333333333,152.41937759572,154.53097000579146,0.5073720582854873,0.5004390597589277
6,308,95480,3,77.33333333333333,77.33333333333333,178.4002989534117,115.47779564304074,0.43348208375776615,0.6696814128006245
6,353,125315,3,77.33333333333333,77.33333333333333,204.3811798250188,61.4140639348916,0.3783779573028317,1.2592121149207551
6,398,159200,3,77.33333333333333,77.33333333333333,230.36203390894661,19.94447571199271,0.33570346650047495,3.877431247131376
6,443,197135,3,77.33333333333333,77.33333333333333,256.3428693501473,202.0566374251066,0.3016792841922244,0.38273097245814236
6,488,239120,3,77.33333333333333,77.33333333333333,282.32369129541127,63.129998297881684,0.27391726489016144,1.2249855127261777
6,533,285155,3,77.33333333333333,77.33333333333333,308.30450315664655,210.8706963825971,0.2508342646362223,0.36673342792505503
6,578,335240,3,77.33333333333333,77.33333333333333,334.2853072850595,101.10040400206344,0.23133931300004118,0.7649161652386174
6,623,389375,3,77.33333333333333,77.33333333333333,360.26610535362147,184.1519670143607,0.21465614495548035,0.4199430209035055
6,668,447560,3,77.33333333333333,77.33333333333333,386.24689858517524,39.16020803479478,0.20021735738618435,1.9747937310399581
6,713,509795,3,77.33333333333333,77.33333333333333,412.2276878942833,31.18217601176002,0.18759859078938346,2.4800492853406992
6,173,30275,4,-24.0,24.0,86.99856320652658,14.098698956911903,0.2758666248662775,1.7022847337437454
6,218,47960,4,-46.5,46.5,109.4988584415381,51.67524676662288,0.42466196142881746,0.8998505650104495
6,263,69695,4,-24.0,24.0,131.9990530269062,108.27914266578591,0.1818194861981921,0.2216493353117722
6,308,95480,4,-46.5,46.5,154.49919093639292,57.27840569694672,0.3009724498760902,0.8118242718909812
6,353,125315,4,-24.0,24.0,176.99929378390186,120.00570118483301,0.13559376134744108,0.19999049847669448
6,398,159200,4,-46.5,46.5,199.49937343260004,24.030583749510697,0.23308343880944477,1.9350341416881651
6,443,197135,4,-24.0,24.0,221.99943693622288,25.672085715268622,0.10810838230591928,0.9348675548292463
6,488,239120,4,-46.5,46.5,244.49948875202173,103.05954401816416,0.1901844467542491,0.45119547580963887
6,533,285155,4,-24.0,24.0,266.99953183479556,195.45918591957889,0.0898877980611961,0.12278778245743197
6,578,335240,4,-46.5,46.5,289.4995682207488,283.70540593910846,0.16062200122019832,0.1639024108337938
6,623,389375,4,-24.0,24.0,311.99959935871715,235.22740640933625,0.07692317570064036,0.10202892752316395
6,668,447560,4,-46.5,46.5,334.4996263077135,65.74601497023832,0.13901360821618267,0.7072672012296024
6,713,509795,4,-24.0,24.0,356.99964985977226,61.86553519096924,0.06722695669149,0.38793812945957307
6,173,30275,5,0.0,0.0,77.8138805098422,23.41345091261428,0.0,0.0
6,218,47960,5,0.0,0.0,97.93875637356236,42.25860495034249,0.0,0.0
6,263,69695,5,0.0,0.0,118.06354221350468,46.61226297464964,0.0,0.0
6,308,95480,5,0.0,0.0,138.1882773609976,79.59688150451984,0.0,0.0
6,353,125315,5,0.0,0.0,158.3129811481042,101.77853258965115,0.0,0.0
6,398,159200,5,0.0,0.0,178.4376641855637,113.21698360029404,0.0,0.0
6,443,197135,5,0.0,0.0,198.5623327824288,109.79819157480233,0.0,0.0
6,488,239120,5,0.0,0.0,218.6869909253863,87.20608966540749,0.0,0.0
6,533,285155,5,0.0,0.0,238.81164125728878,169.55914307400235,0.0,0.0
6,578,335240,5,0.0,0.0,258.93628559937287,104.41550086274219,0.0,0.0
6,623,389375,5,0.0,0.0,279.06092524751654,87.08497319168237,0.0,0.0
6,668,447560,5,0.0,0.0,299.18556114892976,143.587224780189,0.0,0.0
6,713,509795,5,0.0,0.0,319.3101940120296,193.6457905142306,0.0,0.0
6,173,30275,6,48.333333333333336,48.333333333333336,71.03402940375362,18.14556180699401,0.6804250545693988,2.6636449092859595
6,218,47960,6,-26.0,26.0,89.40544353300493,33.0337909653681,0.2908100331765799,0.787072849957119
6,263,69695,6,48.333333333333336,48.333333333333336,107.77677548216654,160.0761474502724,0.44845777874780535,0.30193963375054406
6,308,95480,6,-26.0,26.0,126.14806115566475,109.9326181985598,0.20610701236158044,0.23650851245113547
6,353,125315,6,48.333333333333336,48.333333333333336,144.51931820117798,63.227110286592506,0.33444202432543285,0.7644400181227728
6,398,159200,6,-26.0,26.0,162.89055630494155,14.63637107447721,0.15961637426866132,1.776396612773681
6,443,197135,6,48.333333333333336,48.333333333333336,181.2617812263063,208.29496205014584,0.26664933449478195,0.23204273813255913
6,488,239120,6,-26.0,26.0,199.63299660460277,69.36832292292092,0.1302389907591085,0.37481084887824195
6,533,285155,6,48.333333333333336,48.333333333333336,218.00420485241412,204.63237175755785,0.22170826184776732,0.23619592989225177
6,578,335240,6,-26.0,26.0,236.37540763229438,94.8620793770242,0.10999452210547048,0.27408212186309355
6,623,389375,6,48.333333333333336,48.333333333333336,254.74660612721289,190.39029163939995,0.18973101965172837,0.2538644849858042
6,668,447560,6,-26.0,26.0,273.1178012018501,32.92188340972643,0.0951970171317558,0.7897482557853469
6,713,509795,6,48.333333333333336,48.333333333333336,291.4889935028994,37.42050063679926,0.16581529461026653,1.2916271164422213
6,173,30275,9,-85.66666666666667,85.66666666666667,57.999042137684384,88.31777640886958,1.477035887304861,0.9699821502533135
6,218,47960,9,-85.66666666666667,85.66666666666667,72.9992389610254,69.76448452162094,1.1735282159914635,1.2279409394921772
6,263,69695,9,-85.66666666666667,85.66666666666667,87.99936868460415,143.81442266572049,0.9734918323528201,0.5956750726301537
6,308,95480,9,-85.66666666666667,85.66666666666667,102.99946062426196,93.50134401440664,0.8317195657866147,0.9162078638513174
6,353,125315,9,-85.66666666666667,85.66666666666667,117.9995291892679,94.77689042093698,0.7259915972144242,0.9038771612593677
6,398,159200,9,-85.66666666666667,85.66666666666667,132.99958228840003,145.6485237022971,0.6441122986454548,0.5881739442946072
6,443,197135,9,-85.66666666666667,85.66666666666667,147.9996246241486,105.22033436186757,0.5788302969296094,0.8141645546577235
6,488,239120,9,-85.66666666666667,85.66666666666667,162.9996591680145,234.3474363464993,0.5255634711380862,0.365554102072627
6,533,285155,9,-85.66666666666667,85.66666666666667,177.9996878898637,235.12333971165208,0.48127425211932073,0.3643477792197304
6,578,335240,9,-85.66666666666667,85.66666666666667,192.9997121471659,119.34734746434697,0.4438694012214082,0.7177927996452386
6,623,389375,9,-85.66666666666667,85.66666666666667,207.9997329058114,172.97422434234613,0.411859503230512,0.49525683374141
6,668,447560,9,-85.66666666666667,85.66666666666667,222.99975087180903,199.01143657398643,0.38415588507052634,0.43046102345388776
6,713,509795,9,-85.66666666666667,85.66666666666667,237.99976657318152,292.45648937512306,0.3599443306190193,0.2929210661377571
6,173,30275,10,-37.4,37.4,55.02272257894914,25.492892454294633,0.6797191823130299,1.467075580656578
6,218,47960,10,0.0,0.0,69.25315877272314,45.03119367258296,0.0,0.0
6,263,69695,10,-37.4,37.4,83.48353131007336,49.38485169689011,0.4479925491063554,0.7573172484054492
6,308,95480,10,0.0,0.0,97.71386800244886,76.82429278227937,0.0,0.0
6,353,125315,10,-37.4,37.4,111.94418251968256,104.55112131189162,0.33409507451112214,0.3577197406465896
6,398,159200,10,0.0,0.0,126.17448236470004,115.98957232253451,0.0,0.0
6,443,197135,10,-37.4,37.4,140.40477199867533,107.02560285256186,0.26637271274763263,0.34944909445193334
6,488,239120,10,0.0,0.0,154.63505424062166,89.97867838764796,0.0,0.0
6,533,285155,10,-37.4,37.4,168.865330959318,166.09340717121086,0.22147826192346243,0.2251745005233572
6,578,335240,10,0.0,0.0,183.09560344257315,100.94976495993615,0.0,0.0
6,623,389375,10,-37.4,37.4,197.32587260671116,89.85756191394466,0.1895341928858041,0.41621427516381376
6,668,447560,10,0.0,0.0,211.5561391215107,140.8146360579558,0.0,0.0
6,713,509795,10,-37.4,37.4,225.78640348789827,190.87320179199742,0.16564327799306378,0.1959415970857782
6,173,30275,15,185.2,185.2,44.92586485904677,48.417276833997676,4.122346905976281,3.8250808824910227
6,218,47960,15,185.2,185.2,56.5449673563734,57.303235268221215,3.275269376897525,3.231929211904494
6,263,69695,15,185.2,185.2,68.16401787844767,68.39582637087733,2.7169759906209574,2.7077675616601278
6,308,95480,15,185.2,185.2,79.78303913322263,110.26179982623944,2.321295378216301,1.6796388258839867
6,353,125315,15,185.2,185.2,91.40204228207011,144.3344243848005,2.0262129310903783,1.2831311780913086
6,398,159200,15,185.2,185.2,103.02103345110325,113.96058014525988,1.7976911490399796,1.6251233519865795
6,443,197135,15,185.2,185.2,114.64001628285533,149.17351571543986,1.6154917454220308,1.2415072414950885
6,488,239120,15,185.2,185.2,126.25899307904105,104.83010671497323,1.466826207651288,1.7666680479830825
6,533,285155,15,185.2,185.2,137.877965365512,193.91281584498938,1.3432168041429833,0.9550683857226112
6,578,335240,15,185.2,185.2,149.49693419375976,112.76068702930934,1.238821391213055,1.6424163853476863
6,623,389375,15,185.2,185.2,161.11590031195968,98.5532443792763,1.14948307176019,1.8791872471216555
6,668,447560,15,185.2,185.2,172.73486426698383,183.8299229607801,1.0721634036412573,1.0074529598726547
6,713,509795,15,185.2,185.2,184.35382646783694,230.6563208295629,1.0045899428743925,0.8029261861713661
6,173,30275,25,139.8,139.8,34.79942528261063,78.31816431879201,4.017307724615167,1.7850265160831376
6,218,47960,25,-142.8,142.8,43.79954337661524,71.72545644729962,3.2603079619373734,1.990924938970901
6,263,69695,25,251.6,251.6,52.79962121076249,123.21650250577886,4.765185700777617,2.041934277335943
6,308,95480,25,0.0,0.0,61.79967637455717,106.74886897696615,0.0,0.0
6,353,125315,25,56.4,56.4,70.79971751356075,171.58182151582787,0.7966133479162163,0.32870615023047345
6,398,159200,25,139.8,139.8,79.79974937304002,216.5170429117661,1.7518852013742139,0.6456766549179714
6,443,197135,25,-142.8,142.8,88.79977477448915,189.97866794187576,1.6081121868005495,0.7516633396107919
6,488,239120,25,251.6,251.6,97.79979550080868,221.92419899029483,2.572602516310165,1.133720437630161
6,533,285155,25,0.0,0.0,106.79981273391822,227.75785452355558,0.0,0.0
6,578,335240,25,56.4,56.4,115.79982728829953,305.76701610170494,0.4870473585386658,0.18445416617873558
6,623,389375,25,139.8,139.8,124.79983974348686,203.0476060858855,1.1201937461405753,0.688508486728315
6,668,447560,25,-142.8,142.8,133.7998505230854,261.4260906483978,1.0672657663048863,0.5462346915941811
6,713,509795,25,251.6,251.6,142.7998599439089,323.5922612800023,1.7619064899561334,0.7775216842478571
6,173,30275,30,160.66666666666666,160.66666666666666,31.76738369250239,46.33783529231732,5.057598328583369,3.4672890015927162
6,218,47960,30,-432.8,432.8,39.9833298596636,59.27251575898754,10.824511152999836,7.301866547386664
